P_raw,DO_raw,interaction_shap_value
18.3,6.8,0.021680772
60.9,3.6,-0.41320306
49.1,1.3,0.31726527
19.1,8.6,-0.5311894
17.6,7.5,-0.40738654
49.1,4.6,0.27230608
17.7,7.2,-0.3404885
17.1,9.47,-0.32781988
59.2,2.2,-0.18327188
59.8,6.1,-0.001894772
21.1,9.0,-0.4367178
17.1,0.8,0.055994153
20.6,8.58,-0.34080577
17.1,6.7,-0.13540679
24.6,11.52,0.36489296
49.4,6.7,0.12994826
20.1,0.0,0.21696532
49.5,7.8,-0.06470156
48.9,5.3,-0.23149544
60.7,3.9,-0.41067398
17.3,8.47,-0.44159818
49.5,6.3,-0.11867425
43.7,4.5,0.23151588
38.5,8.9,-0.21887946
17.9,10.1,-0.5139142
61.4,4.9,-0.41320303
19.3,10.18,-0.46859336
18.5,9.22,-0.27410483
62.9,5.2,-0.46310955
37.3,7.23,-0.47361577
59.2,6.3,-0.17782956
19.4,8.78,-0.38900518
19.7,7.0,-0.34297693
17.5,11.7,1.0025115
18.4,8.41,-0.49997407
26.7,7.3,-0.2982372
16.6,5.49,0.10850394
21.6,4.4,0.14743781
49.1,4.9,0.25363672
16.5,4.2,0.005674839
17.7,8.6,-0.5079316
20.6,0.0,0.19785392
20.7,9.37,-0.6075355
19.8,7.8,-0.34027648
16.7,3.4,0.04382816
49.1,4.5,0.26848686
38.4,12.18,-0.52635694
59.3,4.0,-0.31319094
14.9,11.0,-0.0018315315
21.1,3.3,0.20325327
23.6,8.85,-0.46397328
58.8,1.0,-0.46351528
59.6,1.7,-0.1549887
18.5,8.84,-0.47849172
17.0,11.1,-0.16609573
55.9,4.8,-0.044085175
49.2,2.5,0.33781123
57.9,9.4,0.28934503
19.4,9.21,-0.29252303
49.6,6.8,0.016559362
43.4,11.89,-3.0266457
14.5,11.2,0.17783022
21.4,10.64,-0.24199009
49.3,6.0,0.011789158
17.9,4.7,0.016886592
17.2,7.47,-0.4606135
16.6,7.3,-0.48412234
61.5,2.5,-0.55963635
49.4,2.2,0.31011343
18.7,6.6,0.042372346
18.5,7.5,-0.34317017
18.9,10.76,-0.033609867
19.2,7.8,-0.40128887
19.0,9.59,-0.3135875
58.6,6.0,-0.39099395
55.9,0.9,-0.3497424
18.1,9.37,-0.17214859
49.4,7.5,-2.458612
21.1,7.12,-0.3333761
49.2,2.7,0.33781123
61.0,4.6,-0.41224843
63.1,6.3,0.032592
16.4,9.02,-0.5240211
24.3,11.41,0.3519597
59.7,3.0,-0.103176355
17.2,6.3,-0.00585258
60.4,5.8,-0.15253916
24.0,7.12,-0.30680847
19.1,8.1,-0.42503715
49.4,5.2,0.2904275
56.6,6.4,-0.13522857
18.4,2.3,0.17719448
28.0,11.21,0.1788125
57.8,5.9,-0.292785
61.0,5.9,0.27618116
22.5,9.09,-0.3660121
49.6,4.0,-0.11790806
16.8,10.5,-0.033224583
19.2,7.4,-0.45338106
59.2,4.8,-0.072509825
49.4,5.2,0.251815
30.5,1.8,0.21781564
17.6,8.8,-0.5193354
49.6,6.5,-0.34897235
18.4,8.1,-0.401289
49.4,7.2,-1.9261743
49.1,5.6,0.21653855
19.7,9.69,-0.3283433
57.9,8.3,0.27699447
52.8,6.2,-0.38506943
18.0,4.9,0.13783562
49.6,6.0,-0.24064809
18.4,2.0,0.1520971
49.5,4.3,-0.062935024
43.3,11.6,-3.0266466
42.4,11.52,-2.5208821
16.4,12.0,1.5875316
57.6,6.5,0.46346003
18.2,9.41,-0.20065582
18.2,1.6,0.13156343
49.5,7.5,-0.33324146
69.7,5.2,-0.16392024
49.4,4.1,0.12408981
53.6,2.8,-0.2545998
58.9,2.9,-0.2654792
19.3,8.86,-0.4704631
18.3,7.2,-0.44361144
21.7,10.7,-0.20452833
24.8,7.7,-0.3037579
17.5,1.05,0.09937024
58.6,5.6,-0.100565225
14.3,10.7,0.25657845
17.4,5.4,-0.020709928
18.5,10.77,0.008830547
61.7,6.9,0.3018757
36.9,12.81,-0.41916895
17.7,6.6,-0.0026846528
19.8,10.36,0.022785187
52.5,3.0,-0.013354063
64.9,6.5,0.07119322
59.3,7.4,-0.03015709
20.0,8.9,-0.33369833
22.4,5.9,0.19570732
16.9,7.3,-0.5178236
58.3,6.8,-0.34884617
59.6,3.0,-0.06549561
14.6,8.8,-0.6006597
13.4,10.71,0.4198637
20.5,10.04,-0.8104485
18.5,5.6,0.11138457
18.2,8.86,-0.39477098
19.2,3.1,0.122142196
20.2,9.58,-0.5740823
19.3,9.34,-0.20560175
20.5,6.02,0.19581842
22.0,2.67,0.2845987
19.7,0.0,0.09195733
57.5,6.0,-0.25352708
15.3,3.5,-0.037140965
59.3,1.1,-0.17665839
58.7,6.1,-0.37719154
59.2,1.9,-0.18241972
15.5,10.3,-0.006537676
18.5,8.0,-0.40622932
17.8,8.5,-0.50888634
60.0,4.8,-0.69444466
16.7,8.1,-0.47389352
59.3,4.6,-0.103176355
20.0,7.3,-0.34109616
31.3,9.0,-0.35103506
30.0,10.67,0.3819554
22.6,6.36,0.1274299
60.7,5.6,-0.07512355
52.8,6.2,-0.35505715
17.0,3.5,0.0028745532
58.6,3.3,-0.13635391
18.6,8.4,-0.52229
17.3,7.2,-0.33433032
18.7,5.8,0.07870329
20.8,6.7,0.074285686
14.0,8.8,-0.50124323
49.6,5.7,-0.21262878
59.8,4.8,-0.4464863
17.5,1.2,0.10140216
20.3,7.2,-0.8828544
57.7,8.1,0.23742843
31.0,5.7,0.17655694
24.0,7.39,-0.3313266
18.8,7.7,-0.40855503
18.5,8.7,-0.3121578
61.0,5.2,-0.42669028
58.8,3.6,-0.06549573
17.5,6.8,-0.102617234
51.7,7.0,-0.16499424
63.2,6.8,-0.047537386
56.8,3.7,-0.06839703
29.5,4.2,0.10487288
67.9,8.6,1.0703274
59.9,4.1,-0.55710495
17.5,6.6,0.051496506
15.2,6.5,-0.077652335
16.0,3.7,0.10558748
33.1,6.6,0.080429494
49.6,4.3,-0.021797657
63.3,4.6,-0.65018356
15.8,8.0,-0.48492098
55.3,3.2,-0.0041638613
17.1,6.4,-0.034976065
49.5,3.8,0.0033190697
60.2,7.0,0.9597349
49.2,6.7,-0.05144169
58.9,4.8,-0.08215213
58.2,5.5,-0.18075949
59.7,3.4,-0.084166646
19.0,10.5,0.49954224
14.6,8.5,-0.48886412
57.9,6.3,-0.34397742
14.8,11.9,1.4143858
18.6,9.7,-0.17934799
59.3,4.0,-0.39822078
49.3,5.9,0.059254423
49.1,5.9,0.0391258
17.4,8.0,-0.4810754
16.4,7.5,-0.39266473
60.8,5.6,0.109268904
60.2,7.9,0.81911564
49.6,2.7,-0.05951017
23.2,5.2,0.17760426
49.5,7.0,-0.05177927
18.5,5.1,0.18107784
16.5,9.0,-0.44121003
19.6,7.6,-0.3159033
62.6,3.2,-0.33175123
63.3,6.8,0.28530568
49.1,5.6,0.14670849
16.7,6.9,-0.4436866
23.7,7.3,-0.3240204
33.9,10.76,0.39354968
61.6,4.8,-0.39058468
19.0,9.55,-0.31753236
17.2,1.9,0.064009905
49.4,6.1,-0.044427946
17.8,0.0,0.040312886
49.6,3.0,-0.02275242
49.0,4.7,0.30965427
39.0,8.5,-0.2360754
59.2,9.1,0.35454655
59.8,0.1,-0.18410933
19.7,11.8,0.34670353
13.8,11.1,0.23884201
59.3,3.9,-0.07816613
17.9,8.87,-0.39145255
18.0,1.1,0.03494799
15.2,8.5,-0.5197024
19.4,8.5,-0.34934247
17.4,9.8,-0.71799827
49.6,7.0,0.3014679
40.4,4.3,0.32260498
37.9,8.0,-0.3842665
59.1,5.1,-0.2867599
17.3,0.67,0.17711806
35.4,9.88,-1.0098993
15.8,9.38,-0.3887021
20.9,9.19,-0.33274388
40.4,6.8,0.18448287
19.1,10.09,-0.46859324
16.4,7.2,-0.42011487
59.0,3.3,-0.132025
24.2,9.57,-0.57436943
38.1,8.0,-0.38754433
49.5,3.7,-0.076973036
49.2,4.0,0.27314836
43.7,4.1,0.2160145
59.9,6.0,-0.014350474
60.1,8.3,1.3832035
18.4,7.6,-0.3859254
48.9,2.8,0.5505614
20.1,1.1,0.17044151
49.0,5.4,0.09974122
57.4,6.1,-0.32824656
27.4,11.58,-0.06623793
18.7,12.1,0.5926533
20.6,10.24,0.16327143
20.1,2.0,0.25600803
20.6,7.2,-0.33135462
58.7,4.1,-0.13635391
18.4,7.66,-0.30996704
62.8,7.2,0.18795335
16.6,5.9,-0.025867939
49.6,0.2,-0.12959301
16.7,8.0,-0.5587963
59.3,1.1,-0.36276412
20.3,12.02,0.09136772
59.6,5.9,-0.30608952
15.1,9.3,-0.29045188
60.5,4.3,-0.41224825
18.2,5.0,0.14761108
37.2,8.8,-0.33343482
49.4,5.7,0.17780644
49.0,5.1,0.23471466
18.7,8.8,-0.4559191
60.8,2.9,-0.3914547
17.7,8.1,-0.42503715
49.4,7.0,-2.0491686
17.5,1.6,0.05920911
19.2,4.5,0.1832732
57.9,7.8,0.15175533
25.7,4.7,0.2027151
18.7,7.69,-0.47121
35.3,11.92,-0.09287691
56.2,1.0,-0.21536064
36.8,0.0,0.13430524
19.8,8.0,-0.3880356
58.8,4.4,-0.30745634
19.7,7.1,-0.585099
13.8,11.0,0.17783022
19.2,10.84,-0.0056581497
49.2,5.2,0.037445664
32.0,10.64,0.3832388
59.4,0.6,-0.5023376
20.0,6.2,0.111561775
61.9,4.0,-0.43520942
43.7,4.7,0.42313337
16.0,10.0,-0.61879015
16.8,10.6,-0.1803124
16.1,11.1,-0.0018315315
21.8,8.0,-0.27383554
31.9,7.0,-0.44201046
16.8,4.95,0.12048343
14.6,10.2,-0.77826405
