CODo_raw,DO_raw,interaction_shap_value
187.0,8.25,0.2504388
231.0,3.7,-0.24122906
307.0,5.6,0.13112041
210.0,6.8,0.5239633
439.0,3.6,-0.22830606
565.0,1.3,-0.17466521
237.0,8.6,-1.1958416
200.0,7.5,-0.58881426
496.0,4.6,-0.37943625
187.0,7.2,0.4394825
192.0,9.47,-0.3261448
231.0,2.2,-0.6800499
198.0,6.1,0.47953212
180.0,9.0,0.22132641
230.0,0.8,-0.61013764
197.0,8.58,-0.16465086
201.0,6.7,0.36411098
193.0,11.52,-3.8003545
652.0,6.7,-1.9886894
297.0,0.0,-0.8833846
618.0,7.8,7.1572847
423.0,5.3,-0.50834745
402.0,3.9,-0.06524962
185.0,8.47,-0.68114424
684.0,6.3,-1.263769
461.0,4.5,-0.4225011
145.0,8.9,0.39947462
187.0,10.1,-1.1880774
476.0,4.9,-0.31663236
148.0,10.18,-0.40272272
175.0,9.22,-0.5486809
147.0,5.2,0.9694206
242.0,7.23,-0.25526696
198.0,6.3,0.1518538
154.0,8.78,0.052858353
219.0,7.0,-0.77382517
180.0,11.7,-3.5870557
245.0,8.41,-0.96001
195.0,7.3,0.0672276
260.0,5.49,0.24337271
263.0,4.4,-0.23802298
567.0,4.9,-0.7978864
210.0,4.2,0.1760673
184.0,8.6,-0.45326757
269.0,0.0,-0.5337199
155.0,9.37,0.17137787
290.0,7.8,-1.1198413
268.0,3.4,-0.16905838
561.0,4.5,-0.75521755
220.0,12.18,-1.0085285
371.0,4.0,-0.22872025
86.0,11.0,-0.5060601
198.0,3.3,0.32820308
188.0,8.85,0.399346
527.0,1.0,0.23063111
374.0,1.7,-0.52825564
131.0,8.84,0.1994251
71.0,11.1,-1.0897548
493.0,4.8,-0.29513234
561.0,2.5,-0.24404168
505.0,9.4,1.4786441
212.0,9.21,-0.6683312
634.0,6.8,-1.9040331
188.0,11.89,-4.5680575
87.0,11.2,-0.5593693
129.0,10.64,-1.4646392
454.0,6.0,-0.6032621
198.0,4.7,0.23072559
208.0,7.47,-0.72345734
211.0,7.3,-0.08777964
454.0,2.5,0.63051414
630.84,2.2,-1.7099569
219.0,6.6,0.15473086
183.0,7.5,0.009115815
164.0,10.76,-2.0044138
274.0,7.8,-0.9465956
200.0,9.59,-0.71939397
185.0,6.0,0.96834743
593.0,0.9,-0.61447155
150.0,9.37,-0.33796674
637.04,7.5,3.0390196
236.0,7.12,-0.39549053
560.0,2.7,-0.21560049
445.0,4.6,-0.16271242
209.0,6.3,0.40535682
256.0,9.02,-1.1304438
182.0,11.41,-3.8844333
246.0,3.0,-0.15676242
174.0,6.3,0.6645117
447.0,5.8,-0.6391555
170.0,7.12,-0.31289887
152.0,8.1,-0.2384919
557.0,5.2,-1.6337005
510.0,6.4,-0.8143359
184.0,2.3,0.28233862
187.0,11.21,-3.7863889
187.0,5.9,0.909124
498.0,5.9,-1.1239253
179.0,9.09,-0.1013813
585.0,4.0,-1.579263
101.0,10.5,-2.6026795
238.0,7.4,-1.2254176
196.0,4.8,0.21438313
555.0,5.2,-1.4944941
175.0,1.8,0.3568343
234.0,8.8,-0.7375607
592.0,6.5,-1.5108409
269.0,8.1,-1.0261152
628.0,7.2,2.88087
580.0,5.6,-1.9373406
261.0,9.69,-1.1701921
485.0,8.3,1.2561322
541.0,6.2,-1.3449651
198.0,4.9,0.26902717
545.0,6.0,-1.4886976
245.0,2.0,-0.7539552
626.0,4.3,-2.1673033
180.0,11.6,-4.6098213
189.0,11.52,-4.0062976
124.0,12.0,-3.481743
605.0,6.5,1.2539849
128.0,9.41,0.39577878
211.0,1.6,-0.07251608
678.0,7.5,4.719718
215.0,5.2,0.7084974
398.0,4.1,-0.042396188
534.0,2.8,0.041608214
214.0,2.9,0.029497266
220.0,8.86,-0.90245765
201.0,7.2,-0.123365045
142.0,10.7,-1.7977834
220.0,7.7,-0.36201912
223.0,1.05,-0.667125
416.0,5.6,-0.5369346
90.0,10.7,-0.7360897
225.0,5.4,0.17680012
150.0,10.77,-2.262758
180.0,6.9,0.015116096
209.0,12.81,-1.5998144
230.0,6.6,0.0018678308
131.0,10.36,-2.3321424
387.0,3.0,-0.56781626
203.0,6.5,0.1789149
290.0,7.4,-1.452012
144.0,8.9,0.27784598
222.0,5.9,0.19649446
174.0,7.3,-0.3180107
184.0,6.8,0.9616241
194.0,3.0,0.70313615
189.0,8.8,-0.2682439
143.0,10.71,-2.1940103
133.0,10.04,0.49311554
213.0,5.6,0.39229572
180.0,8.86,-0.2753625
199.0,3.1,0.36693412
160.0,9.58,0.12039617
145.0,9.34,0.09255278
158.0,6.02,1.0837504
165.0,2.67,0.5158
274.0,0.0,-0.8120628
241.0,6.0,-0.16662684
210.0,3.5,0.24743831
269.0,1.1,-0.6393441
121.0,6.1,0.9419441
368.0,1.9,-0.5516837
65.0,10.3,-0.7500205
199.0,8.0,0.0058835745
192.0,8.5,-0.3825897
356.0,4.8,-0.23755729
190.0,8.1,0.44137913
264.0,4.6,-0.33687598
231.0,7.3,-1.0133746
199.0,9.0,0.011919618
236.0,10.67,-0.14093804
122.0,6.36,0.81957984
459.0,5.6,-1.1015887
522.0,6.2,-1.1448178
236.0,3.5,-0.2560029
285.0,3.3,-0.28609693
213.0,8.4,-0.39288187
255.0,7.2,-0.42599732
298.0,5.8,0.12445133
244.0,6.7,0.120316625
216.0,8.8,-0.26042274
659.0,5.7,-1.2285941
593.0,4.8,-1.0478799
241.0,1.2,-0.8378531
255.0,7.2,-0.8004286
488.0,8.1,1.1158367
232.0,5.7,-0.17160982
222.0,7.39,-0.29032445
214.0,7.7,-1.0269313
209.0,8.7,-1.0089426
221.0,5.2,0.64035606
166.0,3.6,0.76811993
220.0,6.8,0.38528967
245.0,7.0,-1.3325896
124.0,6.8,1.021535
524.0,3.7,-0.8723157
298.0,4.2,-0.2600925
455.0,8.6,-0.34384978
437.0,4.1,-0.88736165
175.0,6.6,0.6824493
194.0,6.5,0.71605384
162.0,3.7,0.6534658
226.0,6.6,-0.03802991
615.0,4.3,-1.4697177
548.84,4.6,-1.3035672
180.0,8.0,0.42284036
459.0,3.2,-0.36271536
217.0,6.4,0.12878981
654.0,3.8,-0.83692116
654.0,7.0,4.178664
412.0,6.7,-0.51083803
464.0,4.8,-0.491083
602.0,5.5,-1.4447752
305.0,3.4,-0.41747487
155.0,10.5,-2.645229
150.0,8.5,0.57781625
189.0,6.3,0.4679156
112.0,11.9,-3.5077705
125.0,9.7,-0.9436704
311.0,4.0,-0.31986547
501.0,5.9,-0.88759625
521.0,5.9,-0.112436056
199.0,8.0,-0.89442897
203.0,7.5,-0.04073906
434.0,5.6,-0.3810798
634.0,7.9,6.997953
585.0,2.7,-1.1222787
222.0,5.2,0.25636423
645.0,7.0,4.061323
189.0,5.1,1.1286501
202.0,9.0,-0.333494
256.0,7.6,-1.1394699
582.0,3.2,-1.0342637
223.0,6.8,0.34716034
534.0,5.6,-2.4926076
208.0,6.9,-0.4160527
200.0,7.3,-0.16560864
220.0,10.76,-0.05752945
496.0,4.8,-0.5682763
255.0,9.55,-0.97134876
233.0,1.9,-0.50256443
402.0,6.1,-0.46899295
177.0,0.0,0.5465946
593.0,3.0,-1.4448256
567.0,4.7,-0.5298548
273.0,8.5,-1.0928049
501.0,9.1,1.3626572
235.0,0.1,-0.5812208
217.0,11.8,-1.318646
93.0,11.1,-0.83290386
285.0,3.9,-0.39546484
147.0,8.87,-0.032939196
241.0,1.1,-0.6276938
196.0,8.5,0.040259063
139.0,8.5,0.23764664
79.0,9.8,-0.95742893
698.0,7.0,4.155161
465.0,4.3,-0.5478282
175.0,8.0,0.30017757
397.0,5.1,-0.55194724
250.0,0.67,-0.5596081
219.0,9.88,-0.116876125
188.0,9.38,-0.37686485
160.0,9.19,0.0068335533
519.22,6.8,-1.2386189
142.0,10.09,-0.3373984
165.0,7.2,0.40969002
296.0,3.3,-0.27813601
140.0,9.57,-0.17285636
196.0,8.0,0.07137412
623.0,3.7,-1.3190181
511.0,4.0,-0.23988163
378.0,4.1,-0.64452136
225.0,6.0,0.12741464
641.0,8.3,4.9168677
206.0,7.6,-0.27373296
571.0,2.8,-0.91717994
246.0,1.1,-0.52579796
516.0,5.4,-1.6510278
223.0,6.1,-0.08787188
200.0,11.58,-2.3450923
118.0,12.1,-3.8694742
153.0,10.24,-2.734654
211.0,2.0,-0.30722678
211.0,7.2,-0.070657015
262.0,4.1,-0.28068486
191.0,7.66,-0.46940947
126.0,7.2,-0.21327364
188.0,5.9,0.8415569
587.0,0.2,-1.0961779
210.0,8.0,-0.08109665
241.0,1.1,-0.5503713
201.0,12.02,-2.031713
362.0,5.9,-0.6333835
220.0,9.3,-0.26235074
478.0,4.3,-0.35063234
244.0,5.0,0.16776794
251.0,8.8,-0.5855474
630.15,5.7,-2.2474155
502.0,5.1,-0.9745524
205.0,8.8,-0.24243051
534.0,2.9,0.05035931
185.0,8.1,-0.20228612
582.0,7.0,-0.07518469
214.0,1.6,-0.49086344
198.0,4.5,0.29652834
647.0,7.8,4.3549185
303.0,4.7,-0.20986128
149.0,7.69,0.27335286
179.0,11.92,-4.615642
632.0,1.0,-0.21913052
243.0,0.0,-0.5698491
248.0,8.0,-0.26629162
546.09,4.4,-1.2990227
234.0,7.1,-0.79922915
75.0,11.0,-0.7595427
160.0,10.84,-2.621095
516.46,5.2,-2.1421485
226.0,10.64,-0.093505144
402.0,0.6,-0.6415132
210.0,6.2,0.38048458
494.0,4.0,-0.5987144
540.0,4.7,-0.89317286
195.0,10.0,-0.89355314
76.0,10.6,-0.88409925
87.0,11.1,-0.5200267
189.0,8.0,0.0585922
267.0,7.0,-0.96961415
256.0,4.95,0.24340734
80.0,10.2,-1.0251336
