CODo_raw,COD2i_raw,interaction_shap_value
498.0,2931.0,1.5742722
116.0,345.0,6.770789
474.0,3289.0,2.7873
155.0,431.0,2.9326572
278.0,1421.0,-1.2684984
141.0,982.0,-0.27045107
472.0,1562.0,0.7765312
233.0,382.0,7.460794
287.0,315.0,7.4395447
245.0,473.0,3.7800035
150.0,421.0,7.0756807
203.0,490.0,3.3275495
625.0,1315.0,0.7951493
75.0,400.0,4.1397324
201.0,436.0,3.993513
468.0,2976.0,4.026922
563.0,3151.0,0.08397293
214.0,308.0,4.472863
232.0,1255.0,-0.8084731
198.0,326.0,7.7670317
134.0,440.0,3.2457085
294.0,389.0,7.641245
167.0,490.0,2.6036005
474.0,2568.0,2.36697
544.02,3653.0,0.7462883
169.0,465.0,2.7217112
189.0,645.0,2.9306865
220.0,341.0,4.5849695
182.0,554.0,2.6656356
587.0,3215.0,-2.8524418
80.0,385.0,4.976613
178.0,364.0,5.1906366
175.0,821.0,2.4896197
223.0,420.0,7.5014367
195.0,373.0,7.660328
581.0,2656.0,-1.4221992
655.0,1298.0,1.5262783
467.0,951.0,-5.697851
160.0,320.0,7.509365
187.0,385.0,7.297266
231.0,701.0,3.669323
307.0,803.0,1.5841503
210.0,380.0,7.3934155
439.0,2250.0,3.384901
565.0,3202.0,0.47275925
237.0,531.0,3.7986517
200.0,450.0,3.5449562
496.0,2865.0,1.3198853
187.0,362.0,7.3483047
192.0,436.0,3.404995
231.0,226.0,7.198614
198.0,236.0,6.9140673
180.0,880.0,3.0989642
230.0,430.0,4.0605555
197.0,401.0,7.358076
201.0,320.0,5.536008
193.0,452.0,3.5566673
652.0,1833.0,2.535225
297.0,713.0,3.8395977
618.0,2108.0,1.4374504
423.0,1337.0,0.4170406
402.0,1533.0,0.10984993
185.0,480.0,2.7673798
