COD2i_raw,DO_raw,interaction_shap_value
352.0,9.4,0.19704488
456.0,8.6,0.2724743
421.0,8.1,-0.0067873
517.0,9.8,-0.51396585
357.0,2.0,-0.34496135
2874.0,2.8,1.1869751
3409.0,3.1,0.27696738
584.0,8.7,0.32545698
331.0,2.2,-0.105314136
543.0,9.36,0.21056199
1195.0,0.0,0.10413718
1435.0,9.7,0.579095
1659.0,3.2,-0.5132403
598.0,5.6,0.29294032
456.0,6.3,0.3092072
613.0,2.5,-0.12831026
490.0,10.47,-0.40397263
1621.0,3.2,-0.4377197
1564.0,8.0,-0.5319333
416.0,9.6,0.22969988
410.0,6.6,0.2655244
1158.0,5.7,0.45872474
465.0,11.76,-0.98444366
2864.0,3.3,-0.50921226
380.0,11.1,-0.4842658
366.0,4.8,0.14180854
2899.0,2.8,1.1121284
1842.0,4.2,-0.17878056
375.0,6.9,0.07844889
2101.0,5.5,-0.92966074
569.0,10.34,-0.59127164
2474.0,7.9,-1.243017
320.0,9.2,0.17642272
449.0,9.6,0.2752102
485.0,8.44,0.33058333
689.0,6.0,0.27837306
1865.0,3.0,-0.54367894
1569.0,5.2,-0.2091658
421.0,6.0,0.20204115
472.0,1.18,-0.35353756
452.0,7.1,0.4259088
3107.0,5.4,-1.2600249
368.0,2.2,-0.45743215
2563.0,5.5,-0.60245085
315.0,4.2,0.20202899
382.0,7.3,0.27265644
425.0,0.0,-0.35141826
421.0,4.0,0.12776232
292.0,6.7,0.012416184
2075.0,4.7,-0.32393518
333.0,8.3,0.33956695
553.0,7.9,0.39819872
508.0,9.07,0.3770249
473.0,2.0,-0.08981168
1978.0,2.9,-0.5001116
530.0,9.36,0.20844662
351.0,5.7,0.37200385
521.0,5.7,0.28978097
439.0,4.7,0.29792905
335.0,9.6,0.2296999
330.0,9.6,0.1764227
663.0,8.3,0.33890134
428.0,9.68,0.23130807
1213.0,2.9,0.27943635
380.0,8.4,0.35718274
443.0,7.1,0.109137535
2523.0,5.8,-0.5566405
1665.0,6.3,-0.59523547
1778.0,3.3,-0.2973171
1403.0,5.2,-0.1663383
1541.0,8.0,-0.6802416
2843.0,3.5,-0.46822363
350.0,9.5,0.22970003
