sample_id,f_x,Q2i,Q2mbr,P,DO,pH2i,COD2i,NH3N2i,pHO,CODo,NH3NO,TempO,pHMBR
1331,3.054821966260345,-0.011489672415136752,-0.00895380118131364,0.09135804940648524,0.06639216470607218,0.0019851702018927526,-0.02724543901518083,-0.06515600897278784,-0.022947767211497733,-0.5504489223011474,0.6727380218850981,-0.021790825617684955,-0.004919054654125244
597,1.1642664586879996,-0.00673253358094206,0.003971978212016678,0.09092740838455043,0.025643801606205795,0.01864848532300534,-0.006610275272962104,0.005286788994633488,0.087258048226129,-1.1564985753499912,-0.824197019174678,-0.01723041768083155,0.008498717571196173
493,3.171229709424373,-0.01107600732609943,0.002303446483500774,-0.3397564334657605,0.011391848435363568,-0.0005658097311726535,0.07964758515544679,0.010887312783164628,0.04016697542519445,0.23289431779227152,0.2997513778660136,-0.052303988245246034,-0.037410967177978864
707,1.3661571770511727,-0.0030400005031936844,-0.0006858004062546911,-0.0009029452114338924,0.018010689553801702,0.01500360669421286,-0.04099831019259438,-0.0541907010654937,-0.00892673619814668,-0.7126232675290431,-0.801765352149875,0.02030017437255743,0.000675768256964185
500,3.0789672296910426,-0.03348718852336217,-0.01000419500544659,-0.4400197727531191,-0.05045372065254718,0.0061752914827813,-0.0939987229345083,0.021219925901518773,0.0693040508292839,0.753770837851587,0.04302048130375175,-0.07904677465094824,-0.04281303458761897
816,1.8657793040377473,-0.001318700941957557,0.0007166688084438901,0.05398083349619833,0.0331021480455502,0.02058032265662601,0.020412366344898087,-0.0637214708655675,-0.012158272078266896,-0.7422121296260109,-0.40765961390989996,0.020576999276846957,0.008180101401213525
1355,1.3394086124084004,-0.027750546376790787,0.00032796251420929814,0.043690549217476296,-0.06221382250001985,-0.009003247895402567,-0.0422817845315258,-0.08203487020931238,-0.014218748112792202,-1.3233314524278215,-0.07062089537479369,-0.01144499252985391,0.0029904092053539325
1210,1.5863415952559488,-0.007108450967100742,-0.006711388440218386,0.05700761108019105,0.01694513281868875,-0.0032416344415017637,-0.04117181889560512,-0.07018641346131915,0.030061886872029337,-0.8755523053155113,-0.4803874195564342,0.02375590286406826,0.007630441268987046
898,1.0028292518798572,0.02529084482002678,-0.0184982261554709,-0.02386855623042136,0.019700771369479154,0.014907052872961402,-0.014862272168428578,-0.01348678748913812,-0.02585269029844238,-1.3400086611774968,-0.5254975182714609,-0.02399836227195228,-0.006296394549472079
1486,1.6422764742435587,-0.005922699823699463,0.0031672987973951775,0.08957180953916094,-0.05307943398338931,0.024378785035176247,-0.051640726092281215,-0.010928360314520552,-0.021976495610028027,-0.7746107796046198,-0.5324873956643816,0.03756042842177895,0.0029439921132986533
1506,1.0221090160298714,-0.010518605126577601,0.0028021073324643363,0.09671886668878722,-0.12021737498826565,0.02231370843160035,-0.021337016236115038,-0.02561876761970056,0.033209922966398055,-1.3736271651111787,-0.5564726020506462,0.030742815608520206,0.008813074704920248
664,3.736581237833877,0.03544437150563821,0.03278778857620822,0.14518151635673365,0.10400711785613422,0.02938626226387201,0.05109047419308271,-0.014874335072939405,-0.0029337018058397547,-0.7761125751158356,1.209316874681623,-0.028145166375426987,0.01613255934095933
1058,2.709910483808688,0.09208636310010604,0.006265291109119171,0.03262364107584376,0.06637288420618404,0.004422026882245694,0.0676372638622018,-0.03969869549407289,-0.007330184547830707,-0.9868611999710921,0.551120750116134,-0.005994043037766677,-0.006033664922058299
277,6.265134914596765,0.0013754819321330583,-0.02798705716095707,0.0760039863007384,0.04596350886829426,0.03948725747569615,0.07891982392696201,0.030772115340034184,-0.05727586502267752,2.2911332122903496,0.8648648518298859,-0.0005231986917123854,-0.01289925392165797
1276,1.9762753367253625,-0.003554601265967905,-0.007527731541893274,0.08363660518118293,0.021330764724599625,0.022497880351627798,-0.011363476813063673,-0.05207064225926421,-0.017514177430168348,-0.8790840694675706,-0.12017671419831216,0.001942135594771704,0.002859312419747301
1399,1.0007627024293173,-0.010786427851335583,-0.0004739927551506128,0.07106481624518185,-0.12222016750756946,0.0308256072268509,-0.019569274443227584,-0.032421179957003776,0.051711749292703335,-1.435297646037856,-0.4768504841357564,0.0161500497754547,-0.006670398852650137
1429,1.6234954257102658,-0.015480749816186731,0.0013781376928127186,0.09198959467244547,0.027338543716951165,0.022198734818786058,-0.045621666792133315,0.019015973566605022,-0.018777864727967938,-1.3697260655398675,-0.018504918672402393,-0.009229910524092328,0.003615565885641169
