sample_id,f_x,Q2i,Q2mbr,P,DO,pH2i,COD2i,NH3-N2i,pHO,CODo,NH3-NO,TempO,pHMBR
439,343.55713,-6.4587564,1.2935933,-11.363931,0.8939557,-0.30066025,41.852863,-0.15172991,2.658504,129.96304,-18.786005,2.9629512,1.5368639
602,125.341354,1.2363596,0.51632196,11.257799,0.44220075,0.32269138,-35.250084,-0.079996586,-3.010136,-34.32338,0.6681342,-16.033268,0.13841712
654,83.28044,-0.21950987,-0.3343005,8.494333,2.2184446,-0.035900272,-31.326101,-3.0196,-2.573356,-71.99081,-1.9409335,-15.814645,0.36652493
214,482.61594,5.8117766,0.30692828,9.54682,8.733012,-2.1422927,58.309296,-0.7860414,3.3617024,184.94154,6.0713735,3.5025258,5.5028872
535,120.0014,3.5979671,-2.651777,11.570087,3.0066044,0.6262118,-34.723938,0.9938811,0.66398084,-47.88051,1.9237269,-18.055132,1.4739795
1496,123.62184,0.3645745,0.9923853,3.5067098,-11.5473,1.3872732,-17.5055,-0.113498405,-2.696119,-53.06639,1.0481504,2.3992352,-0.60396504
757,126.31904,-0.25110596,0.7256896,5.9699316,0.85415685,-0.61716795,-32.65974,1.3744636,-3.1704988,-50.022533,-0.95745236,3.4627821,2.1541996
326,349.4315,-2.2793972,-0.33877432,3.8165214,1.2928163,0.8215713,33.27032,-0.79687893,-4.7066927,130.88687,-0.8879199,2.9036653,-14.006862
842,112.467,0.17479268,-1.726342,-28.457329,1.7400372,1.3840506,15.495274,-14.700239,-0.9756723,-56.189617,-0.6005249,1.6157446,-4.7494936
836,108.521095,2.2889915,-3.390247,-15.57653,2.8335314,1.358846,-10.787844,-3.8337986,0.460666,-61.854485,-1.5605288,1.586298,-2.460102
188,382.88315,-0.59377223,-0.30217886,3.5037127,-0.13553359,-1.4878943,54.002617,-1.0990418,-0.32153854,138.3433,-14.415553,3.0433903,2.8892877
899,64.821365,2.1841898,0.2013448,-9.024835,2.4931788,0.9376227,-26.928516,-2.148399,-0.11829181,-84.66444,-1.4805145,-15.896414,-0.18986751
341,475.793,-5.557393,1.109215,21.09226,1.0833141,1.5602146,44.54371,-1.8929416,11.187733,184.5339,7.246536,3.127161,8.30294
560,145.09323,3.6906147,1.1320537,11.0712185,1.3017915,2.026609,-31.62134,1.0109746,-2.0167983,-32.69002,5.978496,-14.871511,0.6248286
147,441.4863,0.9927739,1.2089219,8.590128,0.27755666,-0.4693969,56.787476,0.3260738,9.616058,161.30766,7.4907794,2.8705425,-6.968599
599,109.20813,0.01824747,0.64962184,10.08794,1.0987229,0.8748911,-37.38041,6.12066,-2.7169135,-55.019558,2.845514,-16.08245,-0.7444273
360,552.287,3.5094917,0.69968206,20.787159,0.24332933,8.952493,57.83511,-0.25947908,13.076976,225.41074,13.767535,3.64389,5.163769
83,370.63876,-9.260705,0.28960454,7.0884776,-3.774302,-1.9759684,44.79392,0.18817666,-6.5701566,135.50056,-3.3522348,3.1260371,5.1290674
759,111.18586,1.6613925,-0.0025285906,-7.726919,1.151745,0.7906203,-25.507668,0.8962887,-1.7402849,-62.613785,-0.21160188,4.072843,0.9594288
482,347.80875,-1.8986428,0.2292261,-4.3249397,-1.8195045,1.5784042,42.579445,-0.4550479,-1.755074,132.7758,-5.2541966,3.120844,-16.423906
48,510.91748,27.864655,1.6448885,5.3693104,3.999158,1.1839764,55.53194,4.564533,0.7530918,185.86702,10.498653,3.9660723,10.217833
468,354.94217,0.4395736,0.9402828,5.3820086,-1.8705925,-0.84584165,41.117157,-8.644616,-5.615542,143.0719,-4.524031,3.0112846,-16.975742
1189,91.8653,3.6033218,0.2770869,-13.250053,3.3273013,-0.5814673,-16.13535,-1.7339308,2.0594254,-89.082855,-2.4749057,4.0703707,2.33004
155,464.82007,12.964972,0.7723849,7.456709,2.5230875,-1.6728814,60.64372,5.793116,9.466112,173.09941,4.87729,3.4753237,-14.0355
1439,81.95701,0.007462144,-2.8489268,-9.598775,2.2406914,0.39430308,-19.205008,-1.8307894,0.95995843,-89.98125,-0.52150816,2.8531091,0.031408906
1280,131.92508,1.9805977,-0.0839604,-5.911144,1.4840055,0.3900134,-24.051073,1.722449,3.4897645,-41.97548,0.70361763,-9.572851,4.292886
1462,120.16113,0.45893812,0.5622187,0.7600852,-7.290925,0.38398793,-27.860216,1.2793376,1.6306925,-39.554253,1.023553,-12.317868,1.6292707
1449,128.25154,1.5239736,-3.260707,-12.004455,2.6758375,-0.48652905,-16.49225,-4.190414,4.9615397,-41.90954,2.9448762,-9.365369,4.3982863
918,80.67957,2.176264,-0.23427156,-17.753983,1.3874688,0.8602176,-18.401075,-2.5596578,-2.0295694,-65.132195,-0.2139719,-16.606014,-0.26995972
1311,86.31088,-1.932735,0.7171143,4.485001,2.0774522,0.39237583,-27.340939,-1.3589096,2.4777253,-76.34004,-4.8067007,-13.876738,2.3610013
