Date,CODMBR,raw_signed_dev,upper_threshold,lower_threshold,trend_aware_flag
2023/8/13,89,-6,30.05896,-28.05896,0
2023/8/14,105,10,29.05896,-29.05896,0
2023/8/15,102,11,29.05896,-29.05896,0
2023/8/16,85,-6,29.05896,-29.05896,0
2023/8/17,83,-8,29.05896,-29.05896,0
2023/8/18,82,-7,30.05896,-28.05896,0
2023/8/19,95,8,30.05896,-28.05896,0
2023/8/20,87,1,30.05896,-28.05896,0
2023/8/21,91,5,30.05896,-28.05896,0
2023/8/22,86,1,29.05896,-29.05896,0
2023/8/23,93,8,28.05896,-30.05896,0
2023/8/24,83,0,29.05896,-29.05896,0
2023/8/25,69,-14,29.05896,-29.05896,0
2023/8/26,70,-13,29.05896,-29.05896,0
2023/8/27,82,-1,29.05896,-29.05896,0
2023/8/28,88,5,30.05896,-28.05896,0
2023/8/29,77,-6,30.05896,-28.05896,0
2023/8/30,89,6,30.05896,-28.05896,0
2023/8/31,64,-19,30.05896,-28.05896,0
2023/9/1,82,-4,29.05896,-29.05896,0
2023/9/2,71,-16,29.05896,-29.05896,0
2023/9/3,101,14,29.05896,-29.05896,0
2023/9/4,107,20,28.05896,-30.05896,0
2023/9/5,94,8,29.05896,-29.05896,0
2023/9/6,86,0,29.05896,-29.05896,0
2023/9/7,105,19,29.05896,-29.05896,0
2023/9/8,93,7,29.05896,-29.05896,0
2023/9/9,87,1,29.05896,-29.05896,0
2023/9/10,84,-2,29.05896,-29.05896,0
2023/9/11,86,0,29.05896,-29.05896,0
2023/9/12,73,-11,29.05896,-29.05896,0
2023/9/13,63,-18,29.05896,-29.05896,0
2023/9/14,68,-8,29.05896,-29.05896,0
2023/9/15,101,25,29.05896,-29.05896,0
2023/9/16,75,-1,29.05896,-29.05896,0
2023/9/17,76,0,24.90768,-24.90768,0
2023/9/18,69,-7,24.90768,-24.90768,0
2023/9/19,70,-6,24.90768,-24.90768,0
2023/9/20,81,5,24.90768,-24.90768,0
2023/9/21,76,0,24.90768,-24.90768,0
2023/9/22,81,3,24.90768,-24.90768,0
2023/9/23,86,8,20.7564,-20.7564,0
2023/9/24,90,9,20.7564,-20.7564,0
2023/9/25,70,-11,20.7564,-20.7564,0
2023/9/26,81,0,20.7564,-20.7564,0
2023/9/27,70,-11,20.7564,-20.7564,0
2023/9/28,78,-6,20.7564,-20.7564,0
2023/9/29,85,0,20.7564,-20.7564,0
2023/9/30,89,4,20.7564,-20.7564,0
2023/10/1,85,0,20.7564,-20.7564,0
2023/10/2,80,-5,20.7564,-20.7564,0
2023/10/3,85,0,20.7564,-20.7564,0
2023/10/4,89,2,20.7564,-20.7564,0
2023/10/5,84,-5,20.7564,-20.7564,0
2023/10/6,97,8,20.7564,-20.7564,0
2023/10/7,89,0,20.7564,-20.7564,0
2023/10/8,94,0,20.7564,-20.7564,0
2023/10/9,87,-10,20.7564,-20.7564,0
2023/10/10,113,15,20.7564,-20.7564,0
2023/10/11,108,5,20.7564,-20.7564,0
2023/10/12,115,7,22.7564,-18.7564,0
2023/10/13,98,-10,26.90768,-22.90768,0
2023/10/14,103,-7,28.90768,-20.90768,0
2023/10/15,110,-3,28.90768,-20.90768,0
2023/10/16,120,7,33.05896,-25.05896,0
2023/10/17,108,-7,33.21024,-33.21024,0
2023/10/18,124,9,33.21024,-33.21024,0
2023/10/19,119,4,33.21024,-33.21024,0
2023/10/20,116,6,33.21024,-33.21024,0
2023/10/21,120,10,32.21024,-34.21024,0
2023/10/22,125,15,32.21024,-34.21024,0
2023/10/23,108,0,32.21024,-34.21024,0
2023/10/24,115,7,37.36152,-37.36152,0
2023/10/25,107,-1,41.36152,-33.36152,0
2023/10/26,101,-7,42.36152,-32.36152,0
2023/10/27,99,-9,41.36152,-33.36152,0
2023/10/28,84,-23,41.36152,-33.36152,0
2023/10/29,95,-12,41.36152,-33.36152,0
2023/10/30,101,-5,46.5128,-36.5128,0
2023/10/31,92,-9,41.5128,-41.5128,0
2023/11/1,125,24,41.5128,-41.5128,0
2023/11/2,114,13,40.5128,-42.5128,0
2023/11/3,108,7,42.66408,-48.66408,0
2023/11/4,106,5,42.66408,-48.66408,0
2023/11/5,110,9,42.66408,-48.66408,0
2023/11/6,89,-12,45.66408,-45.66408,0
2023/11/7,96,0,50.66408,-40.66408,0
2023/11/8,112,9,50.66408,-40.66408,0
2023/11/9,108,5,54.81536,-44.81536,0
2023/11/10,68,-35,54.81536,-44.81536,0
2023/11/11,72,-24,54.81536,-44.81536,0
2023/11/12,89,-6,49.81536,-49.81536,0
2023/11/13,86,-3,49.81536,-49.81536,0
2023/11/14,95,6,49.81536,-49.81536,0
2023/11/15,103,17,49.81536,-49.81536,0
2023/11/16,116,30,49.81536,-49.81536,0
2023/11/17,105,19,49.81536,-49.81536,0
2023/11/18,78,-11,54.81536,-44.81536,0
2023/11/19,62,-29,49.81536,-49.81536,0
2023/11/20,81,-14,46.81536,-52.81536,0
2023/11/21,75,-20,49.81536,-49.81536,0
2023/11/22,85,-10,49.81536,-49.81536,0
2023/11/23,91,0,52.81536,-46.81536,0
2023/11/24,105,20,55.81536,-43.81536,0
2023/11/25,98,17,57.81536,-41.81536,0
2023/11/26,102,21,52.81536,-46.81536,0
2023/11/27,99,15,48.66408,-42.66408,0
2023/11/28,95,11,46.66408,-44.66408,0
2023/11/29,40,-44,42.5128,-40.5128,1
2023/11/30,57,-21,42.5128,-40.5128,0
2023/12/1,78,3,42.5128,-40.5128,0
2023/12/2,64,-2,42.5128,-40.5128,0
2023/12/3,75,11,38.36152,-36.36152,0
2023/12/4,84,23,40.36152,-34.36152,0
2023/12/5,66,8,34.21024,-32.21024,0
2023/12/6,58,1,34.21024,-32.21024,0
2023/12/7,61,3,34.21024,-32.21024,0
2023/12/8,33,-25,34.21024,-32.21024,0
2023/12/9,56,0,29.05896,-29.05896,0
2023/12/10,44,-12,25.90768,-23.90768,0
2023/12/11,52,-4,25.90768,-23.90768,0
2023/12/12,48,-4,21.7564,-19.7564,0
2023/12/13,46,-5,21.7564,-19.7564,0
2023/12/14,62,11,20.7564,-20.7564,0
2023/12/15,41,-8,20.7564,-20.7564,0
2023/12/16,51,2,20.7564,-20.7564,0
2023/12/17,56,8,20.7564,-20.7564,0
2023/12/18,75,27,20.7564,-20.7564,1
2023/12/19,43,-5,20.7564,-20.7564,0
2023/12/20,49,1,16.60512,-16.60512,0
2023/12/21,52,4,17.60512,-15.60512,0
2023/12/22,44,-1,13.45384,-11.45384,0
2023/12/23,45,0,13.45384,-11.45384,0
2023/12/24,41,-4,13.45384,-11.45384,0
2023/12/25,48,4,13.45384,-11.45384,0
2023/12/26,52,9,13.45384,-11.45384,0
2023/12/27,45,3,12.45384,-12.45384,0
2023/12/28,42,1,12.45384,-12.45384,0
2023/12/29,38,-2,12.45384,-12.45384,0
2023/12/30,37,-3,12.45384,-12.45384,0
2023/12/31,40,2,12.45384,-12.45384,0
2024/1/1,38,0,12.45384,-12.45384,0
2024/1/2,40,2,12.45384,-12.45384,0
2024/1/3,35,-3,11.45384,-13.45384,0
2024/1/4,31,-7,12.45384,-12.45384,0
2024/1/5,28,-9,12.45384,-12.45384,0
2024/1/6,35,-2,11.45384,-13.45384,0
2024/1/7,38,1,11.45384,-13.45384,0
2024/1/8,26,-11,11.45384,-13.45384,0
2024/1/9,23,-14,11.45384,-13.45384,1
2024/1/10,38,1,12.45384,-12.45384,0
2024/1/11,45,7,12.45384,-12.45384,0
2024/1/12,37,-1,11.45384,-13.45384,0
2024/1/13,34,-7,11.45384,-13.45384,0
2024/1/14,48,3,11.45384,-13.45384,0
2024/1/15,45,0,12.45384,-12.45384,0
2024/1/16,41,-4,12.45384,-12.45384,0
2024/1/17,48,3,12.45384,-12.45384,0
2024/1/18,45,-1,12.45384,-12.45384,0
2024/1/19,52,5,12.45384,-12.45384,0
2024/1/20,47,0,12.45384,-12.45384,0
2024/1/21,51,3,12.45384,-12.45384,0
2024/1/22,44,-3,12.45384,-12.45384,0
2024/1/23,46,-1,12.45384,-12.45384,0
2024/1/24,48,0,12.45384,-12.45384,0
2024/1/25,56,9,12.45384,-12.45384,0
2024/1/26,50,3,11.45384,-13.45384,0
2024/1/27,45,-1,12.45384,-12.45384,0
2024/1/28,51,5,8.30256,-8.30256,0
2024/1/29,44,-1,8.30256,-8.30256,0
2024/1/30,41,-4,8.30256,-8.30256,0
2024/1/31,48,3,7.30256,-9.30256,0
2024/2/1,43,-2,7.30256,-9.30256,0
2024/2/2,39,-6,8.30256,-8.30256,0
2024/2/3,41,-3,8.30256,-8.30256,0
2024/2/4,46,2,8.30256,-8.30256,0
2024/2/5,42,-2,7.30256,-9.30256,0
2024/2/6,45,0,7.30256,-9.30256,0
2024/2/7,47,2,8.30256,-8.30256,0
2024/2/8,42,-1,7.30256,-9.30256,0
2024/2/9,45,0,7.30256,-9.30256,0
2024/2/10,43,-2,7.30256,-9.30256,0
2024/2/11,46,1,6.30256,-10.30256,0
2024/2/12,45,0,7.30256,-9.30256,0
2024/2/13,48,3,12.45384,-12.45384,0
2024/2/14,42,-3,12.45384,-12.45384,0
2024/2/15,43,-2,12.45384,-12.45384,0
2024/2/16,63,17,12.45384,-12.45384,1
2024/2/17,50,4,12.45384,-12.45384,0
2024/2/18,40,-8,12.45384,-12.45384,0
2024/2/19,46,-4,12.45384,-12.45384,0
2024/2/20,43,-13,12.45384,-12.45384,1
2024/2/21,56,-2,12.45384,-12.45384,0
2024/2/22,64,4,11.45384,-13.45384,0
2024/2/23,60,0,11.45384,-13.45384,0
2024/2/24,74,14,10.45384,-14.45384,1
2024/2/25,61,1,11.45384,-13.45384,0
2024/2/26,65,5,12.45384,-12.45384,0
2024/2/27,58,-3,15.60512,-17.60512,0
2024/2/28,67,4,14.60512,-18.60512,0
2024/2/29,63,-1,10.45384,-14.45384,0
2024/3/1,59,-6,10.45384,-14.45384,0
2024/3/2,60,-5,11.45384,-13.45384,0
2024/3/3,59,-6,11.45384,-13.45384,0
2024/3/4,77,10,11.45384,-13.45384,0
2024/3/5,65,-3,11.45384,-13.45384,0
2024/3/6,75,4,11.45384,-13.45384,0
2024/3/7,80,7,11.45384,-13.45384,0
2024/3/8,71,-4,11.45384,-13.45384,0
2024/3/9,73,-2,11.45384,-13.45384,0
2024/3/10,68,-9,11.45384,-13.45384,0
2024/3/11,75,-2,11.45384,-13.45384,0
2024/3/12,77,-1,12.45384,-12.45384,0
2024/3/13,78,0,12.45384,-12.45384,0
2024/3/14,83,3,12.45384,-12.45384,0
2024/3/15,88,5,12.45384,-12.45384,0
2024/3/16,85,0,12.45384,-12.45384,0
2024/3/17,78,-10,12.45384,-12.45384,0
2024/3/18,105,16,12.45384,-12.45384,1
2024/3/19,95,1,12.45384,-12.45384,0
2024/3/20,89,-6,12.45384,-12.45384,0
2024/3/21,114,16,12.45384,-12.45384,1
2024/3/22,99,0,16.60512,-16.60512,0
2024/3/23,94,-8,16.60512,-16.60512,0
2024/3/24,106,1,16.60512,-16.60512,0
2024/3/25,108,2,20.7564,-20.7564,0
2024/3/26,98,-8,24.90768,-24.90768,0
2024/3/27,115,7,24.90768,-24.90768,0
2024/3/28,108,0,24.90768,-24.90768,0
2024/3/29,102,-4,24.90768,-24.90768,0
2024/3/30,117,9,24.90768,-24.90768,0
2024/3/31,110,2,24.90768,-24.90768,0
2024/4/1,109,0,24.90768,-24.90768,0
2024/4/2,101,-9,24.90768,-24.90768,0
2024/4/3,112,0,24.90768,-24.90768,0
2024/4/4,98,-14,24.90768,-24.90768,0
2024/4/5,95,-22,24.90768,-24.90768,0
2024/4/6,129,12,24.90768,-24.90768,0
2024/4/7,117,-6,29.05896,-29.05896,0
2024/4/8,123,-2,29.05896,-29.05896,0
2024/4/9,152,27,29.05896,-29.05896,0
2024/4/10,144,15,29.05896,-29.05896,0
2024/4/11,135,5,29.05896,-29.05896,0
2024/4/12,139,7,29.05896,-29.05896,0
2024/4/13,132,-3,29.05896,-29.05896,0
2024/4/14,125,-11,24.90768,-24.90768,0
2024/4/15,130,-6,24.90768,-24.90768,0
2024/4/16,122,-14,28.90768,-20.90768,0
2024/4/17,140,5,28.90768,-20.90768,0
2024/4/18,136,4,28.90768,-20.90768,0
2024/4/19,142,10,28.90768,-20.90768,0
2024/4/20,159,27,24.90768,-24.90768,1
2024/4/21,140,9,24.90768,-24.90768,0
2024/4/22,128,-3,24.90768,-24.90768,0
2024/4/23,131,0,22.90768,-26.90768,0
2024/4/24,120,-15,22.90768,-26.90768,0
2024/4/25,128,-7,24.90768,-24.90768,0
2024/4/26,147,16,24.90768,-24.90768,0
2024/4/27,135,4,24.90768,-24.90768,0
2024/4/28,128,-3,24.90768,-24.90768,0
2024/4/29,119,-12,24.90768,-24.90768,0
2024/4/30,131,-2,24.90768,-24.90768,0
2024/5/1,140,5,24.90768,-24.90768,0
2024/5/2,135,0,24.90768,-24.90768,0
2024/5/3,129,-6,24.90768,-24.90768,0
2024/5/4,133,-2,22.90768,-26.90768,0
2024/5/5,135,0,24.90768,-24.90768,0
2024/5/6,177,42,24.90768,-24.90768,1
2024/5/7,159,24,24.90768,-24.90768,0
2024/5/8,143,8,26.98332,-26.98332,0
2024/5/9,135,0,29.05896,-29.05896,0
2024/5/10,126,-7,29.05896,-29.05896,0
2024/5/11,130,-5,31.05896,-27.05896,0
2024/5/12,145,10,26.98332,-26.98332,0
2024/5/13,112,-23,24.90768,-24.90768,0
2024/5/14,124,-6,26.90768,-22.90768,0
2024/5/15,135,5,26.90768,-22.90768,0
2024/5/16,121,-8,28.98332,-24.98332,0
2024/5/17,130,2,31.05896,-27.05896,0
2024/5/18,135,7,39.36152,-35.36152,0
2024/5/19,129,3,38.36152,-36.36152,0
2024/5/20,136,12,39.36152,-35.36152,0
2024/5/21,126,2,39.36152,-35.36152,0
2024/5/22,115,-11,39.36152,-35.36152,0
2024/5/23,121,-4,39.36152,-35.36152,0
2024/5/24,128,2,39.36152,-35.36152,0
2024/5/25,115,,39.36152,-35.36152,0
2024/5/26,109,,39.36152,-35.36152,0
2024/5/27,112,,39.36152,-35.36152,0
2024/5/28,120,,39.36152,-35.36152,0
2024/5/29,129,,37.36152,-37.36152,0
2024/5/30,125,,37.36152,-37.36152,0
2024/5/31,131,,37.36152,-37.36152,0
