Date,CODMBR,Diff1,upper_threshold,lower_threshold,trend_aware_flag
2022/7/18,152,7,51.66408,-39.66408,0
2022/7/19,158,6,47.5128,-35.5128,0
2022/7/20,150,-8,47.5128,-35.5128,0
2022/7/21,178,28,47.5128,-35.5128,0
2022/7/22,147,-31,47.5128,-35.5128,0
2022/7/23,158,11,47.5128,-35.5128,0
2022/7/24,166,8,44.5128,-38.5128,0
2022/7/25,175,9,44.5128,-38.5128,0
2022/7/26,167,-8,43.5128,-39.5128,0
2022/7/27,188,21,39.21024,-27.21024,0
2022/7/28,149,-39,39.21024,-27.21024,1
2022/7/29,151,2,35.21024,-31.21024,0
2022/7/30,132,-19,35.21024,-31.21024,0
2022/7/31,145,13,39.21024,-27.21024,0
2022/8/1,157,12,35.21024,-31.21024,0
2022/8/2,143,-14,39.21024,-27.21024,0
2022/8/3,140,-3,35.21024,-31.21024,0
2022/8/4,146,6,36.36152,-38.36152,0
2022/8/5,145,-1,34.36152,-40.36152,0
2022/8/6,153,8,40.5128,-42.5128,0
2022/8/7,146,-7,38.5128,-44.5128,0
2022/8/8,142,-4,40.5128,-42.5128,0
2022/8/9,152,10,38.5128,-44.5128,0
2022/8/10,161,9,40.5128,-42.5128,0
2022/8/11,136,-25,40.5128,-42.5128,0
2022/8/12,196,60,40.5128,-42.5128,1
2022/8/13,117,-79,40.5128,-42.5128,1
2022/8/14,113,-4,45.5128,-37.5128,0
2022/8/15,107,-6,49.66408,-41.66408,0
2022/8/16,111,4,49.66408,-41.66408,0
2022/8/17,108,-3,42.66408,-48.66408,0
2022/8/18,125,17,53.81536,-45.81536,0
2022/8/19,78,-47,53.81536,-45.81536,1
2022/8/20,103,25,53.81536,-45.81536,0
2022/8/21,121,18,46.81536,-52.81536,0
2022/8/22,139,18,57.96664,-49.96664,0
2022/8/23,126,-13,57.96664,-49.96664,0
2022/8/24,134,8,57.96664,-49.96664,0
2022/8/25,138,4,53.81536,-45.81536,0
2022/8/26,107,-31,53.81536,-45.81536,0
2022/8/27,102,-5,54.81536,-44.81536,0
2022/8/28,111,9,56.81536,-42.81536,0
2022/8/29,71,-40,54.81536,-44.81536,0
2022/8/30,93,22,56.81536,-42.81536,0
2022/8/31,87,-6,54.81536,-44.81536,0
2022/9/1,98,11,53.81536,-45.81536,0
2022/9/2,103,5,53.81536,-45.81536,0
2022/9/3,95,-8,53.81536,-45.81536,0
2022/9/4,102,7,44.81536,-54.81536,0
2022/9/5,92,-10,43.81536,-55.81536,0
2022/9/6,131,39,44.81536,-54.81536,0
2022/9/7,146,15,54.81536,-44.81536,0
2022/9/8,112,-34,54.81536,-44.81536,0
2022/9/9,135,23,50.66408,-40.66408,0
2022/9/10,128,-7,49.66408,-41.66408,0
2022/9/11,119,-9,49.66408,-41.66408,0
2022/9/12,126,7,42.81536,-56.81536,0
2022/9/13,118,-8,38.66408,-52.66408,0
2022/9/14,89,-29,49.66408,-41.66408,0
2022/9/15,70,-19,49.66408,-41.66408,0
2022/9/16,81,11,49.66408,-41.66408,0
2022/9/17,92,11,49.66408,-41.66408,0
2022/9/18,102,10,49.66408,-41.66408,0
2022/9/19,94,-8,49.66408,-41.66408,0
2022/9/20,98,4,49.66408,-41.66408,0
2022/9/21,82,-16,41.36152,-33.36152,0
2022/9/22,71,-11,41.36152,-33.36152,0
2022/9/23,75,4,41.36152,-33.36152,0
2022/9/24,89,14,42.36152,-32.36152,0
2022/9/25,97,8,42.36152,-32.36152,0
2022/9/26,106,9,45.36152,-29.36152,0
2022/9/27,131,25,45.36152,-29.36152,0
2022/9/28,107,-24,42.36152,-32.36152,0
2022/9/29,159,52,42.36152,-32.36152,1
2022/9/30,157,-2,42.36152,-32.36152,0
2022/10/1,162,5,45.36152,-29.36152,0
2022/10/2,78,-84,45.36152,-29.36152,1
2022/10/3,95,17,45.36152,-29.36152,0
2022/10/4,103,8,45.36152,-29.36152,0
2022/10/5,83,-20,45.36152,-29.36152,0
2022/10/6,94,11,53.66408,-37.66408,0
2022/10/7,102,8,50.66408,-40.66408,0
2022/10/8,73,-29,43.66408,-47.66408,0
2022/10/9,94,21,50.66408,-40.66408,0
2022/10/10,77,-17,54.81536,-44.81536,0
2022/10/11,85,8,63.11792,-53.11792,0
2022/10/12,98,13,62.11792,-54.11792,0
2022/10/13,84,-14,62.11792,-54.11792,0
2022/10/14,75,-9,49.11792,-67.11792,0
2022/10/15,121,46,49.11792,-67.11792,0
2022/10/16,105,-16,62.11792,-54.11792,0
2022/10/17,89,-16,53.11792,-63.11792,0
2022/10/18,77,-12,49.11792,-67.11792,0
2022/10/19,95,18,53.11792,-63.11792,0
2022/10/20,104,9,53.11792,-63.11792,0
2022/10/21,108,4,53.11792,-63.11792,0
2022/10/22,85,-23,53.11792,-63.11792,0
2022/10/23,70,-15,52.11792,-64.11792,0
2022/10/24,47,-23,48.96664,-58.96664,0
2022/10/25,69,22,57.96664,-49.96664,0
2022/10/26,102,33,48.96664,-58.96664,0
2022/10/27,97,-5,45.81536,-53.81536,0
2022/10/28,69,-28,49.66408,-41.66408,0
2022/10/29,77,8,49.66408,-41.66408,0
2022/10/30,83,6,38.36152,-36.36152,0
2022/10/31,71,-12,38.36152,-36.36152,0
2022/11/1,103,32,32.21024,-34.21024,0
2022/11/2,97,-6,30.05896,-28.05896,0
2022/11/3,110,13,30.05896,-28.05896,0
2022/11/4,116,6,30.05896,-28.05896,0
2022/11/5,93,-23,30.05896,-28.05896,0
2022/11/6,89,-4,28.05896,-30.05896,0
2022/11/7,95,6,30.05896,-28.05896,0
2022/11/8,96,1,30.05896,-28.05896,0
2022/11/9,95,-1,30.05896,-28.05896,0
2022/11/10,103,8,30.05896,-28.05896,0
2022/11/11,98,-5,30.05896,-28.05896,0
2022/11/12,106,8,30.05896,-28.05896,0
2022/11/13,91,-15,30.05896,-28.05896,0
2022/11/14,77,-14,30.05896,-28.05896,0
2022/11/15,86,9,30.05896,-28.05896,0
2022/11/16,82,-4,30.05896,-28.05896,0
2022/11/17,83,1,30.05896,-28.05896,0
2022/11/18,91,8,30.05896,-28.05896,0
2022/11/19,86,-5,30.05896,-28.05896,0
2022/11/20,93,7,30.05896,-28.05896,0
2022/11/21,101,8,30.05896,-28.05896,0
2022/11/22,89,-12,32.05896,-26.05896,0
2022/11/23,92,3,32.05896,-26.05896,0
2022/11/24,107,15,32.05896,-26.05896,0
2022/11/25,92,-15,32.05896,-26.05896,0
2022/11/26,95,3,32.05896,-26.05896,0
2022/11/27,89,-6,32.05896,-26.05896,0
2022/11/28,106,17,32.05896,-26.05896,0
2022/11/29,101,-5,32.05896,-26.05896,0
2022/11/30,98,-3,27.90768,-21.90768,0
2022/12/1,121,23,27.90768,-21.90768,0
2022/12/2,124,3,27.90768,-21.90768,0
2022/12/3,130,6,27.90768,-21.90768,0
2022/12/4,121,-9,27.90768,-21.90768,0
2022/12/5,125,4,27.90768,-21.90768,0
2022/12/6,132,7,27.90768,-21.90768,0
2022/12/7,127,-5,21.90768,-27.90768,0
2022/12/8,132,5,23.7564,-17.7564,0
2022/12/9,124,-8,17.7564,-23.7564,0
2022/12/10,147,23,17.7564,-23.7564,1
2022/12/11,173,26,23.7564,-17.7564,1
2022/12/12,154,-19,16.7564,-24.7564,0
2022/12/13,163,9,16.7564,-24.7564,0
2022/12/14,156,-7,15.7564,-25.7564,0
2022/12/15,147,-9,20.90768,-28.90768,0
2022/12/16,135,-12,15.7564,-25.7564,0
2022/12/17,125,-10,15.7564,-25.7564,0
2022/12/18,131,6,20.90768,-28.90768,0
2022/12/19,126,-5,24.05896,-34.05896,0
2022/12/20,122,-4,25.05896,-33.05896,0
2022/12/21,145,23,25.05896,-33.05896,0
2022/12/22,132,-13,25.05896,-33.05896,0
2022/12/23,142,10,34.05896,-24.05896,0
2022/12/24,123,-19,38.21024,-28.21024,0
2022/12/25,135,12,38.21024,-28.21024,0
2022/12/26,123,-12,39.21024,-27.21024,0
2022/12/27,128,5,39.21024,-27.21024,0
2022/12/28,138,10,39.21024,-27.21024,0
2022/12/29,125,-13,42.36152,-32.36152,0
2022/12/30,163,38,42.36152,-32.36152,0
2022/12/31,170,7,42.36152,-32.36152,0
2023/1/1,176,6,42.36152,-32.36152,0
2023/1/2,185,9,43.36152,-31.36152,0
2023/1/3,199,14,42.36152,-32.36152,0
2023/1/4,167,-32,42.36152,-32.36152,0
2023/1/5,181,14,42.36152,-32.36152,0
2023/1/6,165,-16,42.36152,-32.36152,0
2023/1/7,157,-8,50.66408,-40.66408,0
2023/1/8,160,3,52.81536,-46.81536,0
2023/1/9,153,-7,54.81536,-44.81536,0
2023/1/10,148,-5,52.81536,-46.81536,0
2023/1/11,167,19,52.81536,-46.81536,0
2023/1/12,174,7,44.81536,-54.81536,0
2023/1/13,162,-12,44.81536,-54.81536,0
2023/1/14,121,-41,44.81536,-54.81536,0
2023/1/15,135,14,48.96664,-58.96664,0
2023/1/16,140,5,48.96664,-58.96664,0
2023/1/17,131,-9,48.96664,-58.96664,0
2023/1/18,115,-16,54.96664,-52.96664,0
2023/1/19,125,10,48.96664,-58.96664,0
2023/1/20,112,-13,54.96664,-52.96664,0
2023/1/21,121,9,54.96664,-52.96664,0
2023/1/22,109,-12,54.96664,-52.96664,0
2023/1/23,113,4,44.96664,-62.96664,0
2023/1/24,125,12,43.81536,-55.81536,0
2023/1/25,115,-10,50.81536,-48.81536,0
2023/1/26,137,22,43.81536,-55.81536,0
2023/1/27,120,-17,41.81536,-57.81536,0
2023/1/28,121,1,43.81536,-55.81536,0
2023/1/29,108,-13,46.66408,-44.66408,0
2023/1/30,136,28,39.66408,-51.66408,0
2023/1/31,127,-9,46.66408,-44.66408,0
2023/2/1,144,17,39.66408,-51.66408,0
2023/2/2,134,-10,46.66408,-44.66408,0
2023/2/3,128,-6,39.66408,-51.66408,0
2023/2/4,135,7,39.66408,-51.66408,0
2023/2/5,127,-8,42.5128,-40.5128,0
2023/2/6,118,-9,42.5128,-40.5128,0
2023/2/7,121,3,44.5128,-38.5128,0
2023/2/8,129,8,44.5128,-38.5128,0
2023/2/9,116,-13,44.5128,-38.5128,0
2023/2/10,132,16,40.36152,-34.36152,0
2023/2/11,125,-7,42.36152,-32.36152,0
2023/2/12,131,6,40.36152,-34.36152,0
2023/2/13,81,-50,40.36152,-34.36152,1
2023/2/14,86,5,42.36152,-32.36152,0
2023/2/15,95,9,42.36152,-32.36152,0
2023/2/16,107,12,43.36152,-31.36152,0
2023/2/17,115,8,43.36152,-31.36152,0
2023/2/18,103,-12,43.36152,-31.36152,0
2023/2/19,106,3,42.36152,-32.36152,0
2023/2/20,120,14,42.36152,-32.36152,0
2023/2/21,128,8,42.36152,-32.36152,0
2023/2/22,115,-13,43.36152,-31.36152,0
2023/2/23,82,-33,44.36152,-30.36152,1
2023/2/24,97,15,44.36152,-30.36152,0
2023/2/25,113,16,44.36152,-30.36152,0
2023/2/26,125,12,43.36152,-31.36152,0
2023/2/27,112,-13,43.36152,-31.36152,0
2023/2/28,96,-16,40.36152,-34.36152,0
2023/3/1,89,-7,43.36152,-31.36152,0
2023/3/2,79,-10,48.5128,-34.5128,0
2023/3/3,96,17,47.5128,-35.5128,0
2023/3/4,103,7,38.5128,-44.5128,0
2023/3/5,115,12,47.5128,-35.5128,0
2023/3/6,108,-7,48.5128,-34.5128,0
2023/3/7,114,6,51.66408,-39.66408,0
2023/3/8,111,-3,42.66408,-48.66408,0
2023/3/9,133,22,42.66408,-48.66408,0
2023/3/10,122,-11,42.66408,-48.66408,0
2023/3/11,129,7,51.66408,-39.66408,0
2023/3/12,137,8,52.66408,-38.66408,0
2023/3/13,124,-13,52.66408,-38.66408,0
2023/3/14,112,-12,51.66408,-39.66408,0
2023/3/15,131,19,51.66408,-39.66408,0
2023/3/16,145,14,51.66408,-39.66408,0
2023/3/17,108,-37,51.66408,-39.66408,0
2023/3/18,105,-3,51.66408,-39.66408,0
2023/3/19,120,15,51.66408,-39.66408,0
2023/3/20,114,-6,51.66408,-39.66408,0
2023/3/21,131,17,51.66408,-39.66408,0
2023/3/22,147,16,49.66408,-41.66408,0
2023/3/23,135,-12,49.66408,-41.66408,0
2023/3/24,113,-22,49.66408,-41.66408,0
2023/3/25,122,9,51.66408,-39.66408,0
2023/3/26,128,6,49.66408,-41.66408,0
2023/3/27,127,-1,49.66408,-41.66408,0
2023/3/28,133,6,51.66408,-39.66408,0
2023/3/29,126,-7,51.66408,-39.66408,0
2023/3/30,135,9,50.66408,-40.66408,0
2023/3/31,123,-12,50.66408,-40.66408,0
2023/4/1,127,4,50.66408,-40.66408,0
2023/4/2,135,8,49.66408,-41.66408,0
2023/4/3,110,-25,50.66408,-40.66408,0
2023/4/4,128,18,50.66408,-40.66408,0
2023/4/5,115,-13,49.66408,-41.66408,0
2023/4/6,122,7,53.81536,-45.81536,0
2023/4/7,134,12,53.81536,-45.81536,0
2023/4/8,121,-13,53.81536,-45.81536,0
2023/4/9,126,5,53.81536,-45.81536,0
2023/4/10,114,-12,53.81536,-45.81536,0
2023/4/11,121,7,54.81536,-44.81536,0
2023/4/12,96,-25,56.81536,-42.81536,0
2023/4/13,113,17,54.81536,-44.81536,0
2023/4/14,105,-8,55.81536,-43.81536,0
2023/4/15,95,-10,54.81536,-44.81536,0
2023/4/16,102,7,54.81536,-44.81536,0
2023/4/17,89,-13,50.66408,-40.66408,0
2023/4/18,110,21,43.66408,-47.66408,0
2023/4/19,98,-12,50.66408,-40.66408,0
2023/4/20,105,7,43.66408,-47.66408,0
2023/4/21,117,12,50.66408,-40.66408,0
2023/4/22,124,7,39.5128,-43.5128,0
2023/4/23,107,-17,39.5128,-43.5128,0
2023/4/24,113,6,39.5128,-43.5128,0
2023/4/25,106,-7,35.36152,-39.36152,0
2023/4/26,91,-15,32.21024,-34.21024,0
2023/4/27,102,11,31.21024,-35.21024,0
2023/4/28,100,-2,32.21024,-34.21024,0
2023/4/29,105,5,32.21024,-34.21024,0
2023/4/30,96,-9,32.21024,-34.21024,0
2023/5/1,106,10,31.21024,-35.21024,0
2023/5/2,102,-4,31.21024,-35.21024,0
2023/5/3,98,-4,31.21024,-35.21024,0
2023/5/4,96,-2,31.21024,-35.21024,0
2023/5/5,95,-1,31.21024,-35.21024,0
2023/5/6,119,24,31.21024,-35.21024,0
2023/5/7,105,-14,31.21024,-35.21024,0
2023/5/8,121,16,35.36152,-39.36152,0
2023/5/9,124,3,35.36152,-39.36152,0
2023/5/10,121,-3,35.36152,-39.36152,0
2023/5/11,110,-11,35.36152,-39.36152,0
2023/5/12,124,14,35.36152,-39.36152,0
2023/5/13,118,-6,35.36152,-39.36152,0
2023/5/14,157,39,36.36152,-38.36152,1
2023/5/15,141,-16,39.36152,-35.36152,0
2023/5/16,155,14,39.36152,-35.36152,0
2023/5/17,140,-15,35.36152,-39.36152,0
2023/5/18,138,-2,39.36152,-35.36152,0
2023/5/19,148,10,35.21024,-31.21024,0
2023/5/20,107,-41,35.21024,-31.21024,1
2023/5/21,113,6,36.21024,-30.21024,0
2023/5/22,100,-13,38.21024,-28.21024,0
2023/5/23,117,17,32.05896,-26.05896,0
2023/5/24,122,5,32.05896,-26.05896,0
2023/5/25,124,2,31.05896,-27.05896,0
2023/5/26,107,-17,31.05896,-27.05896,0
2023/5/27,102,-5,31.05896,-27.05896,0
2023/5/28,105,3,31.05896,-27.05896,0
2023/5/29,115,10,32.05896,-26.05896,0
2023/5/30,125,10,31.05896,-27.05896,0
2023/5/31,131,6,32.05896,-26.05896,0
2023/6/1,140,9,32.05896,-26.05896,0
2023/6/2,135,-5,32.05896,-26.05896,0
2023/6/3,131,-4,32.05896,-26.05896,0
2023/6/4,128,-3,31.05896,-27.05896,0
2023/6/5,101,-27,31.05896,-27.05896,0
2023/6/6,106,5,32.05896,-26.05896,0
2023/6/7,99,-7,32.05896,-26.05896,0
2023/6/8,108,9,31.05896,-27.05896,0
2023/6/9,101,-7,35.21024,-31.21024,0
2023/6/10,105,4,38.36152,-36.36152,0
2023/6/11,112,7,38.36152,-36.36152,0
2023/6/12,57,-55,38.36152,-36.36152,1
2023/6/13,88,31,43.5128,-39.5128,0
2023/6/14,90,2,47.66408,-43.66408,0
2023/6/15,43,-47,47.66408,-43.66408,1
2023/6/16,70,27,49.66408,-41.66408,0
2023/6/17,71,1,53.81536,-45.81536,0
2023/6/18,50,-21,53.81536,-45.81536,0
2023/6/19,85,35,51.81536,-47.81536,0
2023/6/20,40,-45,53.81536,-45.81536,0
2023/6/21,54,14,52.81536,-46.81536,0
2023/6/22,61,7,51.81536,-47.81536,0
2023/6/23,97,36,52.81536,-46.81536,0
2023/6/24,47,-50,52.81536,-46.81536,1
2023/6/25,45,-2,54.81536,-44.81536,0
2023/6/26,56,11,54.81536,-44.81536,0
2023/6/27,75,19,54.81536,-44.81536,0
2023/6/28,63,-12,48.5128,-34.5128,0
2023/6/29,59,-4,48.5128,-34.5128,0
2023/6/30,78,19,48.5128,-34.5128,0
2023/7/1,81,3,48.5128,-34.5128,0
2023/7/2,71,-10,48.5128,-34.5128,0
2023/7/3,80,9,46.5128,-36.5128,0
2023/7/4,85,5,44.5128,-38.5128,0
2023/7/5,92,7,44.5128,-38.5128,0
2023/7/6,59,-33,44.5128,-38.5128,0
2023/7/7,66,7,44.5128,-38.5128,0
2023/7/8,75,9,44.5128,-38.5128,0
2023/7/9,58,-17,44.5128,-38.5128,0
2023/7/10,83,25,44.5128,-38.5128,0
2023/7/11,74,-9,44.5128,-38.5128,0
2023/7/12,82,8,44.5128,-38.5128,0
2023/7/13,75,-7,46.5128,-36.5128,0
2023/7/14,68,-7,44.5128,-38.5128,0
2023/7/15,71,3,44.5128,-38.5128,0
2023/7/16,64,-7,44.5128,-38.5128,0
2023/7/17,47,-17,45.5128,-37.5128,0
2023/7/18,71,24,40.36152,-34.36152,0
2023/7/19,63,-8,40.36152,-34.36152,0
2023/7/20,73,10,41.36152,-33.36152,0
2023/7/21,82,9,27.90768,-21.90768,0
2023/7/22,68,-14,27.90768,-21.90768,0
2023/7/23,73,5,23.7564,-17.7564,0
2023/7/24,74,1,23.7564,-17.7564,0
2023/7/25,79,5,23.7564,-17.7564,0
2023/7/26,85,6,22.7564,-18.7564,0
2023/7/27,89,4,22.7564,-18.7564,0
2023/7/28,84,-5,24.7564,-16.7564,0
2023/7/29,91,7,22.7564,-18.7564,0
2023/7/30,108,17,22.7564,-18.7564,0
2023/7/31,95,-13,22.7564,-18.7564,0
2023/8/1,93,-2,22.7564,-18.7564,0
2023/8/2,99,6,22.7564,-18.7564,0
2023/8/3,101,2,21.7564,-19.7564,0
2023/8/4,92,-9,26.90768,-22.90768,0
2023/8/5,91,-1,24.90768,-24.90768,0
2023/8/6,85,-6,23.90768,-25.90768,0
2023/8/7,96,11,22.90768,-26.90768,0
2023/8/8,96,0,23.90768,-25.90768,0
2023/8/9,84,-12,23.90768,-25.90768,0
2023/8/10,101,17,22.90768,-26.90768,0
2023/8/11,105,4,23.90768,-25.90768,0
2023/8/12,97,-8,23.90768,-25.90768,0
2023/8/13,89,-8,23.90768,-25.90768,0
2023/8/14,105,16,22.90768,-26.90768,0
2023/8/15,102,-3,22.90768,-26.90768,0
2023/8/16,85,-17,22.90768,-26.90768,0
2023/8/17,83,-2,28.05896,-30.05896,0
2023/8/18,82,-1,28.05896,-30.05896,0
2023/8/19,95,13,27.05896,-31.05896,0
2023/8/20,87,-8,28.05896,-30.05896,0
2023/8/21,91,4,27.05896,-31.05896,0
2023/8/22,86,-5,31.21024,-35.21024,0
2023/8/23,93,7,31.21024,-35.21024,0
2023/8/24,83,-10,36.36152,-38.36152,0
2023/8/25,69,-14,36.36152,-38.36152,0
2023/8/26,70,1,36.36152,-38.36152,0
2023/8/27,82,12,36.36152,-38.36152,0
2023/8/28,88,6,38.36152,-36.36152,0
2023/8/29,77,-11,38.36152,-36.36152,0
2023/8/30,89,12,32.36152,-42.36152,0
2023/8/31,64,-25,34.36152,-40.36152,0
2023/9/1,82,18,34.36152,-40.36152,0
2023/9/2,71,-11,34.36152,-40.36152,0
2023/9/3,101,30,31.36152,-43.36152,0
2023/9/4,107,6,34.36152,-40.36152,0
2023/9/5,94,-13,38.36152,-36.36152,0
2023/9/6,86,-8,34.36152,-40.36152,0
2023/9/7,105,19,34.36152,-40.36152,0
2023/9/8,93,-12,31.36152,-43.36152,0
2023/9/9,87,-6,30.21024,-36.21024,0
2023/9/10,84,-3,30.21024,-36.21024,0
2023/9/11,86,2,30.21024,-36.21024,0
2023/9/12,73,-13,30.21024,-36.21024,0
2023/9/13,63,-10,30.05896,-28.05896,0
2023/9/14,68,5,30.05896,-28.05896,0
2023/9/15,101,33,26.05896,-32.05896,1
2023/9/16,75,-26,30.05896,-28.05896,0
2023/9/17,76,1,30.05896,-28.05896,0
2023/9/18,69,-7,30.05896,-28.05896,0
2023/9/19,70,1,30.05896,-28.05896,0
2023/9/20,81,11,31.05896,-27.05896,0
2023/9/21,76,-5,31.05896,-27.05896,0
2023/9/22,81,5,30.05896,-28.05896,0
2023/9/23,86,5,33.05896,-25.05896,0
2023/9/24,90,4,33.05896,-25.05896,0
2023/9/25,70,-20,33.05896,-25.05896,0
2023/9/26,81,11,33.05896,-25.05896,0
2023/9/27,70,-11,33.05896,-25.05896,0
2023/9/28,78,8,33.05896,-25.05896,0
2023/9/29,85,7,33.05896,-25.05896,0
2023/9/30,89,4,33.05896,-25.05896,0
2023/10/1,85,-4,33.05896,-25.05896,0
2023/10/2,80,-5,33.05896,-25.05896,0
2023/10/3,85,5,33.05896,-25.05896,0
2023/10/4,89,4,37.21024,-29.21024,0
2023/10/5,84,-5,37.21024,-29.21024,0
2023/10/6,97,13,38.21024,-28.21024,0
2023/10/7,89,-8,37.21024,-29.21024,0
2023/10/8,94,5,38.21024,-28.21024,0
2023/10/9,87,-7,37.21024,-29.21024,0
2023/10/10,113,26,37.21024,-29.21024,0
2023/10/11,108,-5,37.21024,-29.21024,0
2023/10/12,115,7,37.21024,-29.21024,0
2023/10/13,98,-17,37.21024,-29.21024,0
2023/10/14,103,5,37.21024,-29.21024,0
2023/10/15,110,7,33.05896,-25.05896,0
2023/10/16,120,10,33.05896,-25.05896,0
2023/10/17,108,-12,27.05896,-31.05896,0
2023/10/18,124,16,27.05896,-31.05896,0
2023/10/19,119,-5,27.05896,-31.05896,0
2023/10/20,116,-3,33.05896,-25.05896,0
2023/10/21,120,4,27.05896,-31.05896,0
2023/10/22,125,5,33.05896,-25.05896,0
2023/10/23,108,-17,27.05896,-31.05896,0
2023/10/24,115,7,27.05896,-31.05896,0
2023/10/25,107,-8,27.05896,-31.05896,0
2023/10/26,101,-6,27.05896,-31.05896,0
2023/10/27,99,-2,26.05896,-32.05896,0
2023/10/28,84,-15,27.05896,-31.05896,0
2023/10/29,95,11,27.05896,-31.05896,0
2023/10/30,101,6,27.05896,-31.05896,0
2023/10/31,92,-9,27.05896,-31.05896,0
2023/11/1,125,33,27.05896,-31.05896,1
2023/11/2,114,-11,27.05896,-31.05896,0
2023/11/3,108,-6,27.05896,-31.05896,0
2023/11/4,106,-2,27.05896,-31.05896,0
2023/11/5,110,4,27.05896,-31.05896,0
2023/11/6,89,-21,33.05896,-25.05896,0
2023/11/7,96,7,33.05896,-25.05896,0
2023/11/8,112,16,37.21024,-29.21024,0
2023/11/9,108,-4,31.21024,-35.21024,0
2023/11/10,68,-40,31.21024,-35.21024,1
2023/11/11,72,4,31.21024,-35.21024,0
2023/11/12,89,17,31.21024,-35.21024,0
2023/11/13,86,-3,41.36152,-33.36152,0
2023/11/14,95,9,41.36152,-33.36152,0
2023/11/15,103,8,41.36152,-33.36152,0
2023/11/16,116,13,41.36152,-33.36152,0
2023/11/17,105,-11,41.36152,-33.36152,0
2023/11/18,78,-27,41.36152,-33.36152,0
2023/11/19,62,-16,34.36152,-40.36152,0
2023/11/20,81,19,41.36152,-33.36152,0
2023/11/21,75,-6,41.36152,-33.36152,0
2023/11/22,85,10,45.5128,-37.5128,0
2023/11/23,91,6,49.66408,-41.66408,0
2023/11/24,105,14,51.66408,-39.66408,0
2023/11/25,98,-7,49.66408,-41.66408,0
2023/11/26,102,4,42.66408,-48.66408,0
2023/11/27,99,-3,42.66408,-48.66408,0
2023/11/28,95,-4,42.66408,-48.66408,0
2023/11/29,40,-55,48.66408,-42.66408,1
2023/11/30,57,17,48.66408,-42.66408,0
2023/12/1,78,21,48.66408,-42.66408,0
2023/12/2,64,-14,52.81536,-46.81536,0
2023/12/3,75,11,43.66408,-47.66408,0
2023/12/4,84,9,43.66408,-47.66408,0
2023/12/5,66,-18,42.66408,-48.66408,0
2023/12/6,58,-8,43.66408,-47.66408,0
2023/12/7,61,3,43.66408,-47.66408,0
2023/12/8,33,-28,48.66408,-42.66408,0
2023/12/9,56,23,48.66408,-42.66408,0
2023/12/10,44,-12,50.66408,-40.66408,0
2023/12/11,52,8,48.66408,-42.66408,0
2023/12/12,48,-4,40.36152,-34.36152,0
2023/12/13,46,-2,40.36152,-34.36152,0
2023/12/14,62,16,30.05896,-28.05896,0
2023/12/15,41,-21,30.05896,-28.05896,0
2023/12/16,51,10,32.05896,-26.05896,0
2023/12/17,56,5,32.05896,-26.05896,0
2023/12/18,75,19,30.05896,-28.05896,0
2023/12/19,43,-32,30.05896,-28.05896,1
2023/12/20,49,6,23.90768,-25.90768,0
2023/12/21,52,3,25.90768,-23.90768,0
2023/12/22,44,-8,23.90768,-25.90768,0
2023/12/23,45,1,21.7564,-19.7564,0
2023/12/24,41,-4,21.7564,-19.7564,0
2023/12/25,48,7,19.7564,-21.7564,0
2023/12/26,52,4,19.7564,-21.7564,0
2023/12/27,45,-7,19.7564,-21.7564,0
2023/12/28,42,-3,19.7564,-21.7564,0
2023/12/29,38,-4,18.7564,-22.7564,0
2023/12/30,37,-1,18.7564,-22.7564,0
2023/12/31,40,3,18.7564,-22.7564,0
2024/1/1,38,-2,18.7564,-22.7564,0
2024/1/2,40,2,18.7564,-22.7564,0
2024/1/3,35,-5,17.7564,-23.7564,0
2024/1/4,31,-4,18.7564,-22.7564,0
2024/1/5,28,-3,17.7564,-23.7564,0
2024/1/6,35,7,17.7564,-23.7564,0
2024/1/7,38,3,17.7564,-23.7564,0
2024/1/8,26,-12,17.7564,-23.7564,0
2024/1/9,23,-3,18.7564,-22.7564,0
2024/1/10,38,15,17.7564,-23.7564,0
2024/1/11,45,7,17.7564,-23.7564,0
2024/1/12,37,-8,17.7564,-23.7564,0
2024/1/13,34,-3,17.7564,-23.7564,0
2024/1/14,48,14,17.7564,-23.7564,0
2024/1/15,45,-3,22.7564,-18.7564,0
2024/1/16,41,-4,22.7564,-18.7564,0
2024/1/17,48,7,17.7564,-23.7564,0
2024/1/18,45,-3,17.7564,-23.7564,0
2024/1/19,52,7,17.7564,-23.7564,0
2024/1/20,47,-5,17.7564,-23.7564,0
2024/1/21,51,4,17.7564,-23.7564,0
2024/1/22,44,-7,17.7564,-23.7564,0
2024/1/23,46,2,17.7564,-23.7564,0
2024/1/24,48,2,17.7564,-23.7564,0
2024/1/25,56,8,17.7564,-23.7564,0
2024/1/26,50,-6,17.7564,-23.7564,0
2024/1/27,45,-5,22.7564,-18.7564,0
2024/1/28,51,6,22.7564,-18.7564,0
2024/1/29,44,-7,22.7564,-18.7564,0
2024/1/30,41,-3,22.7564,-18.7564,0
2024/1/31,48,7,22.7564,-18.7564,0
2024/2/1,43,-5,18.60512,-14.60512,0
2024/2/2,39,-4,18.60512,-14.60512,0
2024/2/3,41,2,18.60512,-14.60512,0
2024/2/4,46,5,15.60512,-17.60512,0
2024/2/5,42,-4,15.60512,-17.60512,0
2024/2/6,45,3,17.60512,-15.60512,0
2024/2/7,47,2,17.60512,-15.60512,0
