NH3N2i_raw,DO_raw,interaction_shap_value
168.0,10.8,-0.0077543333
227.0,1.7,-0.0040641017
260.0,5.3,0.00020225067
108.5,3.4,0.0061817765
195.0,7.1,0.0032199193
342.0,2.5,-0.004655922
161.0,6.8,0.003137243
303.0,7.2,0.004084181
156.0,5.6,-0.0030472642
158.0,11.06,-0.00881204
135.9,4.7,-0.0015529711
123.2,3.8,0.0067487136
206.0,9.26,0.004521791
289.0,5.8,0.00390389
266.0,8.0,0.0019380525
236.0,8.25,0.0007158015
146.5,3.0,0.0062800944
192.0,10.7,-0.0015479103
238.0,6.4,0.0022052787
352.0,8.65,0.0049847756
321.0,8.71,0.009550223
174.0,6.4,0.004196912
156.3,5.5,0.001915263
140.0,4.5,0.0015058555
80.6,5.9,-0.0015324538
215.0,9.03,0.000908535
325.0,8.25,0.005337568
722.0,3.7,-0.0064472407
147.0,5.6,-0.00033918023
176.0,6.8,0.0040684976
271.0,3.6,-0.004564479
156.3,1.3,0.005717188
247.0,8.6,0.000540372
212.0,7.5,0.00040443987
120.1,4.6,-0.001300538
193.0,7.2,0.0037427032
189.0,9.47,-0.0026108697
133.0,2.2,0.0040451623
147.0,6.1,0.0013777912
332.0,9.0,-0.0042493567
278.0,0.8,-0.016751688
351.0,8.58,0.009597309
220.0,6.7,0.00081776455
150.0,11.52,-0.010799058
170.2,6.7,0.0076020267
323.0,0.0,-0.0028913766
200.8,7.8,0.006570561
203.8,5.3,0.00015540421
150.0,3.9,0.0025060102
189.0,8.47,0.0019967044
186.6,6.3,0.0076923817
121.5,4.5,-0.000371743
308.0,8.9,0.00383294
194.0,10.1,-0.0014736131
264.0,4.9,0.00023367256
265.0,10.18,0.015128583
219.0,9.22,0.004766647
256.0,5.2,-0.004941076
226.0,7.23,0.00044082198
81.0,6.3,-0.0018263906
249.0,8.78,0.0008123815
270.0,7.0,0.0019338997
260.0,11.7,0.014185477
340.0,8.41,0.01010271
150.0,7.3,0.0023492873
251.0,5.49,0.004521897
348.0,4.4,-0.0031044912
100.8,4.9,0.001439444
212.0,4.2,-0.0009845048
280.0,8.6,0.0026856083
326.0,0.0,-0.0030692145
362.0,9.37,0.004188001
132.0,7.8,0.001157851
275.0,3.4,-0.0068331007
80.9,4.5,0.0011779168
189.0,12.18,-0.0014338344
186.0,4.0,4.9649272e-05
168.0,11.0,-0.007754326
281.0,3.3,-0.006684933
499.0,8.85,0.007984869
127.5,1.0,0.023728661
155.0,1.7,0.0031238757
215.0,8.84,-0.003576452
215.0,11.1,0.0074580163
110.4,4.8,-0.0005543097
123.5,2.5,0.0072644018
154.0,9.4,-0.011542335
185.0,9.21,-0.007707998
163.2,6.8,0.0021307133
192.0,11.89,-0.0026425347
181.0,11.2,-0.00936858
289.0,10.64,0.0005979836
168.9,6.0,0.00557028
275.0,4.7,-0.005661138
193.0,7.47,0.003007494
201.0,7.3,0.0030786023
398.0,2.5,-0.007958293
197.0,2.2,-0.0075924695
460.0,6.6,0.0020723678
133.0,7.5,0.0020862273
268.0,10.76,0.01414407
268.0,7.8,0.0015656445
190.0,9.59,-0.0024086908
102.0,6.0,0.002080448
165.0,0.9,-0.0034291968
234.0,9.37,0.013021391
263.1,7.5,0.031951245
417.0,7.12,0.0022628559
132.2,2.7,0.006799154
263.0,4.6,0.000380388
97.0,6.3,-0.0023441482
211.0,9.02,-0.00052277744
163.0,11.41,-0.008775428
85.0,3.0,0.0033417763
252.0,6.3,0.0021701418
271.0,5.8,0.0075751888
185.0,7.12,0.005014074
296.0,8.1,0.0036687031
202.3,5.2,0.0018835174
143.0,6.4,-0.0064685065
241.0,2.3,-0.006961109
175.0,11.21,-0.0081361085
138.0,5.9,0.002041894
198.0,5.9,0.0045670387
521.0,9.09,-0.0009625256
143.2,4.0,0.0063076224
269.0,10.5,0.013439098
220.0,7.4,0.00051850826
168.0,4.8,0.00358509
198.3,5.2,0.0042411033
207.0,1.8,-0.004098825
302.0,8.8,0.009775452
165.3,6.5,0.007654013
247.0,8.1,0.0043077487
156.3,7.2,0.002003178
153.8571429,5.6,-0.005020123
294.0,9.69,0.004331626
146.0,8.3,-0.0036112573
165.4,6.2,0.0075206747
360.0,4.9,-0.0029887743
186.8,6.0,0.007692741
322.0,2.0,-0.0045038257
156.1,4.3,-0.0015316121
185.0,11.6,-0.0072266906
139.0,11.52,-0.009910531
257.0,12.0,0.013485692
167.0,6.5,0.007672446
232.0,9.41,0.012898218
354.0,1.6,-0.0048340447
196.2,7.5,0.0065611005
129.0,5.2,0.0021127164
156.8,4.1,0.0019576997
156.3,2.8,0.0031981803
274.0,2.9,-0.006963417
193.0,8.86,-0.001961789
222.0,7.2,0.0005425401
149.0,10.7,-0.008613072
248.0,7.7,0.0044582
286.0,1.05,-0.011539903
154.0,5.6,0.0006496941
184.0,10.7,-0.009368587
305.0,5.4,0.005349933
171.0,10.77,-0.007072374
700.0,6.9,0.0037041483
202.0,12.81,0.0028510988
327.0,6.6,0.004554904
195.0,10.36,-0.0024672076
123.0,3.0,0.0010768604
68.0,6.5,0.0013777893
257.0,7.4,0.0031418018
157.0,8.9,0.0026638396
190.0,5.9,0.0029775947
222.0,7.3,-0.0013552103
153.0,6.8,0.0027172854
175.0,3.0,0.0017187949
350.0,8.8,0.007882703
157.0,10.71,-0.0061370544
259.0,10.04,0.014950454
292.0,5.6,0.0031415
180.0,8.86,0.0034509222
373.0,3.1,-0.0063074976
235.0,9.58,0.013190441
390.0,9.34,0.007138878
180.0,6.02,0.0049722614
175.0,2.67,0.0036245156
247.0,0.0,-0.006743666
141.0,6.0,0.001377793
271.0,3.5,-0.0066959932
133.0,1.1,0.017703034
253.0,6.1,0.0025785756
183.0,1.9,0.008750498
182.0,10.3,-0.007738687
318.0,8.0,0.0042126905
265.0,8.5,0.007259452
143.0,4.8,0.0009429469
219.0,8.1,0.00029741228
107.0,4.6,0.0021127136
220.0,7.3,0.00040444173
450.0,9.0,0.019023616
204.0,10.67,0.0013241172
175.0,6.36,0.004814485
267.0,5.6,0.0079000415
178.5,6.2,0.0075651263
276.0,3.5,-0.006833097
165.0,3.3,0.0017482527
268.0,8.4,0.007283479
191.0,7.2,0.003391495
1165.0,5.8,0.006035883
247.0,6.7,0.0046863416
210.0,8.8,-0.0036080666
158.6,5.7,0.0021307133
217.0,4.8,0.0017201882
287.0,1.2,-0.014097981
436.0,7.2,0.00089547015
147.0,8.1,-0.0023449222
173.0,5.7,0.0042777695
192.0,7.39,0.0032220092
273.0,7.7,0.0018818788
106.0,8.7,-0.002397215
134.0,5.2,0.0026304666
197.0,3.6,0.0016495157
238.0,6.8,0.004747115
195.0,7.0,0.003650764
378.0,6.8,0.0035520513
162.1,3.7,0.0031706542
407.0,4.2,-0.0032249168
142.0,8.6,-0.0034745429
137.0,4.1,0.0020690672
174.0,6.6,0.0047326013
182.0,6.5,0.0043552425
192.0,3.7,0.0018741628
225.0,6.6,0.0011422317
183.2,4.3,0.0037193662
178.5,4.6,0.003746889
176.0,8.0,0.004977012
139.8,3.2,0.0037043467
281.0,6.4,0.0019030441
176.2,3.8,-0.0059052818
164.0,7.0,0.0020030923
154.9821429,6.7,0.00046523416
164.0,4.8,-0.0002342104
201.0,5.5,0.0067204908
157.0,3.4,0.00013393583
273.0,10.5,0.014185477
252.0,8.5,0.0006983094
54.0,6.3,0.002041894
231.0,11.9,0.011547539
171.0,9.7,-0.0078107566
158.0,4.0,0.0018011513
145.9,5.9,-0.006652968
105.2,5.9,-0.0067777783
258.0,8.0,0.0018578526
217.0,7.5,0.00029740855
136.0,5.6,-0.00020267139
184.0,7.9,0.0075982665
161.5,2.7,0.0036221072
234.0,5.2,-0.0023214463
125.7,7.0,-0.006533794
196.0,5.1,0.003352506
159.0,9.0,-0.004819732
142.0,7.6,0.0017622318
152.0,3.2,0.0077881142
86.0,6.8,0.00056902226
142.3,5.6,-0.0065162554
263.0,6.9,0.0020050034
241.0,7.3,0.004636336
225.0,10.76,0.0035611242
306.0,4.8,0.002669461
319.0,9.55,0.0043316185
345.0,1.9,-0.004555296
178.6,6.1,0.0028229626
183.0,0.0,-0.00035684556
177.8,3.0,-0.005975608
120.1,4.7,0.0014303527
174.0,8.5,-0.00046571344
153.0,9.1,-0.00934298
281.0,0.1,-0.007189192
284.0,11.8,0.014443271
127.0,11.1,-0.011176594
112.0,3.9,0.0033032224
144.0,8.87,0.00090440176
285.0,1.1,-0.021048788
259.0,8.5,0.007038355
245.0,8.5,0.0008123806
180.0,9.8,-0.0077386945
179.6,7.0,0.0076923817
176.2,4.3,0.00279745
267.0,8.0,0.0017334726
143.0,5.1,0.00094294664
242.0,0.67,-0.0053446405
195.0,9.88,-0.0023963526
203.0,9.38,0.004186325
221.0,9.19,0.0050053746
158.6,6.8,0.0033294726
274.0,10.09,0.01512859
192.0,7.2,0.0036956249
177.0,3.3,0.00025393255
217.0,9.57,0.009302083
233.0,8.0,0.0048559885
201.2,3.7,-0.0076396875
97.6,4.0,0.006415777
135.0,4.1,0.0009943601
152.0,6.0,0.0020531854
135.0,8.3,-0.0076117115
334.0,7.6,0.004148625
155.7,2.8,0.0060941577
318.0,1.1,-0.012785185
121.3,5.4,-0.006777782
123.0,6.1,0.0013777912
164.0,11.58,-0.008065172
267.0,12.1,0.013485696
226.0,10.24,0.008305814
299.0,2.0,-0.0045038164
309.0,7.2,0.0043267626
158.0,4.1,0.00031393953
177.0,7.66,0.0041742027
260.0,7.2,0.0016392954
241.0,5.9,0.0023482814
149.6,0.2,0.00504151
255.0,8.0,0.004556993
321.0,1.1,-0.01290945
263.0,12.02,0.014554314
116.0,5.9,-0.00033918256
205.0,9.3,0.0042960197
235.0,4.3,0.0009326562
367.0,5.0,-0.005471306
444.0,8.8,0.006529458
188.0,5.7,0.006212808
165.8,5.1,0.003545696
311.0,8.8,0.009550224
451.0,2.9,-0.024567634
282.0,8.1,0.00112186
200.3,7.0,0.0065269396
256.0,1.6,-0.0042109974
271.0,4.5,-0.005433657
88.0,7.8,-0.0064632394
249.0,4.7,-0.003150953
168.0,7.69,0.0049549323
187.0,11.92,-0.008810408
142.0,1.0,0.020127855
224.0,0.0,-0.004005652
370.0,8.0,0.0019963235
186.2,4.4,0.003874507
386.0,7.1,0.003396349
177.0,11.0,-0.009390686
241.0,10.84,0.012240499
139.0,5.2,0.0012752097
210.0,10.64,0.0035702214
123.0,0.6,0.0130322315
270.0,6.2,0.0017797891
354.0,4.0,-0.0070700273
178.2,4.7,0.001584862
186.0,10.0,-0.008612245
180.0,10.6,-0.008723188
151.0,11.1,-0.009543769
350.0,8.0,0.0036410168
401.0,7.0,0.004311204
249.0,4.95,-0.0029886598
172.0,10.2,-0.008492678
