NH3NO_raw,DO_raw,interaction_shap_value
2.9,2.5,-0.0036557335
4.6,0.0,0.013465166
5.4,7.5,0.015155554
3.5,4.7,-0.0017727967
3.4,9.25,0.012121819
3.8,7.4,0.0005776733
3.3,7.7,-0.0039288225
4.5,6.3,-0.00025084522
6.6,9.75,-0.03851571
3.5,3.8,-0.0003871154
3.2,2.8,-0.00081982836
5.0,9.18,-0.053395014
4.2,6.3,5.3409487e-05
4.2,6.7,0.00048001483
4.3,12.65,-0.0034565106
2.1,5.0,-0.002362166
3.5,1.4,-0.0033317395
3.5,9.1,0.008658765
2.8,2.0,-0.004945291
5.1,10.38,-0.053211667
7.7,6.7,-0.018693153
3.4,6.6,-0.005283083
5.2,5.5,0.01246583
6.3,4.3,0.0066954694
8.5,10.4,0.04091893
2.1,6.4,-0.006547952
8.6,0.4,-0.011642704
5.0,1.5,0.0071204826
4.6,4.2,0.0068906005
2.8,7.0,-0.006107997
3.8,0.8,0.0012578443
1.7,10.8,0.018632572
3.1,10.4,0.012095749
5.6,4.4,0.01286763
3.7,4.2,-0.0031289887
1.5,4.9,-0.0037492672
5.6,8.8,0.007760735
4.5,4.8,0.0018661283
5.2,2.5,0.01575383
3.0,4.6,-0.002001645
1.5,8.0,-0.00629198
3.7,2.7,-0.00059761666
1.8,4.9,-0.0058384957
5.9,4.1,0.015261831
4.2,5.76,0.00058616605
4.5,7.2,-0.00086416956
3.5,3.5,-0.0039065704
3.7,4.0,-0.0025768187
