P_raw,DO_raw,interaction_shap_value
17.1,10.8,0.011198036
23.7,1.7,-0.0023787655
60.4,5.3,-0.0074825566
49.2,3.4,0.004181292
17.2,7.1,0.0044315103
18.8,2.5,-0.004636325
58.9,6.8,-0.0008720779
62.5,7.2,0.012669298
58.6,5.6,-0.00011431193
21.5,11.06,-0.001504682
49.1,4.7,0.0020678136
60.3,3.8,-0.0039986856
17.6,9.26,0.0049843304
16.4,5.8,0.0028365236
17.3,8.0,0.0008609928
18.5,8.25,0.0032448694
49.6,3.0,0.004699651
17.0,10.7,0.010493737
17.8,6.4,0.0042807776
17.3,8.65,0.0011205915
18.7,8.71,0.003317671
59.4,6.4,-0.0008262964
49.6,5.5,-0.0022388306
49.0,4.5,0.0013249181
59.4,5.9,-0.00651571
21.6,9.03,0.004314497
28.6,8.25,0.0050154813
20.8,3.7,-0.0035385936
60.2,5.6,-0.0058257566
18.3,6.8,0.0031068996
60.9,3.6,-0.0045134136
49.1,1.3,0.0053183883
19.1,8.6,0.0029083844
17.6,7.5,0.0023280699
49.1,4.6,0.0021724738
17.7,7.2,0.004216655
17.1,9.47,0.006202556
59.2,2.2,0.0007283706
59.8,6.1,-0.00214387
21.1,9.0,0.0035997778
17.1,0.8,-0.002065573
20.6,8.58,0.0025127735
17.1,6.7,0.004387863
24.6,11.52,-0.004929714
49.4,6.7,-0.0054595564
20.1,0.0,-0.0017766804
49.5,7.8,-0.0057061166
48.9,5.3,0.02945937
60.7,3.9,-0.0037414478
17.3,8.47,0.0030284189
49.5,6.3,-0.0035395175
43.7,4.5,-0.0019041756
38.5,8.9,0.0052560284
17.9,10.1,0.0017249137
61.4,4.9,-0.0052711656
19.3,10.18,0.0048146695
18.5,9.22,0.004869435
62.9,5.2,-0.0029681204
37.3,7.23,0.0066584293
59.2,6.3,-0.0006586686
19.4,8.78,0.0029277569
19.7,7.0,0.0040570945
17.5,11.7,0.008004263
18.4,8.41,0.0044340603
26.7,7.3,0.006928468
16.6,5.49,0.0052232295
21.6,4.4,0.0037028715
49.1,4.9,0.002593265
16.5,4.2,-0.0031065457
17.7,8.6,0.0024655592
20.6,0.0,-0.0035217106
20.7,9.37,0.0022480637
19.8,7.8,0.003528634
16.7,3.4,-0.0049964963
49.1,4.5,0.00302479
38.4,12.18,-0.006716311
59.3,4.0,0.00026271679
14.9,11.0,0.012481101
21.1,3.3,-1.9501895e-06
23.6,8.85,0.0023532105
58.8,1.0,0.00071682036
59.6,1.7,-0.007870149
18.5,8.84,0.003577765
17.0,11.1,0.013727196
55.9,4.8,0.000806727
49.2,2.5,0.0040453
57.9,9.4,-0.006498575
19.4,9.21,0.007745281
49.6,6.8,-0.003961969
43.4,11.89,-5.7823956e-05
14.5,11.2,0.015125155
21.4,10.64,-0.0033335015
49.3,6.0,-0.0038323253
17.9,4.7,-0.0013261349
17.2,7.47,0.00265776
16.6,7.3,0.002081519
61.5,2.5,-0.0027685612
49.4,2.2,0.0031264834
18.7,6.6,0.004785603
18.5,7.5,0.002837779
18.9,10.76,0.009857841
19.2,7.8,0.0018310063
19.0,9.59,0.007745281
58.6,6.0,0.00013048202
55.9,0.9,0.0026957542
18.1,9.37,0.0046925284
49.4,7.5,-0.006811928
21.1,7.12,0.0073941844
49.2,2.7,0.0038333312
61.0,4.6,-0.005163919
63.1,6.3,0.007974285
16.4,9.02,0.0025676861
24.3,11.41,-0.0016195849
59.7,3.0,0.00036755204
17.2,6.3,0.002913298
60.4,5.8,0.00017484464
24.0,7.12,0.0062179286
19.1,8.1,0.002735896
49.4,5.2,8.977397e-05
56.6,6.4,-0.005109705
18.4,2.3,-0.0024475083
28.0,11.21,-0.0005350858
57.8,5.9,-0.00018647313
61.0,5.9,0.0024750251
22.5,9.09,0.005124051
49.6,4.0,0.003930185
16.8,10.5,0.02470627
19.2,7.4,0.0030727014
59.2,4.8,0.0011596885
49.4,5.2,-0.0027013049
30.5,1.8,-0.0021387562
17.6,8.8,0.00072804466
49.6,6.5,-0.003942972
18.4,8.1,0.0028920583
49.4,7.2,-0.005669901
49.1,5.6,-0.0016368665
19.7,9.69,0.0066536143
57.9,8.3,0.0035846308
52.8,6.2,-0.0027737478
18.0,4.9,-0.0025157686
49.6,6.0,-0.002534708
18.4,2.0,-0.00455785
49.5,4.3,0.0025696177
43.3,11.6,-0.003291279
42.4,11.52,-0.002826877
16.4,12.0,0.015017502
57.6,6.5,-0.0019784812
18.2,9.41,0.004363738
18.2,1.6,-0.0045578443
49.5,7.5,-0.0052612927
69.7,5.2,-0.00056793354
49.4,4.1,0.0016261749
53.6,2.8,0.0037070364
58.9,2.9,0.00068486296
19.3,8.86,0.00093971286
18.3,7.2,0.0046634506
21.7,10.7,-0.0012868121
24.8,7.7,0.007353971
17.5,1.05,-0.0029406697
58.6,5.6,-0.0023806226
14.3,10.7,0.015125155
17.4,5.4,0.005842638
18.5,10.77,0.0090094805
61.7,6.9,0.016321586
36.9,12.81,-0.008072749
17.7,6.6,0.0037245527
19.8,10.36,0.011041969
52.5,3.0,0.0019555278
64.9,6.5,0.006501033
59.3,7.4,0.008248314
20.0,8.9,-0.00061671436
22.4,5.9,0.009579169
16.9,7.3,0.003454538
58.3,6.8,-0.0012692646
59.6,3.0,-0.00070899725
14.6,8.8,-0.00048110634
13.4,10.71,0.021349743
20.5,10.04,0.0042987578
18.5,5.6,0.006902362
18.2,8.86,0.0020119492
19.2,3.1,-0.0025599748
20.2,9.58,0.0046925284
19.3,9.34,0.002362959
20.5,6.02,0.005850183
22.0,2.67,-0.003015263
19.7,0.0,-0.0036691763
57.5,6.0,0.0012582531
15.3,3.5,-0.0039054397
59.3,1.1,-0.0037959516
58.7,6.1,-0.0014214045
59.2,1.9,0.0023795012
15.5,10.3,0.0069994926
18.5,8.0,0.003063824
17.8,8.5,0.002064973
60.0,4.8,-0.0031956942
16.7,8.1,0.002638895
59.3,4.6,0.0022191284
20.0,7.3,0.00247553
31.3,9.0,-0.0023534521
30.0,10.67,-0.008742474
22.6,6.36,0.0069174673
60.7,5.6,-0.00970725
52.8,6.2,-0.0025341073
17.0,3.5,-0.003172204
58.6,3.3,0.0020972248
18.6,8.4,0.00276093
17.3,7.2,0.003143455
18.7,5.8,0.004529884
20.8,6.7,0.0032953955
14.0,8.8,0.0014043022
49.6,5.7,-0.0025975704
59.8,4.8,-0.0016797027
17.5,1.2,-0.0036691763
20.3,7.2,0.003396525
57.7,8.1,-0.0076312907
31.0,5.7,0.008153239
24.0,7.39,0.0050323494
18.8,7.7,0.0030638184
18.5,8.7,0.0027099028
61.0,5.2,-0.0045926347
58.8,3.6,0.0009472072
17.5,6.8,0.0046523474
51.7,7.0,-0.00073596276
63.2,6.8,0.0043498063
56.8,3.7,0.0036185682
29.5,4.2,-0.0006330963
67.9,8.6,0.010851409
59.9,4.1,-0.0014815126
17.5,6.6,0.0036223875
15.2,6.5,0.003944874
16.0,3.7,-0.004560833
33.1,6.6,0.00686894
49.6,4.3,0.003027426
63.3,4.6,-0.0008912215
15.8,8.0,0.0023293085
55.3,3.2,0.0046848953
17.1,6.4,0.0024242215
49.5,3.8,0.0033240356
60.2,7.0,0.011195733
49.2,6.7,-0.0032062517
58.9,4.8,-0.00020085461
58.2,5.5,-0.0027242526
59.7,3.4,-0.008187729
19.0,10.5,0.013269257
14.6,8.5,3.4245662e-05
57.9,6.3,-0.0014969315
14.8,11.9,0.014476389
18.6,9.7,0.004985325
59.3,4.0,-0.00012986269
49.3,5.9,-0.002109278
49.1,5.9,-0.0026861504
17.4,8.0,0.0023353118
16.4,7.5,0.0015656203
60.8,5.6,-0.009291757
60.2,7.9,0.022749472
49.6,2.7,0.004183259
23.2,5.2,0.009072278
49.5,7.0,-0.0040983744
18.5,5.1,0.005522266
16.5,9.0,0.004957352
19.6,7.6,0.002322292
62.6,3.2,-0.0035784133
63.3,6.8,0.004563513
49.1,5.6,-0.0019691288
16.7,6.9,0.0020961352
23.7,7.3,0.0057873055
33.9,10.76,-0.0055090114
61.6,4.8,-0.0051350305
19.0,9.55,0.005883932
17.2,1.9,-0.004731033
49.4,6.1,-0.0013384325
17.8,0.0,-0.00055447966
49.6,3.0,0.00405214
49.0,4.7,0.0015578172
39.0,8.5,0.005214805
59.2,9.1,-0.0015882403
59.8,0.1,-0.0024236888
19.7,11.8,0.013953313
13.8,11.1,0.01283519
59.3,3.9,0.0014380738
17.9,8.87,0.0013334937
18.0,1.1,-0.0073471013
15.2,8.5,-0.0006545633
19.4,8.5,0.0024118554
17.4,9.8,0.0048235655
49.6,7.0,-0.0035748743
40.4,4.3,-0.0048214486
37.9,8.0,0.0053467173
59.1,5.1,-0.0031272874
17.3,0.67,-0.0032228082
35.4,9.88,-0.0030417591
15.8,9.38,0.0071763694
20.9,9.19,0.0035083815
40.4,6.8,0.014055634
19.1,10.09,0.004814673
16.4,7.2,0.0027712984
59.0,3.3,0.0010251934
24.2,9.57,0.0005937591
38.1,8.0,0.0034813173
49.5,3.7,0.0032931268
49.2,4.0,0.004066389
43.7,4.1,-0.0070067793
59.9,6.0,-0.0017632311
60.1,8.3,0.022182472
18.4,7.6,0.003154425
48.9,2.8,-0.022847116
20.1,1.1,-0.0035217218
49.0,5.4,-0.0019691363
57.4,6.1,0.0012474591
27.4,11.58,-0.006855607
18.7,12.1,0.012841575
20.6,10.24,0.005131785
20.1,2.0,-0.0038293395
20.6,7.2,0.0042045554
58.7,4.1,0.0020214804
18.4,7.66,0.0033006184
62.8,7.2,0.004349808
16.6,5.9,0.005796102
49.6,0.2,0.004824087
16.7,8.0,0.0022303313
59.3,1.1,-0.00035220385
20.3,12.02,0.01614511
59.6,5.9,-0.0060308613
15.1,9.3,0.01650881
60.5,4.3,-0.005432195
18.2,5.0,-0.0023683086
37.2,8.8,0.005580021
49.4,5.7,-0.0026970096
49.0,5.1,-0.002080636
18.7,8.8,0.0034651365
60.8,2.9,-0.0036472082
17.7,8.1,0.002883358
49.4,7.0,-0.002982339
17.5,1.6,-0.0028611235
19.2,4.5,-0.00127244
57.9,7.8,0.006466393
25.7,4.7,0.0009065098
18.7,7.69,0.0035017952
35.3,11.92,-0.00066152215
56.2,1.0,-0.0007846281
36.8,0.0,-0.0012882687
19.8,8.0,0.0037354752
58.8,4.4,-0.00027211104
19.7,7.1,0.0033965234
13.8,11.0,0.015125152
19.2,10.84,0.009857841
49.2,5.2,0.00026108138
32.0,10.64,-0.0055090263
59.4,0.6,-0.00089577213
20.0,6.2,0.004472468
61.9,4.0,-0.002950918
43.7,4.7,-0.009842586
16.0,10.0,0.006792836
16.8,10.6,0.015010253
16.1,11.1,0.012819059
21.8,8.0,0.0061849654
31.9,7.0,0.0090649575
16.8,4.95,-0.0025528008
14.6,10.2,0.0072210208
