NH3NO_raw,NH3N2i_raw,interaction_shap_value
4.7,195.0,-0.004677822
2.9,342.0,0.021068767
2.6,161.0,0.0038269255
1.8,303.0,0.033008028
8.0,156.0,-0.07478754
2.2,158.0,-0.0009890404
2.8,135.9,-0.0015892778
5.6,123.2,0.002251964
3.6,206.0,-0.0018821675
2.7,289.0,0.020933092
6.1,266.0,-0.017126948
2.9,236.0,0.015111459
1.8,146.5,-0.01368355
2.5,192.0,-0.002905282
3.4,238.0,0.013044756
2.5,352.0,0.020346228
4.6,321.0,-0.0092127435
2.7,174.0,0.001201285
2.3,156.3,-0.0014160778
3.9,140.0,0.002337398
5.5,80.6,0.011976855
3.5,215.0,-0.004144078
5.0,325.0,-0.0063135363
3.2,722.0,0.022900527
3.4,147.0,0.0047010886
3.6,176.0,0.0029779617
4.2,271.0,0.025155023
2.3,156.3,-0.0032342065
4.5,247.0,-0.0080013275
2.8,212.0,-0.0030051374
3.2,120.1,0.0013469495
3.8,193.0,-0.0056884694
4.3,189.0,-0.0025527356
3.4,133.0,0.004372153
1.9,147.0,-0.006754536
5.5,332.0,-0.00392038
8.2,278.0,0.010069367
4.5,351.0,-0.0092110075
5.6,220.0,0.0013098434
3.3,150.0,0.0033764374
3.8,170.2,-0.0069366405
6.6,323.0,-0.025042884
2.5,200.8,-0.008321034
2.7,203.8,-0.00015181117
2.0,150.0,-0.011169292
2.4,189.0,-0.0032533358
2.4,186.6,-0.0033195135
3.6,121.5,0.007461868
2.1,308.0,0.03321982
4.1,194.0,-0.0052811047
4.5,264.0,-0.016153067
3.3,265.0,0.019778768
3.0,219.0,-0.0024784608
1.6,256.0,0.025645364
3.0,226.0,-0.0029088994
7.8,81.0,-0.11012414
2.3,249.0,0.025751138
2.6,270.0,0.019812906
2.5,260.0,0.023110881
5.5,340.0,-0.004110556
3.2,150.0,0.002038559
4.9,251.0,-0.008468818
5.7,348.0,0.008065838
3.2,100.8,-0.001742404
5.8,212.0,0.0010680757
3.0,280.0,0.018156674
3.1,326.0,0.02062751
4.2,362.0,0.008981798
2.8,132.0,0.00018156925
3.4,275.0,0.019391045
2.5,80.9,-0.0021968968
2.6,189.0,-0.00030905707
3.0,186.0,0.0018291689
2.5,168.0,0.00042846054
3.9,281.0,0.009203501
4.1,499.0,0.020792633
5.6,127.5,0.0041568577
6.3,155.0,-0.0051900563
4.2,215.0,-0.003944959
1.8,215.0,0.008857848
5.6,110.4,0.0028842045
1.9,123.5,-0.0099112205
5.4,154.0,-0.00033897068
2.3,185.0,0.00067123584
3.0,163.2,-0.0014361232
2.4,192.0,-0.004780489
1.8,181.0,-0.002738662
3.2,289.0,0.021555636
4.3,168.9,3.5234494e-05
7.1,275.0,-0.016182877
4.5,193.0,-0.003780306
4.5,201.0,-0.0049268994
6.8,398.0,-0.001970902
3.2,197.0,-0.009802915
5.0,460.0,-0.0054150485
3.5,133.0,0.0018900707
4.2,268.0,0.009291943
2.8,268.0,0.018964788
2.7,190.0,-0.0011304353
2.4,102.0,0.0002592171
6.5,165.0,0.0070957057
3.2,234.0,0.013553996
3.8,263.1,0.15659434
3.8,417.0,0.01923847
2.2,132.2,-0.014465705
4.9,263.0,-0.011608154
8.2,97.0,-0.093974695
4.9,211.0,-0.0036213952
3.1,163.0,0.0047577545
3.6,85.0,0.009213742
2.5,252.0,0.016558722
5.8,271.0,-0.019267261
2.2,185.0,0.0008999761
3.3,296.0,0.018687565
7.4,202.3,-0.017874077
5.3,143.0,-0.0015374552
3.9,241.0,0.0029658265
2.3,175.0,-0.002805084
1.7,138.0,-0.007942821
6.2,198.0,-0.0023079384
6.1,521.0,-0.0076413453
1.8,143.2,-0.01413035
8.1,269.0,0.044435617
5.6,220.0,0.0002025466
4.2,168.0,0.0041651223
13.2,198.3,0.016767751
2.8,207.0,0.0010401644
5.9,302.0,-0.01742667
3.3,165.3,-0.005919216
3.1,247.0,0.012895707
5.6,156.3,-0.007038497
3.2,153.8571429,-0.007498827
6.2,294.0,-0.013031997
5.5,146.0,0.0034613553
6.0,165.4,-0.0025301964
2.8,360.0,0.020738464
3.1,186.8,-0.004309371
3.2,322.0,0.017948888
2.7,156.1,-0.003915697
2.3,185.0,-0.0006143432
3.2,139.0,0.0029265117
2.8,257.0,0.023103148
7.4,167.0,0.00568464
2.9,232.0,0.0032839533
3.2,354.0,0.018457096
2.7,196.2,-0.0073964894
5.8,129.0,0.0028592395
3.9,156.8,0.00032509945
5.6,156.3,-0.0034526924
1.9,274.0,0.030054335
2.4,193.0,-0.0053254445
5.1,222.0,0.00078450143
3.1,149.0,0.0038354322
4.2,248.0,0.0025519244
4.7,286.0,-0.008805014
2.0,154.0,-0.008659606
2.6,184.0,0.004291868
4.5,305.0,0.0027406663
3.3,171.0,0.0031469204
2.6,700.0,0.02411414
2.9,202.0,-0.0003894118
4.1,327.0,0.007461477
6.5,195.0,0.0031760852
5.3,123.0,0.0074027404
3.1,68.0,0.006128193
2.9,257.0,0.022748211
5.6,157.0,-0.0039189775
4.0,190.0,-0.003681391
3.2,222.0,-0.003631956
2.3,153.0,-0.00064461306
4.4,175.0,0.004681917
9.8,350.0,0.020242836
3.1,157.0,0.0051812753
2.6,259.0,0.023487378
4.3,292.0,-0.009646911
2.3,180.0,-0.0024820166
7.1,373.0,-0.013152752
3.5,235.0,0.013039195
4.3,390.0,-0.009461377
2.1,180.0,-0.0029517096
2.3,175.0,-0.0031787157
2.9,247.0,0.015977522
2.8,141.0,-0.000926326
6.8,271.0,-0.040415965
8.6,133.0,-0.060197804
1.7,253.0,0.025645364
8.7,183.0,0.004620921
1.1,182.0,-0.002738662
3.8,318.0,0.0191469
3.1,265.0,0.019694969
2.4,143.0,-0.0019056709
4.8,219.0,-0.003378442
3.8,107.0,0.009505117
3.1,220.0,-0.0041813813
14.0,450.0,-0.049889177
2.9,204.0,-0.00013510243
5.8,175.0,-0.008694325
4.8,267.0,-0.015928522
5.9,178.5,-0.003619249
4.5,276.0,-0.008813076
7.3,165.0,-0.0046166405
4.5,268.0,-0.009002976
2.0,191.0,-0.0060584936
6.5,1165.0,-0.0069148988
3.2,247.0,0.012618773
5.6,210.0,0.0001441089
3.0,158.6,-0.0009444854
6.2,217.0,-0.00177023
2.7,287.0,0.021870364
4.1,436.0,0.009576336
4.7,147.0,0.000720039
2.8,173.0,0.00034099445
2.9,192.0,-0.0031567935
4.8,273.0,-0.009416942
4.9,106.0,0.00844992
5.4,134.0,2.1493062e-05
3.9,197.0,-0.0064015496
4.9,238.0,-0.0077845007
3.0,195.0,-0.005199828
1.2,378.0,0.03310002
6.2,162.1,8.883327e-05
3.1,407.0,0.03438074
4.6,142.0,0.0031910818
3.1,137.0,0.0013686798
3.5,174.0,0.0029766709
4.6,182.0,0.0039785
2.3,192.0,-0.00683796
3.7,225.0,-0.003800984
3.2,183.2,-0.004787933
3.1,178.5,-0.0020474896
5.1,176.0,-0.0043919533
3.6,139.8,0.0014620014
7.0,281.0,-0.033304714
3.2,176.2,-0.0037158085
6.4,164.0,-0.0010666992
3.8,154.9821429,0.00067549455
3.5,164.0,-0.0018432084
6.3,201.0,-0.00022472069
18.7,157.0,-0.0784485
2.6,273.0,0.020167312
2.7,252.0,0.015573373
2.5,54.0,0.0027848296
2.5,231.0,0.003134434
3.0,171.0,0.004069742
2.7,158.0,0.002901121
6.2,145.9,0.0057997406
3.5,105.2,0.0024008788
3.6,258.0,0.019970102
4.2,217.0,-0.0038963268
4.8,136.0,0.0012962464
6.5,184.0,0.005077965
2.1,161.5,-0.004718985
2.9,234.0,0.015580818
2.7,125.7,-0.0031684134
2.4,196.0,-0.004288858
3.6,159.0,0.004749462
2.6,142.0,0.0014237114
7.4,152.0,0.010203711
3.5,86.0,0.0091698505
2.6,142.3,-0.0086323265
6.7,263.0,-0.043902196
3.8,241.0,0.013048016
3.0,225.0,-0.0028971746
7.2,306.0,-0.00049619377
7.3,319.0,-0.01827395
3.1,345.0,0.017208323
3.2,178.6,0.0023275404
3.3,183.0,0.0010000058
3.2,177.8,-0.0038873535
3.8,120.1,0.00076216087
2.4,174.0,-0.0034335032
5.7,153.0,-0.0059989537
6.5,281.0,-0.027259946
3.3,284.0,0.018928036
2.5,127.0,0.0004851576
5.1,112.0,0.0045733415
3.5,144.0,0.0031737392
8.8,285.0,0.0077801608
7.1,259.0,-0.024520393
3.1,245.0,0.013935942
1.5,180.0,-0.0014817081
3.0,179.6,-0.0022580596
3.5,176.2,0.0019700197
4.5,267.0,-0.00842908
3.1,143.0,0.0026272463
5.5,242.0,-0.002290491
2.8,195.0,-0.0032506287
3.4,203.0,-0.0021226322
5.1,221.0,0.00038584322
7.1,158.6,0.0075442707
3.5,274.0,0.018918632
3.1,192.0,-0.00570614
6.7,177.0,-0.0070557036
3.6,217.0,-0.00414428
3.8,233.0,0.013521407
1.8,201.2,-0.009998834
3.7,97.6,0.0009373911
5.45,135.0,-0.0038998984
3.6,152.0,0.005111726
6.2,135.0,0.011100959
3.5,334.0,0.01920325
4.2,155.7,-0.0016802121
3.2,318.0,0.02056199
3.1,121.3,-0.0036881994
2.6,123.0,0.0009925188
2.3,164.0,-0.0022144243
2.8,267.0,0.021603148
1.8,226.0,0.008421097
4.0,299.0,0.0083575025
3.7,309.0,0.019387364
7.5,158.0,-0.076968916
2.4,177.0,-0.001648346
1.7,260.0,0.033164594
4.5,241.0,-0.008036248
1.7,149.6,-0.014261766
5.5,255.0,-0.0027206726
1.8,321.0,0.03342212
3.3,263.0,0.020000363
4.3,116.0,0.010753803
3.7,205.0,-0.003565576
4.8,235.0,-0.010993004
3.4,367.0,0.016070846
5.4,444.0,-0.006867394
3.4,188.0,-0.006548241
2.9,165.8,-0.0050089974
4.6,311.0,-0.009212747
7.2,451.0,-0.18979862
3.0,282.0,0.017916214
6.7,200.3,0.015886974
5.2,256.0,-0.0041929893
1.5,271.0,0.029934172
6.7,88.0,0.018617243
2.9,249.0,0.0155159645
4.0,168.0,0.0037085442
2.2,187.0,0.000557309
7.1,142.0,0.0142160505
2.7,224.0,-0.00058649573
5.8,370.0,-0.0072952397
5.7,186.2,-0.011361474
4.3,386.0,-0.008426085
1.7,177.0,-0.0027386546
3.9,241.0,0.0025523733
7.3,139.0,0.007904403
3.0,210.0,-0.0044414066
4.32,123.0,0.005504012
4.0,270.0,0.00885755
6.2,354.0,0.0064066947
5.8,178.2,-0.0054649524
4.2,186.0,0.0019160435
1.6,180.0,-0.0027386583
2.4,151.0,-0.0013635457
3.2,350.0,0.021409146
4.3,401.0,-0.009821951
4.5,249.0,-0.008470789
1.7,172.0,-0.002738662
