Date,NH3NMBR,NH3NMBR_rolling_mean_7,NH3NMBR_rolling_std_7,NH3NMBR_rolling_mean_14,NH3NMBR_rolling_std_14,NH3NMBR_rolling_mean_30,NH3NMBR_rolling_std_30
2023/1/13,1.6,1.414285714,0.186445447,1.371428571,0.154065777,1.77,0.477890479
2023/1/14,4.6,1.885714286,1.210273483,1.614285714,0.871653727,1.84,0.693616211
2023/1/15,4.8,2.385714286,1.591046376,1.864285714,1.210598798,1.926666667,0.878059512
2023/1/16,4.5,2.857142857,1.66818978,2.078571429,1.392937445,2.006666667,0.995830388
2023/1/17,4.3,3.285714286,1.584748741,2.3,1.485830511,2.076666667,1.080128771
2023/1/18,3.2,3.528571429,1.382888626,2.435714286,1.4741919,2.113333333,1.099446047
2023/1/19,8.8,4.542857143,2.187736382,2.964285714,2.214847501,2.333333333,1.643237623
2023/1/20,1.1,4.471428571,2.304860289,2.942857143,2.23252678,2.286666667,1.658152968
2023/1/21,1.2,3.985714286,2.61114826,2.935714286,2.23833975,2.246666667,1.669758053
2023/1/22,1.5,3.514285714,2.734610619,2.95,2.227710104,2.22,1.675256028
2023/1/23,1.3,3.057142857,2.808829616,2.957142857,2.221819866,2.19,1.683663903
2023/1/24,1.4,2.642857143,2.808829616,2.964285714,2.216236291,2.16,1.689643913
2023/1/25,1.3,2.371428571,2.837671749,2.95,2.227019395,2.123333333,1.696178938
2023/1/26,1.3,1.3,0.129099445,2.921428571,2.246768131,2.093333333,1.702722634
2023/1/27,1.2,1.314285714,0.106904497,2.892857143,2.267314333,2.083333333,1.707202457
2023/1/28,1.2,1.314285714,0.106904497,2.65,2.25243458,2.066666667,1.713502832
2023/1/29,1.1,1.257142857,0.097590007,2.385714286,2.197151002,2.066666667,1.713502832
2023/1/30,1.6,1.3,0.163299316,2.178571429,2.117755914,2.08,1.708074132
2023/1/31,1.6,1.328571429,0.197604704,1.985714286,2.030860804,2.09,1.704223961
2023/2/1,2,1.428571429,0.319970237,1.9,2.000769083,2.106666667,1.700696274
2023/2/2,1.7,1.485714286,0.328778403,1.392857143,0.258588731,2.123333333,1.693941198
2023/2/3,1.4,1.514285714,0.307834216,1.414285714,0.244499938,2.126666667,1.692362832
2023/2/4,1.6,1.571428571,0.27516229,1.442857143,0.240877517,2.133333333,1.689793567
2023/2/5,2.1,1.714285714,0.24784788,1.485714286,0.298347095,2.156666667,1.68414172
2023/2/6,2,1.771428571,0.262769136,1.535714286,0.322507347,2.18,1.676696259
2023/2/7,1.8,1.8,0.251661148,1.564285714,0.327242895,2.196666667,1.670119412
2023/2/8,1.7,1.757142857,0.237045304,1.592857143,0.319769835,2.213333333,1.662306942
2023/2/9,1.5,1.728571429,0.256347978,1.607142857,0.309998228,2.22,1.658915308
2023/2/10,1.3,1.714285714,0.279455252,1.614285714,0.300914357,2.213333333,1.662306942
2023/2/11,1.2,1.657142857,0.340867241,1.614285714,0.300914357,2.196666667,1.670119412
2023/2/12,4.2,1.957142857,1.027711281,1.835714286,0.72917988,2.283333333,1.705181421
2023/2/13,3.8,2.214285714,1.24288451,1.992857143,0.89310546,2.256666667,1.673666908
2023/2/14,3.5,2.457142857,1.312576528,2.128571429,0.969875941,2.213333333,1.62156445
2023/2/15,2.7,2.6,1.270170592,2.178571429,0.980720749,2.153333333,1.566400075
2023/2/16,2,2.671428571,1.210666876,2.2,0.972704398,2.076666667,1.513088491
2023/2/17,2.3,2.814285714,1.073046398,2.264285714,0.94511468,2.046666667,1.498903814
2023/2/18,2.4,2.985714286,0.843462253,2.321428571,0.925849773,1.833333333,0.794521471
2023/2/19,2.8,2.785714286,0.651737604,2.371428571,0.931853877,1.89,0.801012291
2023/2/20,2.6,2.614285714,0.474090608,2.414285714,0.927243344,1.936666667,0.800208306
2023/2/21,2.3,2.442857143,0.276026224,2.45,0.911254419,1.963333333,0.798482757
2023/2/22,2.5,2.414285714,0.254483604,2.507142857,0.885319834,2.003333333,0.79415248
2023/2/23,1.2,2.3,0.516397779,2.485714286,0.914714872,1.996666667,0.800208306
2023/2/24,1.5,2.185714286,0.598410593,2.5,0.896145593,2.003333333,0.795020422
2023/2/25,1.8,2.1,0.605530071,2.542857143,0.841897386,2.02,0.78494454
2023/2/26,1.7,1.942857143,0.531843156,2.364285714,0.719622917,2.036666667,0.772136906
2023/2/27,1.8,1.828571429,0.446147531,2.221428571,0.601509091,2.056666667,0.757347155
2023/2/28,1.3,1.685714286,0.429839394,2.064285714,0.52419483,2.063333333,0.749474912
2023/3/1,1.2,1.5,0.27080128,1.957142857,0.537392974,2.05,0.761464107
2023/3/2,1.1,1.485714286,0.291138978,1.892857143,0.583707363,2.033333333,0.776967284
2023/3/3,1.3,1.457142857,0.299205297,1.821428571,0.591189897,2.01,0.788429255
2023/3/4,1.5,1.414285714,0.260950643,1.757142857,0.572060091,2.003333333,0.791978462
2023/3/5,1.4,1.371428571,0.228868854,1.657142857,0.492582341,2.003333333,0.791978462
2023/3/6,1.3,1.3,0.129099445,1.564285714,0.418067243,1.993333333,0.799108699
2023/3/7,1.8,1.371428571,0.228868854,1.528571429,0.36884137,1.983333333,0.799604787
2023/3/8,4.2,1.8,1.08012345,1.65,0.772359024,2.056666667,0.896230933
2023/3/9,6.2,2.528571429,1.921556908,2.007142857,1.426919374,2.203333333,1.170759651
2023/3/10,3.2,2.8,1.852025918,2.128571429,1.452546078,2.253333333,1.18051226
2023/3/11,3.4,3.071428571,1.767026019,2.242857143,1.487235063,2.316666667,1.189634349
2023/3/12,3.6,3.385714286,1.608755804,2.378571429,1.520211813,2.393333333,1.195951023
2023/3/13,3.1,3.642857143,1.341463309,2.471428571,1.521855432,2.456666667,1.180789722
2023/3/14,2.8,3.785714286,1.152430145,2.578571429,1.485405188,2.41,1.136343197
2023/3/15,2.7,3.571428571,1.200991654,2.685714286,1.431436687,2.373333333,1.107321507
2023/3/16,2.6,3.057142857,0.37352886,2.792857143,1.357862736,2.343333333,1.087763708
2023/3/17,2.1,2.9,0.509901951,2.85,1.306051006,2.323333333,1.086494944
2023/3/18,1.8,2.671428571,0.599205824,2.871428571,1.284480482,2.316666667,1.089157641
2023/3/19,1.7,2.4,0.535412613,2.892857143,1.260320036,2.296666667,1.09496759
2023/3/20,1.3,2.142857143,0.574041644,2.892857143,1.260320036,2.26,1.109706392
2023/3/21,1.8,2,0.503322296,2.892857143,1.260320036,2.226666667,1.107944146
2023/3/22,1.7,1.857142857,0.403555625,2.714285714,1.237775388,2.196666667,1.109670138
2023/3/23,1.8,1.742857143,0.237045304,2.4,0.745241314,2.18,1.1118174
2023/3/24,1.9,1.714285714,0.195180015,2.307142857,0.718400237,2.16,1.111258994
2023/3/25,2,1.742857143,0.222539456,2.207142857,0.648624919,2.186666667,1.096934076
2023/3/26,2.1,1.8,0.25819889,2.1,0.509901951,2.206666667,1.089426718
2023/3/27,2.1,1.914285714,0.157359158,2.028571429,0.421405289,2.216666667,1.08693918
2023/3/28,2,1.942857143,0.151185789,1.971428571,0.358261983,2.226666667,1.083396108
2023/3/29,2.1,2,0.115470054,1.928571429,0.294640776,2.236666667,1.080703262
2023/3/30,2.3,2.071428571,0.125356634,1.907142857,0.249505004,2.27,1.066140316
2023/3/31,2.2,2.114285714,0.106904497,1.914285714,0.256776296,2.303333333,1.046993506
2023/4/1,1.8,2.085714286,0.157359158,1.914285714,0.256776296,2.326666667,1.026857722
2023/4/2,1.7,2.028571429,0.213808994,1.914285714,0.256776296,2.34,1.01560242
2023/4/3,3.9,2.285714286,0.742582367,2.1,0.550524226,2.42,1.041351906
2023/4/4,1.8,2.257142857,0.759072115,2.1,0.550524226,2.433333333,1.030344212
2023/4/5,2.6,2.328571429,0.765319728,2.164285714,0.552765276,2.476666667,1.008133589
2023/4/6,2.9,2.414285714,0.794624799,2.242857143,0.574743134,2.513333333,1.002663121
2023/4/7,2.7,2.485714286,0.794624799,2.3,0.577794214,2.463333333,0.951761827
2023/4/8,2.5,2.585714286,0.735818301,2.335714286,0.57325943,2.34,0.639288397
2023/4/9,1.7,2.585714286,0.735818301,2.307142857,0.595449779,2.29,0.628270752
2023/4/10,1.6,2.257142857,0.538074167,2.271428571,0.623178665,2.23,0.60409522
2023/4/11,1.8,2.257142857,0.538074167,2.257142857,0.632107933,2.17,0.550329055
2023/4/12,1.9,2.157142857,0.528700113,2.242857143,0.638163574,2.13,0.52335127
2023/4/13,2.1,2.042857143,0.41576092,2.228571429,0.639023981,2.106666667,0.507823845
2023/4/14,2,1.942857143,0.299205297,2.214285714,0.641940739,2.083333333,0.495554954
2023/4/15,1.8,1.842857143,0.171824939,2.214285714,0.641940739,2.056666667,0.488264579
2023/4/16,1.7,1.842857143,0.171824939,2.214285714,0.641940739,2.043333333,0.492483736
2023/4/17,1.9,1.885714286,0.134518542,2.071428571,0.423226747,2.046666667,0.491116485
2023/4/18,1.8,1.885714286,0.134518542,2.071428571,0.423226747,2.05,0.489017312
2023/4/19,1.8,1.871428571,0.138013112,2.014285714,0.39972518,2.066666667,0.470753859
2023/4/20,1.7,1.814285714,0.106904497,1.928571429,0.314834685,2.063333333,0.473055609
2023/4/21,1.9,1.8,0.081649658,1.871428571,0.223360941,2.07,0.469151839
2023/4/22,2.1,1.842857143,0.139727626,1.842857143,0.150457179,2.08,0.466387437
2023/4/23,1.8,1.857142857,0.127241802,1.85,0.145443618,2.076666667,0.468072595
2023/4/24,1.6,1.814285714,0.157359158,1.85,0.145443618,2.063333333,0.475962425
2023/4/25,2.2,1.871428571,0.213808994,1.878571429,0.171771635,2.066666667,0.476577839
2023/4/26,1.5,1.828571429,0.256347978,1.85,0.199036139,2.046666667,0.487593198
2023/4/27,1.8,1.842857143,0.250713268,1.828571429,0.185756546,2.04,0.489616317
2023/4/28,2.4,1.914285714,0.328778403,1.857142857,0.237662611,2.05,0.493928656
2023/4/29,2.8,2.014285714,0.470561974,1.928571429,0.345138927,2.066666667,0.510802839
2023/4/30,2,2.042857143,0.461364436,1.95,0.339116499,2.06,0.510307548
2023/5/1,2.5,2.171428571,0.442396073,1.992857143,0.368915846,2.083333333,0.513999419
2023/5/2,2.7,2.242857143,0.485994317,2.057142857,0.40896546,2.116666667,0.520664915
2023/5/3,2.5,2.385714286,0.362530787,2.107142857,0.417804308,2.07,0.405267047
2023/5/4,1.7,2.371428571,0.390360029,2.107142857,0.417804308,2.066666667,0.407966643
2023/5/5,1.7,2.271428571,0.46445052,2.092857143,0.428708769,2.036666667,0.40041645
2023/5/6,2.5,2.228571429,0.419182879,2.121428571,0.44233397,2.023333333,0.376630555
2023/5/7,2.3,2.271428571,0.407080196,2.157142857,0.434501103,2.01,0.358493014
2023/5/8,2.8,2.314285714,0.448807945,2.242857143,0.434501103,2.02,0.376371057
2023/5/9,2.7,2.314285714,0.448807945,2.278571429,0.450945283,2.053333333,0.391049281
2023/5/10,2.4,2.3,0.443471157,2.342857143,0.391671538,2.08,0.386317718
2023/5/11,2.2,2.371428571,0.363841933,2.371428571,0.362530787,2.093333333,0.383210875
2023/5/12,2.4,2.471428571,0.213808994,2.371428571,0.362530787,2.11,0.385379347
2023/5/13,2.2,2.428571429,0.236038738,2.328571429,0.342902927,2.113333333,0.385722192
2023/5/14,4.9,2.8,0.953939201,2.535714286,0.756110638,2.21,0.637532961
2023/5/15,4.5,3.042857143,1.150155269,2.678571429,0.920015528,2.3,0.757035962
2023/5/16,3.7,3.185714286,1.162509601,2.75,0.9597676,2.366666667,0.789732968
2023/5/17,3.4,3.328571429,1.110126548,2.814285714,0.971800187,2.416666667,0.806475231
2023/5/18,2.7,3.4,1.039230485,2.885714286,0.918910009,2.446666667,0.799453837
2023/5/19,2.8,3.457142857,0.984644001,2.964285714,0.854496832,2.48,0.792377479
2023/5/20,1.5,3.357142857,1.154494323,2.892857143,0.934356451,2.473333333,0.799971264
2023/5/21,1.7,2.9,1.072380529,2.85,0.976453552,2.466666667,0.80572663
2023/5/22,2,2.542857143,0.842332363,2.792857143,1.002661294,2.463333333,0.807500756
2023/5/23,2.2,2.328571429,0.672592709,2.757142857,1.01505156,2.476666667,0.79943227
2023/5/24,2,2.128571429,0.482059076,2.728571429,1.031375908,2.49,0.787554049
2023/5/25,2.1,2.042857143,0.411732692,2.721428571,1.03565555,2.486666667,0.789034038
2023/5/26,2,1.928571429,0.242997159,2.692857143,1.050614681,2.503333333,0.772583366
2023/5/27,1.4,1.914285714,0.273426233,2.635714286,1.100074923,2.49,0.788429255
2023/5/28,1.4,1.871428571,0.330223589,2.385714286,0.930555783,2.456666667,0.813118023
2023/5/29,1.4,1.785714286,0.367099312,2.164285714,0.737571006,2.41,0.832673302
2023/5/30,1.5,1.685714286,0.328778403,2.007142857,0.608231087,2.393333333,0.846059154
2023/5/31,1.6,1.628571429,0.298408477,1.878571429,0.464391366,2.363333333,0.8580183
2023/6/1,1.7,1.571428571,0.221466971,1.807142857,0.400891863,2.33,0.863892554
2023/6/2,1.6,1.514285714,0.121498579,1.721428571,0.283327947,2.3,0.873360533
2023/6/3,1.8,1.571428571,0.149602648,1.742857143,0.276556534,2.303333333,0.871179673
2023/6/4,1.5,1.585714286,0.134518542,1.728571429,0.284005881,2.296666667,0.876703596
2023/6/5,1.6,1.614285714,0.106904497,1.7,0.274562589,2.266666667,0.884866377
2023/6/6,1.5,1.614285714,0.106904497,1.65,0.237778177,2.24,0.89581402
2023/6/7,1.4,1.585714286,0.134518542,1.607142857,0.223483903,2.193333333,0.902079335
2023/6/8,1.4,1.542857143,0.139727626,1.557142857,0.178516475,2.15,0.908105265
2023/6/9,1.3,1.5,0.163299316,1.507142857,0.1384768,2.113333333,0.91979508
2023/6/10,1.4,1.442857143,0.097590007,1.507142857,0.1384768,2.086666667,0.928749004
2023/6/11,1.3,1.414285714,0.106904497,1.5,0.146759877,2.05,0.937623555
2023/6/12,1.1,1.342857143,0.127241802,1.478571429,0.180506004,2.013333333,0.952938589
2023/6/13,1.2,1.3,0.115470054,1.457142857,0.194992251,1.89,0.792355719
2023/6/14,1.1,1.257142857,0.127241802,1.421428571,0.211872863,1.776666667,0.633372655
2023/6/15,0.5,1.128571429,0.298408477,1.335714286,0.310352511,1.67,0.563945461
2023/6/16,0.5,1.014285714,0.367099312,1.257142857,0.371513093,1.573333333,0.502362236
2023/6/17,0.5,0.885714286,0.367099312,1.164285714,0.387511077,1.5,0.49270541
2023/6/18,0.5,0.771428571,0.340168026,1.092857143,0.412243927,1.423333333,0.461394687
2023/6/19,0.4,0.671428571,0.330223589,1.007142857,0.423291654,1.386666667,0.497395516
2023/6/20,0.4,0.557142857,0.243975018,0.928571429,0.426846345,1.343333333,0.525017788
2023/6/21,0.4,0.457142857,0.053452248,0.857142857,0.425557165,1.29,0.53713801
2023/6/22,0.4,0.442857143,0.053452248,0.785714286,0.411109461,1.23,0.53249575
2023/6/23,0.8,0.485714286,0.146385011,0.75,0.383806842,1.19,0.517520614
2023/6/24,0.7,0.514285714,0.167616342,0.7,0.335123399,1.143333333,0.495276539
2023/6/25,0.6,0.528571429,0.170433621,0.65,0.287562702,1.096666667,0.477409196
2023/6/26,0.2,0.5,0.2081666,0.585714286,0.279717283,1.056666667,0.500815427
2023/6/27,1.5,0.657142857,0.423702501,0.607142857,0.336187415,1.06,0.503504957
2023/6/28,2.7,0.985714286,0.859124693,0.721428571,0.645908509,1.103333333,0.58338095
2023/6/29,4.6,1.585714286,1.561440117,1.014285714,1.215829658,1.206666667,0.863406778
2023/6/30,7.5,2.542857143,2.663867579,1.514285714,2.103424732,1.403333333,1.437306709
2023/7/1,0.8,2.557142857,2.652581851,1.535714286,2.093802997,1.373333333,1.44029052
2023/7/2,2.4,2.814285714,2.514907932,1.671428571,2.083055659,1.4,1.451990311
2023/7/3,0.9,2.914285714,2.405153198,1.707142857,2.063777077,1.37,1.452738199
2023/7/4,1.2,2.871428571,2.43701613,1.764285714,2.035684403,1.36,1.452845009
2023/7/5,1.4,2.685714286,2.5009522,1.835714286,2.001386882,1.353333333,1.452164457
2023/7/6,1,2.171428571,2.410196593,1.878571429,1.974521781,1.336666667,1.453291943
2023/7/7,1.1,1.257142857,0.541162769,1.9,1.963513335,1.326666667,1.453873147
2023/7/8,1.3,1.328571429,0.50237531,1.942857143,1.941733676,1.323333333,1.453813851
2023/7/9,1,1.128571429,0.179947082,1.971428571,1.923309876,1.313333333,1.455011158
2023/7/10,1.2,1.171428571,0.149602648,2.042857143,1.87029997,1.306666667,1.455058556
2023/7/11,1.4,1.2,0.173205081,2.035714286,1.872722059,1.31,1.455157297
2023/7/12,1.3,1.185714286,0.157359158,1.935714286,1.871900368,1.316666667,1.454620067
2023/7/13,1.2,1.214285714,0.134518542,1.692857143,1.713504859,1.316666667,1.454620067
2023/7/14,1.3,1.242857143,0.127241802,1.25,0.377746354,1.323333333,1.45405102
2023/7/15,0.8,1.171428571,0.205866346,1.25,0.377746354,1.333333333,1.44921699
2023/7/16,0.7,1.128571429,0.269037084,1.128571429,0.219890082,1.34,1.445707082
2023/7/17,0.7,1.057142857,0.310145895,1.114285714,0.241333293,1.346666667,1.44215675
2023/7/18,0.8,0.971428571,0.281154084,1.085714286,0.25376289,1.356666667,1.437114766
2023/7/19,0.6,0.871428571,0.269037084,1.028571429,0.267261242,1.363333333,1.43298178
2023/7/20,0.7,0.8,0.230940108,1.007142857,0.28138199,1.373333333,1.427061928
2023/7/21,0.5,0.685714286,0.106904497,0.964285714,0.310352511,1.376666667,1.424825055
2023/7/22,0.8,0.685714286,0.106904497,0.928571429,0.297240052,1.39,1.417221663
2023/7/23,1.3,0.771428571,0.256347978,0.95,0.313172354,1.406666667,1.412977617
2023/7/24,1.3,0.857142857,0.32071349,0.957142857,0.320370664,1.426666667,1.406863308
2023/7/25,1.5,0.957142857,0.399404318,0.964285714,0.331910884,1.456666667,1.398196704
2023/7/26,1.6,1.1,0.428174419,0.985714286,0.363439007,1.503333333,1.378025407
2023/7/27,2.9,1.414285714,0.762514637,1.107142857,0.628140462,1.55,1.401415541
2023/7/28,2.4,1.685714286,0.719788329,1.185714286,0.716677315,1.54,1.393977193
2023/7/29,2.2,1.885714286,0.62029179,1.285714286,0.755347238,1.46,1.27620126
2023/7/30,2.5,2.057142857,0.596816954,1.414285714,0.799862626,1.293333333,0.615844435
2023/7/31,4.5,2.514285714,1.005698052,1.685714286,1.119654578,1.416666667,0.842444445
2023/8/1,1.7,2.542857143,0.974435123,1.75,1.090342219,1.393333333,0.823756464
2023/8/2,2.5,2.671428571,0.884523008,1.885714286,1.053826101,1.446666667,0.842301172
2023/8/3,2.1,2.557142857,0.901585904,1.985714286,0.997579488,1.476666667,0.84921194
2023/8/4,1.1,2.371428571,1.059424821,2.028571429,0.940072478,1.466666667,0.851907933
2023/8/5,1.2,2.228571429,1.149948239,2.057142857,0.905295775,1.473333333,0.848907344
2023/8/6,1.3,2.057142857,1.191437707,2.057142857,0.905295775,1.48,0.846656711
2023/8/7,1.2,1.585714286,0.53674504,2.05,0.912098173,1.476666667,0.84758616
2023/8/8,1.1,1.5,0.562731434,2.021428571,0.936588385,1.48,0.845841756
2023/8/9,1.2,1.314285714,0.353216513,1.992857143,0.956326534,1.48,0.845841756
2023/8/10,2.6,1.385714286,0.539841247,1.971428571,0.937614462,1.52,0.869958382
2023/8/11,2.2,1.542857143,0.599603043,1.957142857,0.9320897,1.55,0.877594675
2023/8/12,1.8,1.628571429,0.585133277,1.928571429,0.930201443,1.57,0.876179009
2023/8/13,1.7,1.685714286,0.56694671,1.871428571,0.916874768,1.583333333,0.874971264
2023/8/14,2.8,1.914285714,0.654289873,1.75,0.599679402,1.65,0.889304261
2023/8/15,2.5,2.114285714,0.572795983,1.807142857,0.631803628,1.71,0.883703024
2023/8/16,1.5,2.157142857,0.499523583,1.735714286,0.603333232,1.736666667,0.864025596
2023/8/17,1.5,2,0.509901951,1.692857143,0.596740229,1.76,0.847145308
2023/8/18,2.4,2.028571429,0.52824958,1.785714286,0.598533005,1.82,0.825624111
2023/8/19,1.8,2.028571429,0.52824958,1.828571429,0.57436061,1.856666667,0.798137199
2023/8/20,1.7,2.028571429,0.52824958,1.857142857,0.555689849,1.896666667,0.756800586
2023/8/21,1.8,1.885714286,0.405908739,1.9,0.523303119,1.93,0.728318801
2023/8/22,1.7,1.771428571,0.30394235,1.942857143,0.475093976,1.943333333,0.720001596
2023/8/23,1.5,1.771428571,0.30394235,1.964285714,0.444811356,1.95,0.714746157
2023/8/24,1.3,1.742857143,0.340867241,1.871428571,0.437525509,1.943333333,0.720001596
2023/8/25,1.7,1.642857143,0.181265393,1.835714286,0.428965021,1.946666667,0.718587375
2023/8/26,0.6,1.471428571,0.419182879,1.75,0.541720905,1.87,0.735855121
2023/8/27,0.8,1.342857143,0.472077475,1.685714286,0.598533005,1.816666667,0.753878859
2023/8/28,0.9,1.214285714,0.448807945,1.55,0.538873469,1.773333333,0.768309085
2023/8/29,1.2,1.142857143,0.395209408,1.457142857,0.470211549,1.73,0.762550168
2023/8/30,1.4,1.128571429,0.381725406,1.45,0.470269972,1.626666667,0.556425373
2023/8/31,1.8,1.2,0.458257569,1.471428571,0.47946857,1.63,0.557178854
2023/9/1,1.9,1.228571429,0.49904671,1.435714286,0.419903181,1.61,0.535208628
2023/9/2,3.9,1.7,1.055146119,1.585714286,0.780391561,1.67,0.67474133
2023/9/3,3.2,2.042857143,1.102810263,1.692857143,0.892243745,1.74,0.720918954
2023/9/4,3,2.342857143,1.02283453,1.778571429,0.95850731,1.8,0.748792131
2023/9/5,2.4,2.514285714,0.891494198,1.828571429,0.972252398,1.836666667,0.750394532
2023/9/6,1.9,2.585714286,0.802970675,1.857142857,0.967720784,1.86,0.740735888
2023/9/7,3.9,2.885714286,0.851329492,2.042857143,1.09383889,1.953333333,0.814410442
2023/9/8,5.5,3.4,1.180395414,2.314285714,1.42389344,2.096666667,1.027713677
2023/9/9,5.7,3.657142857,1.468397247,2.678571429,1.593823932,2.2,1.218251998
2023/9/10,3.4,3.685714286,1.45994129,2.864285714,1.50721707,2.24,1.237795593
2023/9/11,3.2,3.714285714,1.446177227,3.028571429,1.398036299,2.286666667,1.246991783
2023/9/12,3,3.8,1.37113092,3.157142857,1.295978564,2.33,1.248488742
2023/9/13,1.9,3.8,1.37113092,3.192857143,1.249901095,2.3,1.247618421
2023/9/14,1.2,3.414285714,1.682684929,3.15,1.310167341,2.256666667,1.262914891
2023/9/15,1.2,2.8,1.575859554,3.1,1.373373163,2.246666667,1.27027918
2023/9/16,2.9,2.4,0.946924847,3.028571429,1.354439181,2.293333333,1.267616099
2023/9/17,2.5,2.271428571,0.84402663,2.978571429,1.360530763,2.296666667,1.268037673
2023/9/18,2.2,2.128571429,0.73872477,2.921428571,1.376270642,2.31,1.264733855
2023/9/19,1.2,1.871428571,0.696932052,2.835714286,1.446803981,2.293333333,1.276291323
2023/9/20,1.3,1.785714286,0.728991476,2.792857143,1.485035242,2.276666667,1.28618209
2023/9/21,1.1,1.771428571,0.743223353,2.592857143,1.512748027,2.256666667,1.300048629
2023/9/22,1.3,1.785714286,0.731274165,2.292857143,1.292263539,2.25,1.304567573
2023/9/23,1.4,1.571428571,0.546852466,1.985714286,0.858314218,2.253333333,1.302182077
2023/9/24,1.6,1.442857143,0.369039938,1.857142857,0.759265116,2.25,1.303774362
2023/9/25,1.6,1.357142857,0.190237946,1.742857143,0.654821509,2.283333333,1.272543837
2023/9/26,1.2,1.357142857,0.190237946,1.614285714,0.55864829,2.296666667,1.258483853
2023/9/27,1.3,1.357142857,0.190237946,1.571428571,0.558057857,2.31,1.245225364
2023/9/28,1.5,1.414285714,0.157359158,1.592857143,0.548374221,2.32,1.237182561
2023/9/29,1.9,1.5,0.230940108,1.642857143,0.541670189,2.336666667,1.227692912
2023/9/30,1.4,1.5,0.230940108,1.535714286,0.404982702,2.323333333,1.235867232
2023/10/1,1.3,1.457142857,0.237045304,1.45,0.29807072,2.303333333,1.247752002
2023/10/2,2.4,1.571428571,0.430945804,1.464285714,0.338792296,2.253333333,1.211079124
2023/10/3,6,2.257142857,1.69789786,1.807142857,1.251131356,2.346666667,1.382335189
2023/10/4,4.7,2.742857143,1.857289372,2.05,1.458001794,2.403333333,1.443530952
2023/10/5,4.6,3.185714286,1.880982519,2.3,1.577729625,2.476666667,1.498201988
2023/10/6,4.9,3.614285714,1.880982519,2.557142857,1.691478318,2.576666667,1.557337102
2023/10/7,4.5,4.057142857,1.61952374,2.778571429,1.730797314,2.596666667,1.578625184
2023/10/8,4.3,4.485714286,1.073046398,2.971428571,1.73977389,2.556666667,1.516503086
2023/10/9,4.2,4.742857143,0.602376247,3.157142857,1.720784385,2.506666667,1.431645625
2023/10/10,2.3,4.214285714,0.876410428,3.235714286,1.648125809,2.47,1.422031087
2023/10/11,2.4,3.885714286,1.073046398,3.314285714,1.573265659,2.443333333,1.415355039
2023/10/12,2.6,3.6,1.116542282,3.392857143,1.501519377,2.43,1.411809795
2023/10/13,2.7,3.285714286,0.992351704,3.45,1.454832795,2.456666667,1.409006334
2023/10/14,3.1,3.085714286,0.835520938,3.571428571,1.336717317,2.52,1.393185385
2023/10/15,3.4,2.957142857,0.670465368,3.721428571,1.169601228,2.593333333,1.379138495
2023/10/16,3.2,2.814285714,0.422013315,3.778571429,1.118500763,2.603333333,1.382522266
2023/10/17,4.2,3.085714286,0.606708528,3.65,0.931293559,2.66,1.412652189
2023/10/18,2.1,3.042857143,0.670465368,3.464285714,0.964450535,2.656666667,1.413892483
2023/10/19,6.2,3.557142857,1.330234494,3.578571429,1.180077293,2.823333333,1.526475167
2023/10/20,5.9,4.014285714,1.522529224,3.65,1.291242693,2.976666667,1.597559202
2023/10/21,4.8,4.257142857,1.487567525,3.671428571,1.308803665,3.1,1.590488973
2023/10/22,4.6,4.428571429,1.44073394,3.692857143,1.322273267,3.21,1.575753788
2023/10/23,4.1,4.557142857,1.350132269,3.685714286,1.319590346,3.3,1.545627872
2023/10/24,4.2,4.557142857,1.350132269,3.821428571,1.262584999,3.386666667,1.519694464
2023/10/25,4.1,4.842857143,0.869592132,3.942857143,1.195320546,3.47,1.486525688
2023/10/26,2.7,4.342857143,0.960654539,3.95,1.186948252,3.52,1.431758022
2023/10/27,2.8,3.9,0.828653526,3.957142857,1.179122415,3.57,1.376690184
2023/10/28,2.9,3.628571429,0.795223838,3.942857143,1.191453079,3.616666667,1.32693147
2023/10/29,2.7,3.357142857,0.729970645,3.892857143,1.230049584,3.643333333,1.298987227
2023/10/30,3.1,3.214285714,0.654289873,3.885714286,1.234664167,3.7,1.233162461
2023/10/31,2.6,2.985714286,0.51777914,3.771428571,1.276671496,3.743333333,1.166983537
2023/11/1,2.3,2.728571429,0.249761791,3.785714286,1.257504943,3.74,1.1710885
2023/11/2,2.2,2.657142857,0.32071349,3.5,1.112861869,3.613333333,1.122722471
2023/11/3,2.5,2.614285714,0.318478526,3.257142857,0.899328199,3.54,1.121144735
2023/11/4,3.8,2.742857143,0.55032458,3.185714286,0.801783726,3.513333333,1.104452847
2023/11/5,3.8,2.9,0.678232998,3.128571429,0.717290384,3.476666667,1.074687872
2023/11/6,0.9,2.585714286,1.002378125,2.9,0.876180522,3.356666667,1.154506413
2023/11/7,1.4,2.414285714,1.097616465,2.7,0.876180522,3.26,1.193545862
2023/11/8,1.6,2.314285714,1.140801723,2.521428571,0.821985,3.173333333,1.217100379
2023/11/9,1.5,2.214285714,1.182410774,2.435714286,0.863452055,3.146666667,1.245331512
2023/11/10,1.2,2.028571429,1.231143487,2.321428571,0.915825455,3.106666667,1.288659644
2023/11/11,1.3,1.671428571,0.965598753,2.207142857,0.937643762,3.063333333,1.327555008
2023/11/12,1.2,1.3,0.230940108,2.1,0.962368872,3.013333333,1.369302197
