theoretical_q,sample_q
-0.42603994394582956,-0.27432820623503784
-0.4238797084987928,-0.2741563312882356
-0.42172144932889266,-0.2732684563343771
-0.4195651527884211,-0.26777175091270183
-0.41741080530335356,-0.26678436068654043
-0.4152583933726089,-0.2647517801481944
-0.41310790356731647,-0.26321447930905706
-0.41095932253009027,-0.2613261215161871
-0.4088126369743129,-0.26113228344407174
-0.40666783368342474,-0.2598194598556299
-0.40452489951022147,-0.2598010989422795
-0.40238382137616024,-0.2580346060673187
-0.40024458627067067,-0.25771306480440315
-0.39810718125047556,-0.2566951922206189
-0.39597159343891675,-0.25656215071311994
-0.3938378100252882,-0.25618990973057565
-0.39170581826417794,-0.255250374505259
-0.38957560547481385,-0.2537589310096408
-0.3874471590404181,-0.25196750313198435
-0.38532046640756773,-0.24995264935827366
-0.3831955150855614,-0.24963354492819528
-0.381072292645793,-0.24820790319619787
-0.37895078672113197,-0.24791088639102568
-0.37683098500530776,-0.2459394324644904
-0.37471287525230357,-0.2455096342860382
-0.3725964452757541,-0.24532308906143718
-0.37048168294834893,-0.24483683008846688
-0.3683685762012445,-0.24275700015231902
-0.366257113023478,-0.24104378542736135
-0.36414728146139075,-0.23823567931097547
-0.3620390696180549,-0.23479044046237327
-0.3599324656527061,-0.23371600570821094
-0.35782745778018293,-0.23228651359268382
-0.3557240342703703,-0.2299069952442928
-0.3536221834476486,-0.22018207314959867
-0.3515218936903492,-0.2177746152105195
-0.3494231534302131,-0.21751520114474887
-0.34732595115185727,-0.2145396458566467
-0.3452302753922442,-0.21229974555158213
-0.3431361147401565,-0.21206464885079862
-0.3410434578356782,-0.21206287949652225
-0.33895229336967897,-0.21108061511111337
-0.3368626100833039,-0.21041308344978885
-0.3347743967674688,-0.2096989166223393
-0.3326876422623586,-0.20950973721216412
-0.33060233545693174,-0.20665806132873785
-0.32851846528842915,-0.20615157482335458
-0.32643602074188593,-0.20583256478269552
-0.32435499084965036,-0.20324023141598374
-0.3222753646909047,-0.20118988234186289
-0.3201971313911915,-0.20054150603469997
-0.31812028012194477,-0.20010695497681524
-0.3160448001000236,-0.19837721797003985
-0.3139706805872518,-0.19538575884466472
-0.3118979108899608,-0.1918175757212783
-0.3098264803585361,-0.18929911370514782
-0.30775637838696873,-0.18747532942315093
-0.30568759441241045,-0.18365821793876658
-0.3036201179147315,-0.18312214843067526
-0.3015539384160849,-0.18275028746012242
-0.29948904548047134,-0.1780188508248798
-0.2974254287133105,-0.17545348479091238
-0.29536307776101467,-0.1753913330400287
-0.29330198231056587,-0.17406814894877742
-0.2912421320890975,-0.1718399146521023
-0.2891835168634792,-0.1714114894364442
-0.28712612643990415,-0.1703718257180236
-0.2850699506634818,-0.1699753833369604
-0.28301497941783194,-0.1690596535769173
-0.28096120262468405,-0.16902170193054786
-0.2789086102434786,-0.16645962398285183
-0.27685719227097166,-0.166441075450477
-0.27480693874084383,-0.16635407598645885
-0.2727578397233116,-0.16517034568142497
-0.27070988532474094,-0.1623520265513244
-0.2686630656872668,-0.16226116493342835
-0.26661737098841176,-0.1617506308438443
-0.26457279144071166,-0.16118808764030662
-0.2625293172913412,-0.1581765621975153
-0.26048693882174373,-0.15790831901929944
-0.25844564634726447,-0.15688127173533556
-0.2564054302167854,-0.1563087989509062
-0.25436628081236345,-0.1560410399599929
-0.2523281885488723,-0.1558306725285069
-0.25029114387364504,-0.15385979133598454
-0.24825513726612197,-0.15238998572039772
-0.24622015923749904,-0.1523163144496537
-0.24418620033037958,-0.15190043759644362
-0.24215325111842925,-0.15172391383115846
-0.2401213022060331,-0.15104881135685433
-0.23809034422795416,-0.1498142778045703
-0.23606036784899698,-0.14921522782214322
-0.2340313637636707,-0.14872446938742342
-0.23200332269585727,-0.1466767575883373
-0.22997623539848008,-0.14638265877375392
-0.22795009265317545,-0.1442602027867519
-0.22592488526996757,-0.14405490034661758
-0.22390060408694437,-0.14338825675139838
-0.2218772399699357,-0.14318258955942914
-0.21985478381219534,-0.14181780983664471
-0.21783322653408277,-0.14030618609147255
-0.21581255908274968,-0.13926491791580933
-0.2137927724318267,-0.13915124233893703
-0.21177385758111267,-0.13911729391943645
-0.20975580555626708,-0.13575078581537595
