lag,pacf,ci_low,ci_high,is_significant
0,1.0,1.0,1.0,1
1,0.8935329257397544,0.8380301294001199,0.9490357220793889,1
2,0.054388646859951185,-0.0011141494796833226,0.10989144319958569,0
3,0.15085995367414914,0.09535715733451464,0.20636275001378365,1
4,0.04377188919311232,-0.011730907146522189,0.09927468553274682,0
5,0.03958586177125417,-0.015916934568380336,0.09508865811088868,0
6,0.07474339902195563,0.019240602682321126,0.13024619536159016,1
7,0.11538412251293656,0.05988132617330205,0.17088691885257107,1
8,0.06974419139481135,0.01424139505517684,0.12524698773444587,1
9,0.03752007684164572,-0.01798271949798879,0.09302287318128022,0
10,0.02438960053503809,-0.031113195804596417,0.0798923968746726,0
11,0.06001234519086965,0.00450954885123514,0.11551514153050416,1
12,0.08797345653917081,0.0324706601995363,0.14347625287880533,1
13,0.0714135713434692,0.0159107750038347,0.12691636768310371,1
14,0.06227571973859353,0.006772923398959019,0.11777851607822803,1
15,0.00836099992212827,-0.04714179641750624,0.06386379626176278,0
16,0.0754037697760942,0.01990097343645969,0.1309065661157287,1
17,-0.010156242886371975,-0.06565903922600648,0.045346553453262536,0
18,-0.04525919267163547,-0.10076198901126998,0.010243603667999035,0
19,0.04141312386536937,-0.014089672474265139,0.09691592020500388,0
20,0.08020409545170497,0.02470129911207046,0.1357068917913395,1
21,-0.007923347899469508,-0.06342614423910402,0.047579448440165,0
22,0.024983376238975653,-0.030519420100658855,0.08048617257861015,0
23,0.05041042911530772,-0.005092367224326787,0.10591322545494222,0
24,0.08213015906078794,0.02662736272115343,0.13763295540042245,1
25,-0.031590467634289944,-0.08709326397392445,0.023912328705344564,0
26,-0.0006825922072291486,-0.056185388546863654,0.05482020413240536,0
27,-0.03104908734378699,-0.0865518836834215,0.024453708995847517,0
28,-0.008817553395469328,-0.06432034973510384,0.04668524294416518,0
29,0.0399148554655522,-0.015587940874082308,0.09541765180518672,0
30,-0.0011525189091058478,-0.05665531524874036,0.05435027743052866,0
31,0.0395941762552534,-0.01590862008438111,0.0950969725948879,0
32,0.0029660500084224776,-0.05253674633121203,0.058468846348056984,0
33,-0.046491442851328744,-0.10199423919096326,0.009011353488305764,0
34,-0.04480367378937312,-0.10030647012900762,0.01069912255026139,0
35,-0.006710031245426403,-0.062212827585060915,0.0487927650942081,0
36,-0.026707354109294746,-0.08221015044892925,0.028795442230339762,0
37,-0.04640373373375587,-0.10190653007339037,0.009099062605878637,0
38,0.010806748095309387,-0.04469604824432512,0.0663095444349439,0
39,-0.04209889152330176,-0.09760168786293627,0.013403904816332746,0
40,-0.016203555198106016,-0.07170635153774052,0.039299241141528496,0
41,0.045172141097327,-0.010330655242307508,0.10067493743696151,0
42,0.006101043143680068,-0.04940175319595444,0.061603839483314576,0
43,-0.019499858499773207,-0.07500265483940771,0.036002937839861304,0
44,-0.009981422172465332,-0.06548421851209985,0.04552137416716918,0
45,-0.014443849922247114,-0.06994664626188163,0.041058946417387394,0
46,0.047289635910455825,-0.008213160429178683,0.10279243225009033,0
47,-0.010405697468774608,-0.06590849380840912,0.0450970988708599,0
48,0.008233999899516065,-0.047268796440118444,0.06373679623915057,0
49,0.009782799357788948,-0.04571999698184556,0.06528559569742345,0
50,0.011917377150331499,-0.04358541918930301,0.06742017348996601,0
51,0.02500568800810844,-0.03049710833152607,0.08050848434774295,0
52,0.023098832009159527,-0.03240396433047498,0.07860162834879403,0
53,-0.009818028250538216,-0.06532082459017273,0.04568476808909629,0
54,-0.02515192279239992,-0.08065471913203442,0.030350873547234588,0
55,0.042482130108914655,-0.013020666230719853,0.09798492644854917,0
56,0.021615621800846318,-0.03388717453878819,0.07711841814048083,0
57,-0.03191821264815955,-0.08742100898779406,0.02358458369147496,0
58,-0.00046591078496759504,-0.055968707124602106,0.05503688555466691,0
59,-0.03507076758830066,-0.09057356392793517,0.020432028751333847,0
60,-0.004716266956892105,-0.06021906329652661,0.050786529382742404,0
