lag,acf,ci_low,ci_high,is_significant
0,1.0,1.0,1.0,1
1,0.8935329257397544,0.8380301294001199,0.9490357220793889,1
2,0.8093657813380507,0.7199252650019259,0.8988062976741755,1
3,0.7627826615298712,0.6530758264960819,0.8724894965636605,1
4,0.7224923655796007,0.5975109265863471,0.8474738045728544,1
5,0.6857873281822668,0.5485414331926279,0.8230332231719057,1
6,0.6624261947607858,0.5150015121311756,0.809850877390396,1
7,0.6571564354349467,0.5008311687584027,0.8134817021114907,1
8,0.6539565401910709,0.48934093569951226,0.8185721446826295,1
9,0.6454977418870567,0.47306469120480366,0.8179307925693097,1
10,0.6343009921006616,0.4545781645248197,0.8140238196765035,1
11,0.6298221741682459,0.4433304954678847,0.8163138528686071,1
12,0.6344822967355536,0.44154936848864146,0.8274152249824657,1
13,0.640175516869468,0.4409184378084504,0.8394325959304857,1
14,0.6452702524749717,0.4397748437820589,0.8507656611678845,1
15,0.6419211245378039,0.43027592225118216,0.8535663268244257,1
16,0.6462563377878685,0.42869609346530735,0.8638165821104297,1
17,0.639442147850626,0.4160464560939348,0.8628378396073173,1
18,0.6167176192040065,0.38775292161773656,0.8456823167902764,1
19,0.6054675552179484,0.37144157961222585,0.8394935308236708,1
20,0.6110739528438751,0.3722711713469474,0.8498767343408028,1
21,0.6068471914632744,0.3632750234175916,0.8504193595089571,1
22,0.6014046013947582,0.3532185481156377,0.8495906546738786,1
23,0.6056548855215069,0.35301934291256515,0.8582904281304486,1
24,0.6201086498159969,0.36303915256582203,0.8771781470661717,1
25,0.6155771974965384,0.3539402517346073,0.8772141432584695,1
26,0.604633355570881,0.33857216437289733,0.8706945467688647,1
27,0.5910274060567018,0.32076651503896625,0.8612882970744373,1
28,0.5798717166997255,0.30565809333898036,0.8540853400604707,1
29,0.5776443502119237,0.29967889273883036,0.8556098076850172,1
30,0.5723921001785615,0.2907529779295804,0.8540312224275426,1
31,0.5729953579083223,0.28779511259703805,0.8581956032196066,1
32,0.5729700346359557,0.2842452144667654,0.8616948548051462,1
33,0.5621771529149063,0.2699705738571733,0.8543837319726393,1
34,0.5434298276715939,0.2479101754003688,0.838949479942819,1
35,0.5278223666547976,0.2292401463341862,0.8264045869754091,1
36,0.5160921696067872,0.21464929163502366,0.8175350475785507,1
37,0.5014852446824184,0.19733260183242812,0.8056378875324086,1
38,0.4950714056699347,0.18838219047572707,0.8017606208641423,1
39,0.48473197091793296,0.1755906781209558,0.7938732637149102,1
40,0.47847518176835024,0.16700128691209332,0.7899490766246071,1
41,0.4826729923042083,0.16894300500743603,0.7964029796009806,1
42,0.48163575957465565,0.16562645422729383,0.7976450649220175,1
43,0.47490136867986527,0.1566387494919354,0.7931639878677952,1
44,0.47043466690235114,0.1499964974874412,0.790872836317261,1
45,0.4669718525366835,0.1444131283939319,0.7895305766794352,1
46,0.4723687980546172,0.14773417077944828,0.7970034253297861,1
47,0.47056251335198684,0.14381737388285853,0.7973076528211152,1
48,0.468939350137407,0.1401131993045499,0.7977655009702641,1
49,0.4690289637160988,0.13814908629280653,0.7999088411393911,1
50,0.4663789840298348,0.1334572710598076,0.799300696999862,1
51,0.4635871161394551,0.1286588127824645,0.7985154194964457,1
52,0.46284677930617246,0.1259475756375757,0.7997459829747693,1
53,0.45707315263230375,0.11822074711003505,0.7959255581545724,1
54,0.44567131102918234,0.10492491175017776,0.7864177103081869,1
55,0.44820851358550073,0.10567114568176555,0.7907458814892359,1
56,0.45221030962578035,0.10787099827883972,0.796549620972721,1
57,0.44304513153724595,0.0968811897587617,0.7892090733157302,1
58,0.43532669611117264,0.08742033693020235,0.7832330552921429,1
59,0.42168865952144063,0.07210830445489563,0.7712690145879857,1
60,0.409580916528189,0.0584370666366687,0.7607247664197093,1
