lag,pacf,ci_low,ci_high,is_significant
0,1.0,1.0,1.0,1
1,-0.10534579798854271,-0.1608708622513759,-0.04982073372570953,1
2,-0.19025732480385132,-0.2457823890666845,-0.13473226054101814,1
3,-0.07403977860840537,-0.12956484287123854,-0.01851471434557219,1
4,-0.0674990038282146,-0.12302406809104777,-0.011973939565381418,1
5,-0.09892219422935401,-0.15444725849218718,-0.043397129966520835,1
6,-0.13581448409727123,-0.19133954836010442,-0.08028941983443805,1
7,-0.08586072493699856,-0.14138578919983175,-0.030335660674165384,1
8,-0.051734140592545094,-0.10725920485537827,0.0037909236702880836,0
9,-0.03708543267822069,-0.09261049694105386,0.01843963158461249,0
10,-0.07220093208751344,-0.12772599635034662,-0.01667586782468026,1
11,-0.0982555232149912,-0.1537805874778244,-0.042730458952158025,1
12,-0.08148202452582672,-0.1370070887886599,-0.025956960262993538,1
13,-0.06998995678040142,-0.1255150210432346,-0.014464892517568238,1
14,-0.016004615480587136,-0.07152967974342031,0.039520448782246045,0
15,-0.08220209493395217,-0.13772715919678535,-0.02667703067111899,1
16,0.003895214380640094,-0.05162984988219308,0.059420278643473275,0
17,0.03894967129547411,-0.01657539296735907,0.0944747355583073,0
18,-0.046647000236938393,-0.10217206449977156,0.008878064025894784,0
19,-0.08700817777323255,-0.14253324203606574,-0.031483113510399376,1
20,0.0025623968527539367,-0.05296266741007924,0.058087461115587116,0
21,-0.03043181497551833,-0.0859568792383515,0.025093249287314847,0
22,-0.053851453140394974,-0.10937651740322815,0.0016736111224382039,0
23,-0.08773279228536174,-0.14325785654819492,-0.03220772802252856,1
24,0.027568765997781765,-0.027956298265051412,0.08309383026061494,0
25,0.002960242354724487,-0.05256482190810869,0.058485306617557666,0
26,0.019927296001594208,-0.03559776826123897,0.07545236026442739,0
27,0.002339569883881866,-0.053185494378951315,0.05786463414671504,0
28,-0.04726541499893657,-0.10279047926176975,0.008259649263896607,0
29,-0.003800804430947819,-0.059325868693780995,0.05172425983188536,0
30,-0.04707932726915497,-0.10260439153198815,0.008445736993678205,0
31,-0.010360766746236634,-0.0658858310090698,0.04516429751659654,0
32,0.040593340445605156,-0.014931723817228022,0.09611840470843833,0
33,0.03797344919256647,-0.01755161507026671,0.09349851345539964,0
34,-0.0007384261046551981,-0.05626349036748837,0.05478663815817798,0
35,0.01988923361557507,-0.03563583064725811,0.07541429787840825,0
36,0.038263144745525196,-0.017261919517307982,0.09378820900835838,0
37,-0.013143309406135196,-0.06866837366896837,0.042381754856697984,0
38,0.03529967469528623,-0.02022538956754695,0.0908247389581194,0
39,0.007627929096429751,-0.047897135166403426,0.06315299335926293,0
40,-0.05396715318614707,-0.10949221744898024,0.001557911076686111,0
41,-0.0031074741184822087,-0.05863253838131539,0.05241759014435097,0
42,0.02161936553609623,-0.033905698726736946,0.07714442979892941,0
43,0.0016643180767026056,-0.05386074618613057,0.057189382339535785,0
44,0.012302684379909288,-0.04322237988292389,0.06782774864274246,0
45,-0.056782406837787694,-0.11230747110062086,-0.0012573425749545161,1
46,0.006287831887807834,-0.04923723237502534,0.06181289615064101,0
47,-0.010619846031547192,-0.06614491029438037,0.04490521823128599,0
48,-0.012646685729077095,-0.06817174999191028,0.04287837853375608,0
49,-0.018955756665618148,-0.07448082092845132,0.03656930759721503,0
50,-0.029069685106168284,-0.08459474936900147,0.026455379156664894,0
51,-0.027483438103830277,-0.08300850236666346,0.0280416261590029,0
52,0.008430957107926674,-0.0470941071549065,0.06395602137075986,0
53,0.022713483095111165,-0.03281158116772201,0.07823854735794435,0
54,-0.04739846344030899,-0.10292352770314217,0.008126600822524185,0
55,-0.025471015073201236,-0.08099607933603442,0.03005404918963194,0
56,0.027535010241081542,-0.027990054021751636,0.08306007450391473,0
57,-0.0037507086985665806,-0.059275772961399756,0.0517743555642666,0
58,0.028676860210923708,-0.02684820405190947,0.08420192447375688,0
59,0.00020867459223135844,-0.05531638967060182,0.05573373885506454,0
60,-0.014667153374833552,-0.07019221763766673,0.04085791088799963,0
