lag,acf,ci_low,ci_high,is_significant
0,1.0,1.0,1.0,1
1,-0.205371378997905,-0.2608964432607382,-0.14984631473507182,1
2,0.06010023724777448,0.0022806783270136327,0.11791979616853533,1
3,-0.13742001897310796,-0.19543185793688714,-0.07940818000932878,1
4,-0.011551191192052447,-0.07055809802866157,0.047455715644556674,0
5,-0.12596418009280222,-0.1849780580594101,-0.06695030212619434,1
6,0.0484734033943859,-0.011363663697002986,0.10831047048577477,0
7,-0.07598939050313992,-0.1359473993296098,-0.016031381676670044,1
8,0.06620297618288681,0.005948780694746136,0.1264571716710275,1
9,0.04753129691615748,-0.012946739724300667,0.10800933355661563,0
10,0.0046311288307472834,-0.05596196846795013,0.0652242261294447,0
11,-0.009496052794319842,-0.07009024134438617,0.05109813575574648,0
12,-0.044920884806899694,-0.10551966128889348,0.015677891675094084,0
13,0.00801967137343668,-0.05268168056983716,0.06872102331671052,0
14,0.013883789613720103,-0.046820828818820374,0.07458840804626057,0
15,0.028365172408464392,-0.03234923500403235,0.08907957982096112,0
16,0.0542020944118035,-0.006553155394140711,0.11495734421774771,0
17,-0.026770569924838155,-0.08767471969839692,0.034133579848720605,0
18,-0.019767854548997,-0.08070827178755227,0.04117256268955828,0
19,-0.02718521817260446,-0.08814540152825419,0.03377496518304528,0
20,-0.041220419378018874,-0.10221796768687426,0.01977712893083651,0
21,-0.02715808912886435,-0.08824145677733511,0.03392527851960642,0
22,-0.019437025308231954,-0.0805576082381729,0.041683557621708986,0
23,-0.017823965519558786,-0.07896360229168337,0.0433156712525658,0
24,0.07450701425797351,0.013351359530985776,0.13566266898496127,1
25,0.06827376769722483,0.006838893603893274,0.12970864179055638,1
26,-0.011680162055004432,-0.0733485144039995,0.04998819029399064,0
27,0.02597014026309369,-0.03570503216665661,0.08764531269284398,0
28,-0.035203647365851284,-0.09691252505732789,0.026505230325625316,0
29,0.012830008616226221,-0.04894075446095889,0.07460077169341134,0
30,-0.09263258942411103,-0.1544115677400725,-0.030853611108149555,1
31,0.01821037609782836,-0.04399534643620945,0.08041609863186618,0
32,-0.030326610159332194,-0.0925487661252771,0.031895545806612705,0
33,0.06399641671471305,0.001728707235726011,0.1262641261937001,1
34,-0.04995401617996752,-0.11242417721777202,0.012516144857836989,0
35,-0.01447353202939773,-0.07706672529359918,0.04811966123480371,0
36,0.04236639856326804,-0.020237111958998258,0.10496990908553434,0
37,0.010663599548355966,-0.05202824260857199,0.07335544170528392,0
38,-0.022410200692190338,-0.08510763469760135,0.04028723331322068,0
39,0.0017024047104879187,-0.06101972004926252,0.06442452947023836,0
40,0.048984381932845523,-0.013737885283483346,0.11170664914917439,0
41,-0.05167295177374782,-0.11451305116881821,0.011167147621322572,0
42,0.051705018356703235,-0.011265943730589499,0.11467598044399596,0
43,-0.04549301092363816,-0.10859472627900166,0.017608704431725346,0
44,-0.01142287777902239,-0.07462562974904897,0.0517798741910042,0
45,-0.03519936204194771,-0.09840847861534621,0.028009754531450798,0
46,0.01947405179418866,-0.04379546806241753,0.08274357165079485,0
47,-0.013051184445196531,-0.07633918136022805,0.05023681246983499,0
48,0.013556859525644286,-0.04973943452477589,0.07685315357606445,0
49,-0.005533163907112787,-0.06883840928284643,0.05777208146862086,0
50,-0.02600502908711234,-0.08931176547230829,0.0373017072980836,0
51,-0.0016523544545719057,-0.06499201615794255,0.06168730724879874,0
52,-0.05702482363755455,-0.1203646182358439,0.0063149709607348,0
53,0.02815129037730756,-0.035346588167984375,0.09164916892259949,0
54,0.0007643086862318605,-0.0627720364775676,0.06430065385003131,0
55,0.09474962692403319,0.03121325341412788,0.15828600043393848,1
56,0.018733624185890526,-0.04523688903288145,0.08270413740466251,0
57,-0.018110938824515286,-0.08209836363595083,0.04587648598692026,0
58,-0.032897460826539875,-0.09690068762906187,0.03110576597598213,0
59,-0.018746172090857455,-0.08280150927633971,0.045309165094624806,0
60,-0.041004833904804736,-0.10507708292361814,0.02306741511400867,0
