Date,observed,seasonal,resid
2022/9/26,106,4.640524825,-0.028128658
2022/9/27,131,14.28097599,14.01153384
2022/9/28,107,-1.281818194,7.64397636
2022/9/29,159,-9.062898623,68.69216433
2022/9/30,157,0.612563215,57.73274889
2022/10/1,162,-9.951192941,74.10532617
2022/10/2,78,2.445635232,-20.51028134
2022/10/3,95,-0.413394646,2.365445757
2022/10/4,103,8.837042596,3.217645181
2022/10/5,83,1.52691132,-9.143328358
2022/10/6,94,-2.926069678,6.682321981
2022/10/7,102,7.979065005,4.224525293
2022/10/8,73,-11.09855382,-5.198488213
2022/10/9,94,1.27397257,4.060348277
2022/10/10,77,-4.543604292,-6.593010647
2022/10/11,85,-1.220475207,-2.26046822
2022/10/12,98,3.282971278,4.984266217
2022/10/13,84,3.337582641,-9.931264802
2022/10/14,75,15.58195408,-31.60080973
2022/10/15,121,-11.15514041,40.69456693
2022/10/16,105,-0.251061139,13.1514022
2022/10/17,89,-9.730179417,5.90974011
2022/10/18,77,-8.334455112,-8.00159205
2022/10/19,95,6.192741097,-3.900225798
2022/10/20,104,6.940284002,6.40593256
2022/10/21,108,17.49763204,1.527028896
2022/10/22,85,-8.679615274,5.618731448
2022/10/23,70,-3.684570696,-13.82141427
2022/10/24,47,-11.57186581,-28.42288729
2022/10/25,69,-8.084726928,-9.343824055
2022/10/26,102,5.709607883,10.36397658
2022/10/27,97,10.06781365,0.807120901
2022/10/28,69,17.09974877,-35.31950023
2022/10/29,77,-5.879028278,-6.103441834
2022/10/30,83,-7.558003586,-0.160781743
2022/10/31,71,-12.00826535,-9.127997438
2022/11/1,103,-5.223056463,14.8311928
2022/11/2,97,3.571910405,-1.501767028
2022/11/3,110,9.63285048,3.931066713
2022/11/4,116,13.16776944,5.249675351
2022/11/5,93,-2.820496589,-2.346525078
2022/11/6,89,-5.898023061,-3.212683248
2022/11/7,95,-10.95762246,8.226214599
2022/11/8,96,-1.453211985,0.151626768
2022/11/9,95,-0.157561601,-1.373863098
2022/11/10,103,7.106795134,0.478603168
2022/11/11,98,8.391617676,-4.398600301
2022/11/12,106,-1.295993084,15.00205073
2022/11/13,91,-3.48519788,3.869110713
2022/11/14,77,-3.747333727,-8.532561419
2022/11/15,86,-1.87508037,-0.504155198
2022/11/16,82,-3.55233273,-2.411818794
2022/11/17,83,6.394111262,-11.42694595
2022/11/18,91,3.191574212,-0.829627616
2022/11/19,86,1.295235582,-5.114272993
2022/11/20,93,-2.790322505,4.553970715
2022/11/21,101,0.193418003,8.236669412
2022/11/22,89,-2.522752964,-2.25682172
2022/11/23,92,-5.274047739,2.417651395
2022/11/24,107,5.373587289,5.84627709
2022/11/25,92,0.381664651,-5.061075834
2022/11/26,95,2.459391254,-5.334741023
2022/11/27,89,-3.587316897,-7.219440518
2022/11/28,106,2.878483517,0.539389619
2022/11/29,101,-0.683028232,-4.247716205
2022/11/30,98,-4.091041737,-7.502685853
2022/12/1,121,4.949867424,2.64808989
2022/12/2,124,-2.821557524,9.775713054
2022/12/3,130,2.437691268,7.221577057
2022/12/4,121,-4.658621207,2.413004061
2022/12/5,125,3.041908147,-3.919907007
2022/12/6,132,0.074719895,3.763990213
2022/12/7,127,0.278708974,-3.853878377
2022/12/8,132,3.862718089,-5.530038774
2022/12/9,124,-2.569681867,-10.40668624
2022/12/10,147,0.524211803,7.006821811
2022/12/11,173,-3.323410125,35.30995229
2022/12/12,154,-0.293600133,12.35158231
2022/12/13,163,-1.845132843,22.18104131
2022/12/14,156,4.989674334,8.018861146
2022/12/15,147,2.386474618,2.481049073
2022/12/16,135,-0.274482221,-4.471022069
2022/12/17,125,-1.790006678,-10.12302179
2022/12/18,131,-0.284751682,-3.337832812
2022/12/19,126,-3.988528056,-2.994742944
2022/12/20,122,-5.692076719,-4.237966805
2022/12/21,145,5.82690305,7.700849018
2022/12/22,132,5.534184802,-5.143752871
2022/12/23,142,2.722322737,7.261042099
2022/12/24,123,-3.258062053,-6.38804672
2022/12/25,135,2.172302036,-1.354124375
2022/12/26,123,-6.663151009,-7.505336667
2022/12/27,128,-10.08707184,-3.302716176
2022/12/28,138,4.491822884,-12.96659615
2022/12/29,125,9.761000245,-36.76700194
2022/12/30,163,5.544846941,1.059889496
2022/12/31,170,-4.441484751,15.02871531
2023/1/1,176,2.223988284,11.49919234
2023/1/2,185,-6.715278301,26.77564779
2023/1/3,199,-9.826740459,42.50289789
2023/1/4,167,1.178516362,-0.319134041
2023/1/5,181,12.92061479,2.87783999
2023/1/6,165,4.787276779,-3.347961285
2023/1/7,157,-4.473454971,-0.538839006
2023/1/8,160,0.144129602,-1.124706582
2023/1/9,153,-4.010078789,-2.756873498
2023/1/10,148,-6.763679661,-3.064575315
2023/1/11,167,-1.180920221,12.82608892
2023/1/12,174,14.50054389,6.943345166
2023/1/13,162,1.615558276,11.15054144
2023/1/14,121,-4.293724477,-19.90573674
2023/1/15,135,-4.817317148,-0.639781398
2023/1/16,140,-1.271067823,5.829785887
2023/1/17,131,-2.126084217,2.459742949
2023/1/18,115,-0.603579414,-11.0318804
2023/1/19,125,12.66575174,-11.21476742
2023/1/20,112,0.073014613,-9.303132349
2023/1/21,121,-3.699917759,5.162407991
2023/1/22,109,-8.098313894,-1.633697239
2023/1/23,113,0.516929184,-6.366395028
2023/1/24,125,0.289171279,5.257109167
2023/1/25,115,0.362701123,-5.648911274
2023/1/26,137,8.221931554,7.401143796
2023/1/27,120,-1.001585789,-1.891397461
2023/1/28,121,0.427662231,-4.048833468
2023/1/29,108,-5.998871845,-12.09329037
2023/1/30,136,-1.063730115,9.834454537
2023/1/31,127,-2.007422747,0.840153599
2023/2/1,144,1.297155091,13.87290358
2023/2/2,134,3.693711673,0.954092468
2023/2/3,128,1.569460236,-3.025820454
2023/2/4,135,2.394847088,3.726947162
2023/2/5,127,-1.618588794,0.732135146
2023/2/6,118,2.113555457,-10.98403311
2023/2/7,121,-10.31014611,5.326354899
2023/2/8,129,1.934327959,1.839452331
2023/2/9,116,-1.942740732,-6.040515553
2023/2/10,132,3.699676716,6.50200052
2023/2/11,125,3.092417906,2.482732112
2023/2/12,131,4.489725246,9.085554002
2023/2/13,81,5.101112457,-39.47206795
2023/2/14,86,-11.142987,-15.98811694
2023/2/15,95,0.147066225,-15.91149579
2023/2/16,107,-9.522979427,8.228781532
2023/2/17,115,2.488182114,5.868320513
2023/2/18,103,3.67752508,-6.829042339
2023/2/19,106,10.03280822,-9.897584369
2023/2/20,120,7.64412062,6.851935231
2023/2/21,128,-10.27006063,32.94321796
2023/2/22,115,-3.931607969,13.6524355
2023/2/23,82,-9.068088789,-14.37517031
2023/2/24,97,-0.494101084,-7.976848765
2023/2/25,113,2.704930804,5.540816616
2023/2/26,125,10.93387333,10.60901334
2023/2/27,112,8.209867074,1.32908978
2023/2/28,96,-8.073263526,2.028878129
2023/3/1,89,-3.936144861,-9.123256384
2023/3/2,79,-3.581738694,-19.66633527
2023/3/3,96,-4.713616866,-2.02037855
2023/3/4,103,1.253289344,-2.364659938
2023/3/5,115,10.5470547,-2.176992159
2023/3/6,108,2.098099481,-4.253914518
2023/3/7,114,-4.191614814,4.029882852
2023/3/8,111,-1.344203073,-5.450791551
2023/3/9,133,3.884121059,8.481923722
2023/3/10,122,-7.733782584,6.807575501
2023/3/11,129,-2.593752893,6.829021417
2023/3/12,137,6.888037834,4.284973629
2023/3/13,124,-2.501793245,0.662814084
2023/3/14,112,-1.318280855,-11.57987336
2023/3/15,131,1.868233594,5.659293471
2023/3/16,145,11.48695723,11.15946414
2023/3/17,108,-9.093736931,-4.788737437
2023/3/18,105,-4.643474543,-12.29844751
2023/3/19,120,3.951818727,-6.081273965
2023/3/20,114,-4.997274825,-3.269372081
2023/3/21,131,0.923846348,7.578810303
2023/3/22,147,2.319605953,21.32974518
2023/3/23,135,11.22849018,-0.963169317
2023/3/24,113,-7.78591999,-5.209766686
2023/3/25,122,-4.758107547,0.035437754
2023/3/26,128,3.780649378,-2.737952033
2023/3/27,127,-6.620670888,6.543079333
2023/3/28,133,4.070993252,1.532968414
2023/3/29,126,-0.344873448,-1.274507187
2023/3/30,135,7.038177207,0.534013418
2023/3/31,123,-3.335150654,-0.439882766
2023/4/1,127,-3.045297637,4.172300558
2023/4/2,135,4.432041961,5.495172
2023/4/3,110,-7.072384947,-7.417987335
2023/4/4,128,5.746227404,-1.687691893
2023/4/5,115,-6.29678674,-1.982562024
2023/4/6,122,3.992371008,-4.401407657
2023/4/7,134,1.539970237,11.17680917
2023/4/8,121,-0.397968893,1.376940756
2023/4/9,126,4.370430278,3.196965224
2023/4/10,114,-7.01048866,4.782536079
2023/4/11,121,5.248227509,2.293501945
2023/4/12,96,-9.638801618,-4.685715855
2023/4/13,113,1.682524872,3.897009055
2023/4/14,105,4.504504806,-4.768691565
2023/4/15,95,2.487974863,-11.31020286
2023/4/16,102,2.024177225,-3.19955798
2023/4/17,89,-3.386073229,-11.01790288
2023/4/18,110,4.26672039,1.441218233
2023/4/19,98,-10.27070172,2.690425087
2023/4/20,105,0.062247738,-1.979107369
2023/4/21,117,2.560919124,6.628437871
2023/4/22,124,4.745941093,11.13560556
2023/4/23,107,-1.077490537,0.1940782
2023/4/24,113,0.828512257,5.047908294
2023/4/25,106,3.706571584,-3.696018589
2023/4/26,91,-7.68692131,-5.876610913
2023/4/27,102,-3.131776706,2.121523499
2023/4/28,100,-0.616952424,-1.135959964
2023/4/29,105,6.10688912,-2.029041013
2023/4/30,96,-3.667862824,-0.809304491
2023/5/1,106,5.015124384,0.33825697
2023/5/2,102,4.98035479,-4.392217984
2023/5/3,98,-3.894346792,-0.799964801
2023/5/4,96,-4.732729266,-3.696969192
2023/5/5,95,-1.568939838,-9.856632775
2023/5/6,119,1.223025059,9.268887258
2023/5/7,105,-5.635509991,-0.134195416
2023/5/8,121,5.343536162,2.465811075
2023/5/9,124,7.470910114,0.835661512
2023/5/10,121,1.095199082,1.483801203
2023/5/11,110,-2.221391876,-9.24591416
2023/5/12,124,-0.454262859,0.011635813
2023/5/13,118,-5.62875857,-3.515980329
2023/5/14,157,-7.436244496,34.89394772
2023/5/15,141,1.084408848,8.730673517
2023/5/16,155,7.908163745,15.09143242
2023/5/17,140,5.333005028,2.712240099
2023/5/18,138,2.752339805,4.529177175
2023/5/19,148,1.516155091,18.32043835
2023/5/20,107,-9.301323799,-8.536437539
2023/5/21,113,-7.875360212,-0.580368237
2023/5/22,100,-3.719841578,-14.47638756
2023/5/23,117,5.92266457,-4.289689251
2023/5/24,122,5.527820682,2.902850232
2023/5/25,124,7.850725308,2.926256138
2023/5/26,107,3.873690351,-10.93505938
2023/5/27,102,-6.598553063,-7.004934084
2023/5/28,105,-4.319382244,-8.273769361
2023/5/29,115,-10.90353,6.189284178
2023/5/30,125,1.709924554,1.383386966
2023/5/31,131,4.100147453,3.085109766
2023/6/1,140,9.633220685,5.639067035
2023/6/2,135,3.145335188,7.745507616
2023/6/3,131,-0.092299097,9.076909668
2023/6/4,128,-0.186909762,9.213742319
2023/6/5,101,-17.48864966,2.958716282
2023/6/6,106,-0.639695463,-5.033018041
2023/6/7,99,3.478389489,-11.8084467
2023/6/8,108,8.820783014,-3.788908495
2023/6/9,101,2.960184012,-0.980980198
2023/6/10,105,4.608340921,4.824653136
2023/6/11,112,-0.958794619,20.74881462
2023/6/12,57,-15.65064041,-15.88447523
2023/6/13,88,-0.370714772,3.996908545
2023/6/14,90,1.937167396,8.361802515
2023/6/15,43,5.508498142,-36.99259811
2023/6/16,70,3.247712665,-2.643124826
2023/6/17,71,4.458679865,1.434403474
2023/6/18,50,-3.03292393,-8.23156866
2023/6/19,85,-11.8205187,39.0559367
2023/6/20,40,3.375201738,-18.65942429
2023/6/21,54,3.236548187,-3.277850967
2023/6/22,61,0.778360697,6.720965915
2023/6/23,97,2.260169158,41.0694347
2023/6/24,47,3.321215995,-11.36295044
2023/6/25,45,-7.931458006,-4.172148165
2023/6/26,56,-5.236768991,1.819517172
2023/6/27,75,5.372641495,7.612766605
2023/6/28,63,5.572644735,-7.735708346
2023/6/29,59,-3.47808068,-6.03009022
2023/6/30,78,0.507348683,6.041031667
2023/7/1,81,1.558961971,5.853407451
2023/7/2,71,-9.821811734,5.967629331
2023/7/3,80,2.565463463,1.979585134
2023/7/4,85,6.030918246,3.450829208
2023/7/5,92,5.534419236,11.31858232
2023/7/6,59,-4.927525329,-10.55861575
2023/7/7,66,-0.563662841,-7.26666279
2023/7/8,75,1.22768727,0.473335594
2023/7/9,58,-8.3270184,-6.531046927
2023/7/10,83,1.536543203,8.89202688
2023/7/11,74,4.246902213,-2.776300417
2023/7/12,82,5.292829095,4.219439706
2023/7/13,75,-2.931280477,5.878558821
2023/7/14,68,-0.430253112,-2.783002954
2023/7/15,71,-0.041094038,0.658172122
2023/7/16,64,-5.667232023,-0.222797328
2023/7/17,47,0.676752696,-23.40336503
2023/7/18,71,1.220031402,0.013069316
2023/7/19,63,3.45805019,-10.5465996
2023/7/20,73,1.580608205,0.605444099
2023/7/21,82,-0.355695269,10.30560015
2023/7/22,68,-1.29233917,-4.569227134
2023/7/23,73,-2.34872549,-0.592848612
2023/7/24,74,-1.353792767,-2.734206044
2023/7/25,79,-0.002571517,-1.428071107
2023/7/26,85,0.229233542,1.850522568
2023/7/27,89,4.136517291,-0.616930529
2023/7/28,84,0.972606986,-5.005842577
2023/7/29,91,-1.697064342,2.385913248
2023/7/30,108,-2.211889107,18.052795
2023/7/31,95,-0.299705378,1.793661852
2023/8/1,93,0.624846229,-1.946828749
2023/8/2,99,-2.308563689,6.650448455
2023/8/3,101,3.481859507,3.032938718
2023/8/4,92,0.09363979,-1.968928384
2023/8/5,91,-0.497091829,-1.870725387
2023/8/6,85,-2.657182378,-5.682214574
2023/8/7,96,3.429193192,-1.02928489
2023/8/8,96,1.956794839,0.073877188
2023/8/9,84,-2.924412161,-7.615962651
2023/8/10,101,1.502603381,4.272544917
2023/8/11,105,-2.28312046,11.59627694
2023/8/12,97,0.087326079,1.23491169
2023/8/13,89,-3.403691945,-2.769543126
2023/8/14,105,5.736018065,4.872114887
2023/8/15,102,2.667779188,5.976806843
2023/8/16,85,-1.201850481,-5.825266649
2023/8/17,83,-1.516307542,-6.120058339
2023/8/18,82,-3.79240652,-3.651196509
2023/8/19,95,-2.502276357,9.098496439
2023/8/20,87,-0.71793025,0.347389861
2023/8/21,91,8.208727906,-3.52917067
2023/8/22,86,2.333008539,-1.531845794
2023/8/23,93,1.280947377,7.808751819
2023/8/24,83,-4.934407115,5.330744568
2023/8/25,69,-4.873942923,-7.669508745
2023/8/26,70,-5.089848268,-5.598615364
2023/8/27,82,2.995512217,-0.943583286
2023/8/28,88,9.331734441,-0.745904677
2023/8/29,77,0.429485449,-3.065340652
2023/8/30,89,1.159135164,6.915582496
2023/8/31,64,-4.525992616,-14.37052918
2023/9/1,82,-1.831912021,-1.048933594
2023/9/2,71,-6.062112049,-9.739179434
2023/9/3,101,4.104149315,8.359017787
2023/9/4,107,7.884397145,9.172924821
2023/9/5,94,-1.838116357,5.040990809
2023/9/6,86,-1.655795082,-3.329645441
2023/9/7,105,-4.885885534,19.66028227
2023/9/8,93,3.553847796,1.005127399
2023/9/9,87,-3.816695417,4.899806439
2023/9/10,84,4.691857113,-4.01753057
2023/9/11,86,3.809256193,1.203737691
2023/9/12,73,-2.704465676,-3.192532436
2023/9/13,63,-4.521387879,-9.486188371
2023/9/14,68,-3.395310787,-4.11373372
2023/9/15,101,5.513238749,20.79749989
2023/9/16,75,1.389764362,-0.970498387
2023/9/17,76,4.485911306,-3.389476376
2023/9/18,69,-1.770455142,-4.800483451
2023/9/19,70,-2.724355715,-3.664553319
2023/9/20,81,-5.221456351,9.069656951
2023/9/21,76,-3.035213042,1.092079754
2023/9/22,81,6.565936104,-4.236737236
2023/9/23,86,3.650722678,3.16147454
2023/9/24,90,3.656210519,6.836490387
2023/9/25,70,-6.035004261,-3.750352383
2023/9/26,81,-0.855298672,1.718899651
2023/9/27,70,-2.184711821,-8.470334055
2023/9/28,78,-2.215530558,-0.963595006
2023/9/29,85,4.009023387,-0.74231931
2023/9/30,89,2.098577064,4.374824405
2023/10/1,85,2.7059484,-1.409306817
2023/10/2,80,-6.666511307,1.623303053
2023/10/3,85,1.563199755,-2.935048922
2023/10/4,89,0.391673225,1.003026078
2023/10/5,84,0.176012513,-5.262526102
2023/10/6,97,0.435629257,5.523000653
2023/10/7,89,-0.352910385,-4.110562295
2023/10/8,94,1.389310265,-3.309195657
2023/10/9,87,-4.323497732,-6.866684906
2023/10/10,113,1.724966634,10.92704923
2023/10/11,108,3.058376929,2.297912012
2023/10/12,115,1.13159873,8.915774284
2023/10/13,98,-1.311430035,-7.906246504
2023/10/14,103,-3.380407444,-2.774344613
2023/10/15,110,1.076981544,-1.801309681
2023/10/16,120,-2.95318868,10.72306657
2023/10/17,108,1.03822802,-6.964910775
2023/10/18,124,5.911858116,2.622468487
2023/10/19,119,2.502292886,-0.025191951
2023/10/20,116,-2.630187589,2.039095419
2023/10/21,120,-5.616649922,10.0075487
2023/10/22,125,1.153910524,9.962440953
2023/10/23,108,-2.385508899,-1.260644436
2023/10/24,115,-2.378617456,8.40557685
2023/10/25,107,9.137892777,-8.371736864
2023/10/26,101,3.851269556,-6.493372586
2023/10/27,99,-1.13293245,-1.588306491
2023/10/28,84,-7.116528485,-9.679779136
2023/10/29,95,1.249932146,-7.003276189
2023/10/30,101,-5.172707102,4.61673207
2023/10/31,92,-3.752442081,-7.226665549
2023/11/1,125,10.81717957,9.878690802
2023/11/2,114,6.959818781,1.804806521
2023/11/3,108,2.912926922,-0.596707981
2023/11/4,106,-10.93361956,11.37835061
2023/11/5,110,-1.424211143,6.597446169
2023/11/6,89,-7.628918205,-6.668796528
2023/11/7,96,-4.915422772,-0.205517249
2023/11/8,112,10.69437397,2.260591918
2023/11/9,108,10.22349442,0.35370503
2023/11/10,68,6.633481919,-34.94640467
2023/11/11,72,-11.48439084,-12.33311874
2023/11/12,89,-1.146352222,-5.436390328
2023/11/13,86,-7.881834556,-1.353345778
2023/11/14,95,-5.209395089,5.170400941
2023/11/15,103,5.426259746,2.754318513
2023/11/16,116,9.456253795,12.59644722
2023/11/17,105,8.675101938,3.69469537
2023/11/18,78,-10.80075498,-2.459746608
2023/11/19,62,-0.058975171,-28.0768386
2023/11/20,81,-3.600684013,-4.844089727
2023/11/21,75,-3.254305853,-11.04530347
2023/11/22,85,0.367562822,-5.069944419
2023/11/23,91,6.876160037,-6.70767184
2023/11/24,105,6.230723179,5.923993536
2023/11/25,98,-8.431604149,11.38996554
2023/11/26,102,0.303825403,6.22585875
2023/11/27,99,2.406693671,2.905921221
2023/11/28,95,-2.240540603,6.082952151
2023/11/29,40,-2.476443912,-45.93476126
2023/11/30,57,5.11708274,-33.23606382
2023/12/1,78,-2.506321857,-0.834639354
2023/12/2,64,-3.883520523,-9.394183317
2023/12/3,75,1.301907991,0.656793133
2023/12/4,84,7.499489316,7.53004827
2023/12/5,66,-1.154648118,1.904721763
2023/12/6,58,-3.786815461,0.098988883
2023/12/7,61,4.572822124,-1.957933626
2023/12/8,33,-7.540420074,-14.91252734
2023/12/9,56,-2.438751934,5.426814895
2023/12/10,44,-0.140984864,-7.110575184
2023/12/11,52,10.32487276,-8.577777407
2023/12/12,48,-1.064362661,-0.969492949
2023/12/13,46,-2.779308924,-1.773786846
2023/12/14,62,5.383578336,5.295305926
2023/12/15,41,-9.330634386,-1.57339544
2023/12/16,51,-1.329591969,0.063467719
2023/12/17,56,-1.384724008,5.05709472
2023/12/18,75,8.305596722,14.67159115
2023/12/19,43,-0.097936517,-8.240426874
2023/12/20,49,-1.255980157,-0.072681473
2023/12/21,52,3.542333937,-0.777604738
2023/12/22,44,-7.159440091,3.063414614
2023/12/23,45,-1.096850988,-0.927276587
2023/12/24,41,-0.268863865,-4.857743038
2023/12/25,48,5.430760866,-2.683512261
2023/12/26,52,0.001770557,7.772532329
2023/12/27,45,0.037746001,1.768501474
2023/12/28,42,1.769830004,-2.044850127
2023/12/29,38,-4.46273483,1.120976221
2023/12/30,37,-1.48103477,-1.664413928
2023/12/31,40,1.505012262,-0.182694024
2024/1/1,38,1.205964531,-0.494905628
2024/1/2,40,-0.557457708,4.34856504
2024/1/3,35,1.3471449,-1.588216674
2024/1/4,31,1.394027771,-4.618852163
2024/1/5,28,-2.482840771,-2.903423844
2024/1/6,35,-1.851618123,3.854134417
2024/1/7,38,3.330360772,1.56615178
2024/1/8,26,-1.456317038,-6.142786355
2024/1/9,23,-2.191574685,-9.259834754
2024/1/10,38,1.550910323,0.870727296
2024/1/11,45,1.947594747,6.125243837
2024/1/12,37,-0.572182763,-0.934794308
2024/1/13,34,-1.852480661,-4.375330254
2024/1/14,48,4.416165029,1.671256542
2024/1/15,45,-2.606024464,4.250207814
2024/1/16,41,-4.367944296,0.844010545
2024/1/17,48,1.535700643,0.933661307
2024/1/18,45,3.115398645,-4.510413077
2024/1/19,52,0.496187303,4.511177016
2024/1/20,47,-2.506748053,2.057265509
2024/1/21,51,4.149523512,-1.057444604
2024/1/22,44,-2.335692987,-1.988488082
2024/1/23,46,-3.729865609,1.162299448
2024/1/24,48,1.859133811,-2.41336724
2024/1/25,56,2.02606059,5.680844023
2024/1/26,50,0.466514095,1.556377473
2024/1/27,45,-2.402897026,-0.141260178
2024/1/28,51,3.229367378,0.929714215
2024/1/29,44,-2.036647677,0.100091327
2024/1/30,41,-1.689002655,-2.333235361
2024/1/31,48,1.49216206,2.252773413
2024/2/1,43,0.561096778,-1.364413705
2024/2/2,39,1.100776678,-5.705829044
2024/2/3,41,-1.606964934,-0.903874846
2024/2/4,46,1.548863514,0.98276729
2024/2/5,42,-1.863177012,0.372368547
2024/2/6,45,-1.241020662,2.579638623
2024/2/7,47,0.899585177,2.06154833
2024/2/8,42,-0.319024735,-2.172494465
2024/2/9,45,2.754177027,-2.514160194
2024/2/10,43,0.460589638,-2.348062347
2024/2/11,46,-0.888083135,1.725324953
2024/2/12,45,-1.549777456,0.91670185
2024/2/13,48,-2.315869949,4.170695646
2024/2/14,42,0.721867089,-5.276384518
2024/2/15,43,0.04910487,-3.865989274
2024/2/16,63,3.015219114,12.80042572
2024/2/17,50,2.462138423,-0.414553332
2024/2/18,40,-2.996238476,-6.185668782
2024/2/19,46,-0.075868279,-4.812556506
2024/2/20,43,-3.720393044,-6.199600533
2024/2/21,56,1.015339269,0.002467022
2024/2/22,64,1.54436672,5.410738863
2024/2/23,60,2.282155412,-1.427082619
2024/2/24,74,2.303452379,10.73824861
2024/2/25,61,-4.979214126,3.789989616
2024/2/26,65,1.772196568,0.45712389
2024/2/27,58,-4.740809839,-0.180153546
2024/2/28,67,2.018792157,1.947774509
2024/2/29,63,3.547756025,-3.881101414
2024/3/1,59,-0.007635267,-4.918056314
2024/3/2,60,1.436267024,-6.339438768
2024/3/3,59,-6.125247783,-1.007729423
2024/3/4,77,3.885095205,5.56730065
2024/3/5,65,-3.458285726,-0.641032451
2024/3/6,75,1.356986982,3.025823115
2024/3/7,80,4.725377428,3.307462865
2024/3/8,71,-0.838398902,-1.234712944
2024/3/9,73,-1.515871109,0.52427718
2024/3/10,68,-6.576453681,-0.452566186
2024/3/11,75,5.921714594,-7.226550978
2024/3/12,77,-2.399673034,1.647674494
2024/3/13,78,0.042183047,-1.650115495
2024/3/14,83,5.921256173,-4.800125503
2024/3/15,88,-0.937226389,4.589622948
2024/3/16,85,-2.242041861,0.174966413
2024/3/17,78,-4.809467823,-6.997917653
2024/3/18,105,5.278019543,7.457085556
2024/3/19,95,-3.144101147,3.573961874
2024/3/20,89,0.436991805,-8.100538141
2024/3/21,114,4.005393508,11.47827237
2024/3/22,99,-2.722700378,1.411937111
2024/3/23,94,0.990017304,-8.874783477
2024/3/24,106,-2.555881558,5.390816349
2024/3/25,108,4.452710891,-0.875835178
2024/3/26,98,-5.122085308,-2.486875611
2024/3/27,115,2.640996237,5.763594752
2024/3/28,108,1.590670107,-1.075191615
2024/3/29,102,-4.525645429,-1.523134658
2024/3/30,117,3.982284783,4.923065772
2024/3/31,110,-1.210939503,3.364927552
2024/4/1,109,2.167310324,-0.967768022
2024/4/2,101,-7.928051084,0.580445493
2024/4/3,112,6.364474054,-3.815044529
2024/4/4,98,-0.301577379,-12.61578045
2024/4/5,95,-2.996323695,-15.13949072
2024/4/6,129,7.209281619,5.599165053
2024/4/7,117,-1.703650751,-0.9189498
2024/4/8,123,-1.068570526,1.180979797
2024/4/9,152,-8.754864257,34.93773252
2024/4/10,144,6.425714527,9.350470344
2024/4/11,135,-1.936205026,6.915596123
2024/4/12,139,0.605919375,6.982748725
2024/4/13,132,9.031034837,-9.474761078
2024/4/14,125,-2.374071763,-5.536339171
2024/4/15,130,-4.34723463,1.034213251
2024/4/16,122,-8.150226905,-3.949824479
2024/4/17,140,4.867776966,-0.024558294
2024/4/18,136,-0.989312201,0.747465175
2024/4/19,142,5.254784727,-0.207569513
2024/4/20,159,6.951299778,15.04506953
2024/4/21,140,-2.159870945,5.387491915
2024/4/22,128,-8.342773091,-0.018080168
2024/4/23,131,-5.747143707,1.14804547
2024/4/24,120,4.914869864,-19.42032465
2024/4/25,128,0.025329214,-5.299054138
2024/4/26,147,4.422996923,10.30083887
2024/4/27,135,5.504837385,-2.322536692
2024/4/28,128,0.868769581,-4.604502733
2024/4/29,119,-11.65031283,-1.129839787
2024/4/30,131,-2.789957668,2.037240695
2024/5/1,140,5.166891472,3.241706495
2024/5/2,135,-0.175186167,3.582385835
2024/5/3,129,1.919098702,-4.902659678
2024/5/4,133,3.2094615,-2.613209524
2024/5/5,135,3.59311762,-0.956939209
2024/5/6,177,-11.22173821,56.15764723
2024/5/7,159,-1.620310434,28.71685044
2024/5/8,143,6.579970609,4.607935907
2024/5/9,135,-0.434261978,3.67529945
2024/5/10,126,0.373311672,-5.806295267
2024/5/11,130,1.820211664,-2.268972512
2024/5/12,145,1.482877881,14.30282731
2024/5/13,112,-8.318148607,-8.079271601
2024/5/14,124,-0.883241617,-3.160363094
2024/5/15,135,5.262153712,1.612593216
2024/5/16,121,0.022868356,-7.361762464
2024/5/17,130,2.921934908,-1.095160872
2024/5/18,135,0.027331499,7.340992109
2024/5/19,129,-0.977014173,3.008904749
2024/5/20,136,-6.657146199,16.55775343
2024/5/21,126,-0.545101614,1.582761847
2024/5/22,115,4.324099421,-12.86881324
2024/5/23,121,0.376509821,-1.25921116
2024/5/24,128,5.909617545,1.695388327
2024/5/25,115,-1.544105495,-3.789010347
2024/5/26,109,-4.027725103,-7.344990761
2024/5/27,112,-4.547124014,-3.895253407
2024/5/28,120,-0.173584192,-0.414499462
2024/5/29,129,3.009967635,5.154887913
2024/5/30,125,0.89138552,2.91805704
2024/5/31,131,9.385207159,-0.026511679
