target_time,y_true,y_pred,residual,abs_error,dataset
2021-01-08,4.51,4.532770815482115,-0.022770586600278975,0.022770586600278975,train
2021-01-09,4.23,4.529695784728324,-0.299695765654838,0.299695765654838,train
2021-01-10,4.21,4.40480275151626,-0.19480271336928734,0.19480271336928734,train
2021-01-11,4.31,4.392811274997816,-0.08281133221827464,0.08281133221827464,train
2021-01-12,4.21,4.406189493279573,-0.19618945513260044,0.19618945513260044,train
2021-01-13,4.7,4.406480623622489,0.2935191856426478,0.2935191856426478,train
2021-01-14,4.5,4.533447308771883,-0.0334473087718834,0.0334473087718834,train
2021-01-15,4.4,4.542121633850499,-0.1421215384830674,0.1421215384830674,train
2021-01-16,4.6,4.511923144048699,0.0880767605838697,0.0880767605838697,train
2021-01-17,4.54,4.520370524777002,0.01962943707602527,0.01962943707602527,train
2021-01-18,4.32,4.521695263973714,-0.2016950923123373,0.2016950923123373,train
2021-01-19,4.35,4.4172101803204775,-0.06721027568790916,0.06721027568790916,train
2021-01-20,4.2,4.4189904014925165,-0.21899059222737982,0.21899059222737982,train
2021-01-21,4.1,4.249061566470396,-0.14906166183782776,0.14906166183782776,train
2021-01-22,4.35,4.246680057046979,0.10331984758558921,0.10331984758558921,train
2021-01-23,4.12,4.404053496486121,-0.28405361092703885,0.28405361092703885,train
2021-01-24,4.01,4.209213964152582,-0.19921373527074593,0.19921373527074593,train
2021-01-25,4.21,4.2559519722143575,-0.04595193406738485,0.04595193406738485,train
2021-01-26,4.5,4.477791783382358,0.02220821661764205,0.02220821661764205,train
2021-01-27,6.2,4.990200816536207,1.2097989927289294,1.2097989927289294,train
2021-01-28,7.9,6.771072941190441,1.1289271541769903,1.1289271541769903,train
2021-01-29,7.8,7.059896065094986,0.7401041256398777,0.7401041256398777,train
2021-01-30,6.5,6.641076568910066,-0.1410765689100657,0.1410765689100657,train
2021-01-31,6.4,6.396410362560235,0.003589732807196988,0.003589732807196988,train
2021-02-01,7.5,6.327843501674904,1.172156498325096,1.172156498325096,train
2021-02-02,6.3,6.521514898221881,-0.2215147074870174,0.2215147074870174,train
2021-02-03,6.1,6.1292922651155575,-0.02929236048298911,0.02929236048298911,train
2021-02-04,6.7,6.082763393464245,0.6172364158008916,0.6172364158008916,train
2021-02-05,6.5,6.465064626338239,0.03493537366176103,0.03493537366176103,train
2021-02-06,6.3,6.189609666116298,0.11039052461856524,0.11039052461856524,train
2021-02-07,5.9,6.098227071600791,-0.19822697623335905,0.19822697623335905,train
2021-02-08,5.8,6.004661489155737,-0.20466129842087355,0.20466129842087355,train
2021-02-09,5.55,5.933538854109041,-0.3835386633741775,0.3835386633741775,train
2021-02-10,8.5,6.221495528663515,2.2785044713364853,2.2785044713364853,train
2021-02-11,9.3,7.484476878616737,1.8155233121181267,1.8155233121181267,train
2021-02-12,7.7,7.334501988232881,0.3654978210322559,0.3654978210322559,train
2021-02-13,4.31,6.469220567028371,-2.15922062424883,2.15922062424883,train
2021-02-14,4.21,4.919766599331751,-0.7097665611847788,0.7097665611847788,train
2021-02-15,4.7,4.813234101818819,-0.113234292553682,0.113234292553682,train
2021-02-16,4.5,4.756522405429337,-0.2565224054293367,0.2565224054293367,train
2021-02-17,4.4,4.662377856950956,-0.2623777615835241,0.2623777615835241,train
2021-02-18,4.6,4.57594395093031,0.024055953702258215,0.024055953702258215,train
2021-02-19,4.54,4.571168551485209,-0.031168589632181387,0.031168589632181387,train
2021-02-20,4.32,4.569790414622651,-0.24979024296127417,0.24979024296127417,train
2021-02-21,4.35,4.466405537098813,-0.11640563246624502,0.11640563246624502,train
2021-02-22,4.2,4.4142087776159835,-0.2142089683508468,0.2142089683508468,train
2021-02-23,4.1,4.26526198140348,-0.16526207677091165,0.16526207677091165,train
2021-02-24,4.35,4.21372296835597,0.1362769362765981,0.1362769362765981,train
2021-02-25,4.12,4.3939277377508725,-0.2739278521917905,0.2739278521917905,train
2021-02-26,4.01,4.356395292735257,-0.34639506385342145,0.34639506385342145,train
2021-02-27,4.21,4.2991169244930925,-0.0891168863461198,0.0891168863461198,train
2021-02-28,4.5,4.665066032813465,-0.1650660328134652,0.1650660328134652,train
2021-03-01,6.2,4.948373520857489,1.251626288407648,1.251626288407648,train
2021-03-02,7.9,6.937096679165519,0.9629034162019128,0.9629034162019128,train
2021-03-03,7.8,7.226367805082575,0.5736323856522887,0.5736323856522887,train
2021-03-04,6.5,6.88078671479638,-0.38078671479637993,0.38078671479637993,train
2021-03-05,6.4,6.5100029814140195,-0.11000288604658781,0.11000288604658781,train
2021-03-06,7.5,6.580327386458363,0.9196726135416373,0.9196726135416373,train
2021-03-07,6.3,6.900801710925047,-0.600801520190184,0.600801520190184,train
2021-03-08,6.1,6.4276501836172075,-0.32765027898463917,0.32765027898463917,train
2021-03-09,6.7,6.4330084468199065,0.26699136244523025,0.26699136244523025,train
2021-03-10,6.5,6.675059203508645,-0.17505920350864468,0.17505920350864468,train
2021-03-11,6.3,6.371229441130816,-0.07122925039595263,0.07122925039595263,train
2021-03-12,5.9,6.134150502480048,-0.23415040711261614,0.23415040711261614,train
2021-03-13,5.8,6.324401347630007,-0.5244011568951441,0.5244011568951441,train
2021-03-14,5.55,6.350232460890446,-0.8002322701555826,0.8002322701555826,train
2021-03-15,8.5,6.820388966087673,1.6796110339123267,1.6796110339123267,train
2021-03-16,9.3,8.178534063771554,1.121466126963309,1.121466126963309,train
2021-03-17,7.7,7.9412536388445005,-0.2412538295793638,0.2412538295793638,train
2021-03-18,7.1,7.126223910374728,-0.026224005742159662,0.026224005742159662,train
2021-03-19,6.9,6.93903765406852,-0.03903755870108849,0.03903755870108849,train
2021-03-20,6.7,6.761032357033548,-0.06103254776841105,0.06103254776841105,train
2021-03-21,6.48,6.709391892488533,-0.22939187341504663,0.22939187341504663,train
2021-03-22,6.51,6.453875548281322,0.05612468060051423,0.05612468060051423,train
2021-03-23,7.6,6.75344733187579,0.846552572756778,0.846552572756778,train
2021-03-24,7.5,7.160564460207922,0.33943553979207763,0.33943553979207763,train
2021-03-25,7.2,7.128383334564058,0.07161647470107901,0.07161647470107901,train
2021-03-26,7.3,7.092784917752878,0.20721527298198517,0.20721527298198517,train
2021-03-27,7.3,7.070133045495211,0.2298671452396519,0.2298671452396519,train
2021-03-28,7.2,7.015648831245385,0.18435097801975164,0.18435097801975164,train
2021-03-29,8.5,7.084221540349895,1.415778459650105,1.415778459650105,train
2021-03-30,8.3,7.586181921508896,0.7138182692259676,0.7138182692259676,train
2021-03-31,8.1,7.460423116600802,0.6395772648689242,0.6395772648689242,train
2021-04-01,7.0,7.0045580664497615,-0.004558066449761533,0.004558066449761533,train
2021-04-02,7.2,6.922137455104788,0.2778623541603489,0.2778623541603489,train
2021-04-03,7.3,7.031561176149931,0.26843901458493225,0.26843901458493225,train
2021-04-04,6.8,7.109152580118362,-0.30915238938349887,0.30915238938349887,train
2021-04-05,6.4,6.689698790268583,-0.2896986949011513,0.2896986949011513,train
2021-04-06,6.7,6.323801323978224,0.37619848528691247,0.37619848528691247,train
2021-04-07,6.5,6.681622863380022,-0.18162286338002165,0.18162286338002165,train
2021-04-08,6.3,6.284440131486715,0.015560059248148406,0.015560059248148406,train
2021-04-09,6.1,6.161294908633134,-0.061295004000565534,0.061295004000565534,train
2021-04-10,6.2,6.133430405373956,0.06656940389118038,0.06656940389118038,train
2021-04-11,6.4,6.14445332166736,0.25554677370007184,0.25554677370007184,train
2021-04-12,5.9,6.088796905309523,-0.18879680994209114,0.18879680994209114,train
2021-04-13,5.6,5.950780590577977,-0.35078068594540834,0.35078068594540834,train
2021-04-14,7.8,6.319973402085862,1.4800267886490017,1.4800267886490017,train
2021-04-15,7.5,7.097240537467956,0.4027594625320443,0.4027594625320443,train
2021-04-16,7.2,6.930363171325862,0.26963663793927495,0.26963663793927495,train
2021-04-17,6.5,6.75223662794772,-0.2522366279477204,0.2522366279477204,train
2021-04-18,6.0,6.185511496573719,-0.18551149657371901,0.18551149657371901,train
2021-04-19,6.1,6.009829661863282,0.09017024276928609,0.09017024276928609,train
2021-04-20,5.6,5.945852355948979,-0.34585245131641074,0.34585245131641074,train
2021-04-21,5.1,5.851141644066758,-0.7511417394341899,0.7511417394341899,train
2021-04-22,5.5,5.355118237325937,0.14488176267406327,0.14488176267406327,train
2021-04-23,5.7,5.771824736508564,-0.07182492724342726,0.07182492724342726,train
2021-04-24,5.6,5.692405356509363,-0.09240545187679494,0.09240545187679494,train
2021-04-25,5.5,5.722597516610749,-0.22259751661074922,0.22259751661074922,train
2021-04-26,7.5,6.086919302907763,1.4130806970922372,1.4130806970922372,train
2021-04-27,7.2,6.802225253673169,0.39777455559196806,0.39777455559196806,train
2021-04-28,6.5,6.59153283673182,-0.09153283673181978,0.09153283673181978,train
