time_col_std,y_true_std,y_pred_std,residual,abs_error,dataset
2021/4/12,346,352.4340722,6.434072241,6.434072241,train
2021/4/13,362,353.9889989,-8.011001108,8.011001108,train
2021/4/14,351,350.7802604,-0.219739571,0.219739571,train
2021/4/15,374,357.9332084,-16.06679164,16.06679164,train
2021/4/16,354,359.0962932,5.096293174,5.096293174,train
2021/4/17,344,352.2368627,8.236862659,8.236862659,train
2021/4/18,323,346.1681695,23.16816948,23.16816948,train
2021/4/19,346,351.503914,5.503914012,5.503914012,train
2021/4/20,385,363.6291068,-21.37089321,21.37089321,train
2021/4/21,374,371.2835147,-2.71648531,2.71648531,train
2021/4/22,366,362.8508287,-3.149171297,3.149171297,train
2021/4/23,378,356.7688722,-21.2311278,21.2311278,train
2021/4/24,389,371.3539425,-17.64605754,17.64605754,train
2021/4/25,331,356.6891083,25.68910831,25.68910831,train
2021/4/26,315,342.8499924,27.84999239,27.84999239,train
2021/4/27,365,346.4721123,-18.52788769,18.52788769,train
2021/4/28,356,354.3212459,-1.678754094,1.678754094,train
2021/4/29,370,356.4003607,-13.59963928,13.59963928,train
2021/4/30,361,359.0881289,-1.911871085,1.911871085,train
2021/5/1,362,359.2666049,-2.733395077,2.733395077,train
2021/5/2,357,358.0296827,1.029682675,1.029682675,train
2021/5/3,334,354.9252471,20.92524711,20.92524711,train
2021/5/4,351,359.3297495,8.329749512,8.329749512,train
2021/5/5,325,348.1701062,23.17010619,23.17010619,train
2021/5/6,352,353.0981533,1.098153257,1.098153257,train
2021/5/7,345,362.2310096,17.23100957,17.23100957,train
2021/5/8,357,354.0472895,-2.952710537,2.952710537,train
2021/5/9,345,357.3686106,12.3686106,12.3686106,train
2021/5/10,375.1,365.0942283,-10.00577169,10.00577169,train
2021/5/11,365,365.2734197,0.27341968,0.27341968,train
2021/5/12,354,349.5713952,-4.42860481,4.42860481,train
2021/5/13,364,360.0511549,-3.948845095,3.948845095,train
2021/5/14,375,363.836031,-11.16396902,11.16396902,train
2021/5/15,384,376.6207123,-7.379287731,7.379287731,train
2021/5/16,378,373.2390414,-4.760958575,4.760958575,train
2021/5/17,376,373.2288278,-2.771172183,2.771172183,train
2021/5/18,387,375.3565496,-11.64345043,11.64345043,train
2021/5/19,354,361.0360825,7.036082488,7.036082488,train
2021/5/20,365,357.8237198,-7.176280166,7.176280166,train
2021/5/21,354,359.3566182,5.356618162,5.356618162,train
2021/5/22,355,356.2740149,1.27401487,1.27401487,train
